PDSFD_1000_02_FDJ_20CGB01-MW,PDSFD_1000_02_YCFJ_20HLA20CP101,PDSFD_1000_02_YCFJ_20HLA20CT301,PDSFD_1000_02_YCFJ_20HLB20CT312,PDSFD_1000_02_YCFJ_20HLB20CT315,PDSFD_1000_02_YCFJ_20HLB20CT318,PDSFD_1000_02_YCFJ_20HLB20CY101A-A,PDSFD_1000_02_YCFJ_20HLB20CY101AB-A,PDSFD_1000_02_YCFJ_20HLB20ZZ101-ZT,PDSFD_1000_02_YCFJ_20HLV21CT301,PDSFD_1000_02_YCFJ_20HLV21CT302
974.5172,13.0867,4.058665,54.638999999999996,54.38475,56.546409999999995,1.3720700000000001,1.266785,76.38701999999999,32.59349,35.75179
975.9088,12.99515,3.933536,54.638999999999996,54.38475,56.546409999999995,1.437683,1.233215,76.34125,32.59349,35.75179
976.3369,13.01422,3.933536,54.638999999999996,54.38475,56.546409999999995,1.411743,1.303405,76.37939,32.59349,35.75179
977.1932,13.06381,3.933536,54.638999999999996,54.38475,56.546409999999995,1.39038,1.248474,77.005,32.59349,35.75179
982.01,13.04855,3.933536,54.638999999999996,54.38475,56.546409999999995,1.388855,1.292724,76.48621,32.59349,35.75179
991.2155,13.10387,3.933536,54.638999999999996,54.38475,56.546409999999995,1.4331049999999999,1.288147,77.18811,32.59349,35.75179
991.6437,13.10577,3.933536,54.638999999999996,54.38475,56.546409999999995,1.402588,1.26831,76.93634,32.71976,35.75179
998.6013,13.06381,3.933536,54.638999999999996,54.38475,56.546409999999995,1.411743,1.233215,77.01263,32.71976,35.75179
1000.8489999999999,13.15536,3.933536,54.638999999999996,54.38475,56.546409999999995,1.39801,1.278991,77.40935999999999,32.71976,35.75179
1001.706,13.182070000000001,3.933536,54.638999999999996,54.38475,56.546409999999995,1.427002,1.297302,77.43224000000001,32.71976,35.75179
1000.8489999999999,13.10196,3.933536,54.638999999999996,54.38475,56.546409999999995,1.388855,1.323242,77.43988,32.71976,35.75179
1004.2739999999999,13.094330000000001,3.933536,54.638999999999996,54.38475,56.546409999999995,1.419373,1.306457,77.46276999999999,32.71976,35.75179
1006.5219999999999,13.12294,3.933536,54.638999999999996,54.38475,56.546409999999995,1.4453120000000002,1.17218,78.07311,32.71976,35.75179
1006.5219999999999,13.15536,3.933536,54.638999999999996,54.38475,56.546409999999995,1.427002,1.236267,78.18755999999999,32.71976,35.75179
1006.0939999999999,13.172529999999998,3.933536,54.638999999999996,54.38475,56.546409999999995,1.416321,1.265258,77.63062,32.71976,35.75179
1002.562,13.143920000000001,3.808411,54.638999999999996,54.38475,56.546409999999995,1.407165,1.228638,77.56958,32.71976,35.75179
1000.421,13.14964,3.808411,54.638999999999996,54.38475,56.546409999999995,1.381226,1.239319,77.64587,32.71976,35.75179
999.4576,13.172529999999998,3.933536,54.638999999999996,54.38475,56.546409999999995,1.407165,1.295776,78.19518000000001,32.71976,35.75179
1000.8489999999999,13.212589999999999,4.058665,54.638999999999996,54.38475,56.546409999999995,1.428527,1.307983,78.21045,32.71976,35.75179
1002.99,13.1916,3.933536,54.638999999999996,54.38475,56.546409999999995,1.369018,1.297302,78.05785999999999,32.71976,35.75179
1001.706,13.16109,3.933536,54.638999999999996,54.38475,56.546409999999995,1.4315790000000002,1.269836,78.0426,32.71976,35.75179
996.4606,13.19351,3.933536,54.638999999999996,54.38475,56.546409999999995,1.410217,1.295776,78.37066,32.71976,35.75179
999.0295,13.208770000000001,3.933536,54.638999999999996,54.38475,56.546409999999995,1.419373,1.243896,77.88238,32.71976,35.75179
1000.314,13.201139999999999,3.933536,54.638999999999996,54.38475,56.546409999999995,1.382751,1.262207,78.40118000000001,32.71976,35.75179
1000.421,13.16872,3.933536,54.638999999999996,54.38475,56.546409999999995,1.388855,1.263733,77.75268,32.84604,35.75179
999.4576,13.1897,3.933536,54.638999999999996,54.38475,56.546409999999995,1.39801,1.22406,78.40881,32.84604,35.75179
999.4576,13.22594,4.058665,54.638999999999996,54.38475,56.546409999999995,1.40564,1.285095,78.3783,32.84604,35.75179
999.4576,13.18588,4.058665,54.638999999999996,54.38475,56.67361,1.40564,1.333923,78.39355,32.84604,35.75179
1000.742,13.23166,4.058665,54.638999999999996,54.38475,56.67361,1.427002,1.292724,78.85132,32.84604,35.75179
999.4576,13.2164,4.058665,54.638999999999996,54.38475,56.67361,1.416321,1.306457,78.83605,32.71976,35.75179
999.0295,13.22021,4.058665,54.638999999999996,54.38475,56.67361,1.4300540000000002,1.260681,78.83605,32.59349,35.75179
998.6013,13.262179999999999,4.058665,54.638999999999996,54.38475,56.67361,1.436157,1.233215,78.8208,32.59349,35.75179
995.9253,13.2698,4.058665,54.638999999999996,54.38475,56.67361,1.3598629999999998,1.219482,78.24096,32.59349,35.75179
1000.314,13.25264,4.058665,54.638999999999996,54.38475,56.67361,1.4437870000000002,1.295776,78.508,32.71976,35.75179
998.1732,13.224029999999999,4.058665,54.766119999999994,54.38475,56.67361,1.388855,1.292724,78.53851,32.71976,35.6254
997.3168,13.25264,4.058665,54.766119999999994,54.38475,56.67361,1.436157,1.248474,78.50036999999999,32.71976,35.6254
985.5424,13.25645,4.058665,54.766119999999994,54.38475,56.67361,1.452942,1.314086,78.66821,32.71976,35.6254
981.5818,13.20686,4.058665,54.766119999999994,54.38475,56.67361,1.44226,1.323242,78.22570999999999,32.71976,35.6254
981.5818,13.210679999999998,4.058665,54.766119999999994,54.38475,56.67361,1.434631,1.245422,78.508,32.71976,35.6254
982.01,13.199229999999998,4.058665,54.766119999999994,54.38475,56.67361,1.422424,1.170654,78.53088000000001,32.59349,35.6254
972.8046,13.182070000000001,4.058665,54.766119999999994,54.38475,56.67361,1.388855,1.292724,78.50036999999999,32.71976,35.6254
964.4554,13.16681,4.058665,54.766119999999994,54.38475,56.67361,1.407165,1.237792,78.57665,32.71976,35.6254
959.2104,13.17825,4.058665,54.638999999999996,54.38475,56.67361,1.44226,1.219482,79.01154,32.71976,35.6254
953.1091,13.18016,3.933536,54.638999999999996,54.38475,56.67361,1.4727780000000001,1.253052,79.01154,32.71976,35.6254
954.8218,13.170620000000001,3.933536,54.638999999999996,54.38475,56.67361,1.370544,1.289672,78.83605,32.71976,35.6254
955.7852,13.16109,3.933536,54.638999999999996,54.38475,56.67361,1.463623,1.243896,78.80554000000001,32.71976,35.6254
947.436,13.12103,3.933536,54.638999999999996,54.38475,56.67361,1.407165,1.32019,78.83605,32.71976,35.6254
939.0869,13.065719999999999,3.933536,54.638999999999996,54.38475,56.546409999999995,1.439209,1.254577,79.25567,32.71976,35.6254
951.2895,13.09624,3.933536,54.638999999999996,54.25764,56.546409999999995,1.468201,1.208801,79.30908000000001,32.71976,35.6254
940.3713,13.11912,4.058665,54.638999999999996,54.25764,56.546409999999995,1.396484,1.248474,78.84369000000001,32.71976,35.6254
944.76,13.145829999999998,4.058665,54.638999999999996,54.25764,56.546409999999995,1.4315790000000002,1.26831,78.39355,32.59349,35.6254
947.0079,13.02567,3.933536,54.638999999999996,54.25764,56.546409999999995,1.4437870000000002,1.291199,78.65295,32.71976,35.6254
934.6982,13.107679999999998,3.933536,54.638999999999996,54.25764,56.546409999999995,1.422424,1.2103270000000002,78.21807,32.71976,35.6254
927.7405,12.97798,3.933536,54.638999999999996,54.25764,56.546409999999995,1.434631,1.185913,78.53851,32.71976,35.6254
923.7801,12.99896,3.933536,54.638999999999996,54.25764,56.546409999999995,1.436157,1.205749,78.33252,32.71976,35.6254
919.4985,13.07526,3.933536,54.638999999999996,54.25764,56.546409999999995,1.44989,1.205749,78.84369000000001,32.71976,35.6254
905.3691,13.00468,3.933536,54.638999999999996,54.25764,56.546409999999995,1.425476,1.201172,78.36304,32.71976,35.6254
896.5919,12.97607,4.058665,54.638999999999996,54.25764,56.546409999999995,1.4575200000000001,1.204224,78.72162,32.71976,35.6254
895.3073,13.02185,4.058665,54.638999999999996,54.25764,56.546409999999995,1.420898,1.288147,78.21807,32.71976,35.6254
894.3439999999999,12.985610000000001,3.933536,54.638999999999996,54.25764,56.546409999999995,1.4453120000000002,1.309509,78.2486,32.71976,35.6254
897.02,13.03139,3.933536,54.638999999999996,54.25764,56.546409999999995,1.434631,1.309509,78.21045,32.71976,35.6254
896.1636,12.947460000000001,3.933536,54.638999999999996,54.25764,56.546409999999995,1.4315790000000002,1.237792,77.6001,32.71976,35.6254
897.4482,12.97607,3.933536,54.638999999999996,54.25764,56.546409999999995,1.416321,1.256104,77.58483000000001,32.59349,35.75179
893.0594,13.012310000000001,3.933536,54.638999999999996,54.25764,56.546409999999995,1.4331049999999999,1.271362,77.54669,32.59349,35.75179
893.0594,13.027569999999999,3.933536,54.638999999999996,54.25764,56.419219999999996,1.44989,1.286621,77.01263,32.59349,35.6254
889.0989,13.0085,3.933536,54.638999999999996,54.25764,56.546409999999995,1.4300540000000002,1.317138,77.57721,32.59349,35.6254
891.3469,12.99896,3.933536,54.638999999999996,54.25764,56.419219999999996,1.388855,1.283569,76.98212,32.59349,35.75179
897.02,12.96844,3.808411,54.638999999999996,54.25764,56.419219999999996,1.391907,1.303405,76.54723,32.71976,35.6254
901.4086,12.99133,3.808411,54.638999999999996,54.25764,56.419219999999996,1.388855,1.295776,76.52435,32.71976,35.6254
900.5522,13.01994,3.808411,54.638999999999996,54.25764,56.546409999999995,1.378174,1.32019,75.92163000000001,32.71976,35.6254
898.7326,12.90741,3.683292,54.638999999999996,54.25764,56.546409999999995,1.39801,1.3430790000000001,76.96685,32.71976,35.6254
896.5919,12.88834,3.683292,54.638999999999996,54.25764,56.546409999999995,1.439209,1.234741,77.02026,32.71976,35.6254
895.6284,12.920760000000001,3.683292,54.638999999999996,54.25764,56.546409999999995,1.39038,1.323242,76.98212,32.71976,35.6254
898.3044,12.96272,3.683292,54.638999999999996,54.25764,56.546409999999995,1.407165,1.251526,77.005,32.71976,35.75179
901.4086,13.00659,3.683292,54.638999999999996,54.25764,56.546409999999995,1.387329,1.260681,76.34888000000001,32.71976,35.6254
901.4086,12.96463,3.683292,54.638999999999996,54.25764,56.546409999999995,1.393432,1.25,76.34125,32.71976,35.75179
900.9805,12.932210000000001,3.683292,54.638999999999996,54.25764,56.546409999999995,1.384277,1.289672,76.34888000000001,32.59349,35.75179
901.4086,12.96082,3.808411,54.638999999999996,54.25764,56.546409999999995,1.396484,1.312561,76.98212,32.59349,35.75179
900.5522,12.9818,3.808411,54.638999999999996,54.25764,56.546409999999995,1.44226,1.304932,76.98212,32.71976,35.6254
900.9805,12.97035,3.808411,54.638999999999996,54.25764,56.546409999999995,1.393432,1.288147,77.6001,32.59349,35.75179
899.1608,13.0352,3.808411,54.638999999999996,54.25764,56.546409999999995,1.434631,1.295776,77.61536,32.71976,35.75179
894.451,12.94174,3.808411,54.638999999999996,54.25764,56.546409999999995,1.3858030000000001,1.225586,76.65405,32.59349,35.75179
889.9553,12.89215,3.808411,54.638999999999996,54.25764,56.546409999999995,1.394958,1.306457,77.18811,32.59349,35.75179
883.4258,12.99133,3.808411,54.638999999999996,54.25764,56.546409999999995,1.434631,1.3461299999999998,77.72216999999999,32.59349,35.75179
876.8964,12.96654,3.683292,54.638999999999996,54.25764,56.546409999999995,1.44226,1.3354489999999999,77.73743,32.59349,35.75179
870.688,12.92458,3.683292,54.638999999999996,54.25764,56.546409999999995,1.465149,1.321716,77.75268,32.59349,35.6254
865.0148,12.894060000000001,3.683292,54.638999999999996,54.25764,56.546409999999995,1.448364,1.369018,77.71453000000001,32.467220000000005,35.6254
858.0573,12.96272,3.683292,54.638999999999996,54.25764,56.546409999999995,1.3735959999999998,1.323242,77.14996,32.59349,35.75179
854.9531,12.96654,3.558178,54.638999999999996,54.25764,56.546409999999995,1.40564,1.347656,77.87476,32.59349,35.75179
848.8518,12.99133,3.683292,54.638999999999996,54.25764,56.546409999999995,1.474304,1.289672,77.80609,32.59349,35.75179
840.5027,12.83874,3.558178,54.638999999999996,54.25764,56.546409999999995,1.393432,1.381226,77.74506,32.59349,35.75179
836.1139999999999,12.73193,3.558178,54.638999999999996,54.25764,56.419219999999996,1.396484,1.352233,77.79845,32.59349,35.75179
829.0494,12.72621,3.558178,54.638999999999996,54.25764,56.419219999999996,1.436157,1.369018,77.31781,32.59349,35.75179
834.2943,12.64992,3.558178,54.638999999999996,54.25764,56.419219999999996,1.422424,1.330871,75.77667,32.59349,35.75179
830.8689999999999,12.60605,3.558178,54.638999999999996,54.25764,56.419219999999996,1.420898,1.329346,74.05243,32.59349,35.75179
818.5594,12.44774,3.558178,54.638999999999996,54.13054,56.419219999999996,1.338501,1.297302,73.86932,32.59349,35.75179
811.0666,12.310410000000001,3.683292,54.511869999999995,54.13054,56.419219999999996,1.352233,1.298828,72.67151,32.467220000000005,35.75179
803.5737,12.18643,3.558178,54.511869999999995,54.13054,56.419219999999996,1.282043,1.291199,72.96141999999999,32.59349,35.75179
802.7173,12.2055,3.683292,54.511869999999995,54.13054,56.419219999999996,1.318665,1.304932,72.38159,32.59349,35.75179
803.6807,12.180710000000001,3.683292,54.511869999999995,54.13054,56.419219999999996,1.338501,1.245422,72.37396,32.59349,35.75179
801.4329,12.05482,3.558178,54.511869999999995,54.13054,56.419219999999996,1.303405,1.32019,72.70965,32.59349,35.75179
799.7202,12.05482,3.433069,54.511869999999995,54.13054,56.419219999999996,1.29425,1.26831,72.65625,32.59349,35.75179
801.8611,12.07771,3.3079650000000003,54.511869999999995,54.13054,56.419219999999996,1.300354,1.240844,71.93909000000001,32.59349,35.75179
804.0019,12.08343,3.3079650000000003,54.511869999999995,54.13054,56.419219999999996,1.3354489999999999,1.3446040000000001,71.29821,32.467220000000005,35.6254
800.5766,12.0224,3.3079650000000003,54.511869999999995,54.13054,56.419219999999996,1.265258,1.278991,70.63446,32.467220000000005,35.75179
793.0838,11.98997,3.3079650000000003,54.511869999999995,54.13054,56.292030000000004,1.315613,1.283569,70.72601,32.59349,35.75179
788.6951,12.02621,3.3079650000000003,54.511869999999995,54.13054,56.292030000000004,1.269836,1.253052,70.04699000000001,32.59349,35.75179
782.1656,11.978530000000001,3.3079650000000003,54.511869999999995,54.13054,56.419219999999996,1.263733,1.330871,70.06226,32.59349,35.75179
775.5292,11.92131,3.3079650000000003,54.511869999999995,54.13054,56.419219999999996,1.269836,1.231689,70.2301,32.59349,35.75179
769.8560000000001,11.84883,3.182866,54.511869999999995,54.13054,56.292030000000004,1.317138,1.236267,70.20721,32.467220000000005,35.75179
763.3265,11.913680000000001,3.182866,54.511869999999995,54.13054,56.292030000000004,1.25,1.274414,69.14672,32.59349,35.75179
757.5464,11.72295,3.182866,54.511869999999995,54.13054,56.292030000000004,1.291199,1.1553959999999999,68.48297,32.59349,35.75179
751.0169,11.7878,3.182866,54.511869999999995,54.13054,56.292030000000004,1.257629,1.254577,68.03283,32.59349,35.75179
743.9522,11.6085,3.182866,54.511869999999995,54.13054,56.292030000000004,1.265258,1.30188,68.20831,32.59349,35.75179
742.2396,11.49597,3.182866,54.511869999999995,54.13054,56.292030000000004,1.315613,1.159973,67.75055,32.59349,35.6254
737.4227,11.38725,3.057772,54.511869999999995,54.13054,56.292030000000004,1.260681,1.272888,67.67425,32.59349,35.49901
729.9299,11.24039,3.057772,54.511869999999995,54.13054,56.292030000000004,1.263733,1.240844,68.54401,32.467220000000005,35.6254
725.2201,11.20796,3.057772,54.511869999999995,54.13054,56.292030000000004,1.275939,1.274414,68.50586,32.340959999999995,35.6254
722.1160000000001,11.23085,3.057772,54.511869999999995,54.13054,56.292030000000004,1.259155,1.231689,67.8955,32.340959999999995,35.49901
712.3753,11.1927,3.057772,54.511869999999995,54.13054,56.292030000000004,1.3323969999999998,1.1828610000000002,67.62848000000001,32.340959999999995,35.6254
708.5219,11.444469999999999,3.057772,54.511869999999995,54.13054,56.292030000000004,1.245422,1.192016,66.22466999999999,32.340959999999995,35.6254
701.029,11.50742,3.057772,54.511869999999995,54.13054,56.292030000000004,1.222534,1.1294549999999999,63.95111,32.467220000000005,35.6254
694.9277,11.5303,3.182866,54.511869999999995,54.13054,56.419219999999996,1.144714,1.089783,61.28845,32.340959999999995,35.6254
687.4349,11.31668,3.3079650000000003,54.511869999999995,54.13054,56.419219999999996,1.149292,1.121826,61.79962,32.340959999999995,35.6254
678.6575,11.33385,3.3079650000000003,54.511869999999995,54.25764,56.419219999999996,1.1233520000000001,1.047058,60.70861,32.340959999999995,35.6254
672.1281,11.173630000000001,3.3079650000000003,54.511869999999995,54.38475,56.419219999999996,1.134033,1.053161,62.13531,32.340959999999995,35.6254
661.21,11.19652,3.182866,54.638999999999996,54.511869999999995,56.546409999999995,1.1233520000000001,1.085205,62.127680000000005,32.340959999999995,35.6254
654.5735,11.06682,3.3079650000000003,54.638999999999996,54.511869999999995,56.546409999999995,1.166077,1.071472,63.88245,32.340959999999995,35.6254
647.937,11.135480000000001,3.182866,54.766119999999994,54.638999999999996,56.67361,1.166077,1.048584,64.11896,32.467220000000005,35.6254
642.692,11.19461,3.182866,54.766119999999994,54.638999999999996,56.67361,1.240844,1.088256,64.14185,32.340959999999995,35.6254
635.7343,11.27663,3.182866,54.766119999999994,54.638999999999996,56.67361,1.163025,1.3858030000000001,63.790890000000005,32.340959999999995,35.6254
635.7343,11.32431,3.182866,54.89325,54.638999999999996,56.800819999999995,1.085205,1.021118,62.554930000000006,32.340959999999995,35.6254
635.3062,11.30142,3.182866,55.02039,54.638999999999996,56.800819999999995,1.1233520000000001,1.031799,62.570190000000004,32.340959999999995,35.6254
631.7739,11.25946,3.182866,55.02039,54.766119999999994,56.92803000000001,1.138611,0.9890747,61.662290000000006,32.340959999999995,35.49901
624.8162,11.15265,3.182866,55.02039,54.766119999999994,56.92803000000001,1.166077,1.0424799999999999,62.08191,32.340959999999995,35.37263
617.7515,11.02867,3.3079650000000003,55.02039,54.766119999999994,57.055240000000005,1.14624,1.057739,62.127680000000005,32.340959999999995,35.37263
612.5066,11.03249,3.433069,55.02039,54.89325,57.055240000000005,1.1279299999999999,1.053161,62.35657,32.340959999999995,35.49901
606.2982,10.94093,3.3079650000000003,55.14753,55.02039,57.055240000000005,1.158447,1.016541,62.58545,32.340959999999995,35.37263
603.3011,10.99243,3.3079650000000003,55.14753,55.02039,57.18246,1.176758,1.031799,62.669369999999994,32.340959999999995,35.37263
600.1969,11.0096,3.3079650000000003,55.14753,55.02039,57.30969,1.159973,1.072998,62.76855,32.340959999999995,35.37263
594.952,10.9848,3.3079650000000003,55.14753,55.14753,57.30969,1.205749,1.0272219999999999,62.9898,32.340959999999995,35.37263
596.2365,10.94856,3.3079650000000003,55.274680000000004,55.14753,57.30969,1.222534,1.048584,62.43286,32.340959999999995,35.49901
592.7041,10.9333,3.3079650000000003,55.274680000000004,55.14753,57.30969,1.176758,1.079102,62.07428,32.467220000000005,35.37263
585.7465,10.744480000000001,3.3079650000000003,55.274680000000004,55.14753,57.30969,1.167602,1.051636,62.684630000000006,32.467220000000005,35.37263
584.0339,10.76927,3.3079650000000003,55.401830000000004,55.14753,57.30969,1.178283,1.077575,61.95221,32.467220000000005,35.37263
579.6452,10.79025,3.3079650000000003,55.401830000000004,55.14753,57.30969,1.1965940000000002,1.0409549999999999,61.93695,32.340959999999995,35.37263
579.1099,10.748289999999999,3.3079650000000003,55.401830000000004,55.14753,57.43691999999999,1.149292,1.036377,60.876459999999994,32.340959999999995,35.37263
575.1495,10.67581,3.3079650000000003,55.401830000000004,55.14753,57.43691999999999,1.176758,1.022644,60.830690000000004,32.340959999999995,35.49901
574.2932,10.64339,3.3079650000000003,55.401830000000004,55.14753,57.43691999999999,1.1569209999999999,1.022644,60.73913,32.340959999999995,35.37263
573.4368,10.7235,3.3079650000000003,55.401830000000004,55.14753,57.43691999999999,1.14624,1.044006,59.7702,32.340959999999995,35.37263
571.7242,10.765460000000001,3.3079650000000003,55.52899,55.14753,57.56415,1.138611,0.9936521999999999,59.80835,32.340959999999995,35.37263
571.2959999999999,10.7235,3.182866,55.65615,55.14753,57.691390000000006,1.147766,0.996704,59.823609999999995,32.340959999999995,35.37263
570.8679,10.666269999999999,3.182866,55.65615,55.274680000000004,57.691390000000006,1.1141969999999999,1.016541,59.60998000000001,32.467220000000005,35.37263
569.9045,10.64339,3.182866,55.65615,55.274680000000004,57.691390000000006,1.1416629999999999,0.9768674,59.64813,32.467220000000005,35.49901
569.4764,10.700610000000001,3.182866,55.65615,55.274680000000004,57.691390000000006,1.1233520000000001,0.9860228999999999,59.94566999999999,32.467220000000005,35.49901
565.0877,10.813139999999999,3.182866,55.65615,55.274680000000004,57.691390000000006,1.140136,1.021118,58.908080000000005,32.340959999999995,35.37263
556.4174,10.71968,3.182866,55.65615,55.401830000000004,57.691390000000006,1.1279299999999999,0.9341429,58.89281999999999,32.467220000000005,35.49901
551.9218,10.63385,3.057772,55.65615,55.52899,57.691390000000006,1.091308,0.9524534,58.26721,32.340959999999995,35.49901
551.0654,10.60333,3.182866,55.65615,55.52899,57.691390000000006,1.079102,0.9432985,58.908080000000005,32.340959999999995,35.49901
552.4569,10.715869999999999,3.057772,55.65615,55.52899,57.691390000000006,1.079102,1.002808,58.85467,32.340959999999995,35.49901
