PDSFD_1000_02_FDJ_20CGB01-MW,PDSFD_1000_02_YCFJ_20HLA20CP101,PDSFD_1000_02_YCFJ_20HLA20CT301,PDSFD_1000_02_YCFJ_20HLB20CT312,PDSFD_1000_02_YCFJ_20HLB20CT315,PDSFD_1000_02_YCFJ_20HLB20CT318,PDSFD_1000_02_YCFJ_20HLB20CY101A-A,PDSFD_1000_02_YCFJ_20HLB20CY101AB-A,PDSFD_1000_02_YCFJ_20HLB20ZZ101-ZT,PDSFD_1000_02_YCFJ_20HLV21CT301,PDSFD_1000_02_YCFJ_20HLV21CT302
507.2859,10.45074,2.432379,57.30969,56.419219999999996,57.18246,1.1004639999999999,0.8731075999999999,51.34735,30.447609999999997,33.603809999999996
507.714,10.42786,2.307316,57.30969,56.419219999999996,57.18246,1.0562129999999998,0.8975216,51.37024,30.447609999999997,33.603809999999996
508.1422,10.39162,2.432379,57.30969,56.419219999999996,57.18246,1.033325,0.8807374,51.35498,30.447609999999997,33.603809999999996
508.5704,10.40497,2.432379,57.30969,56.419219999999996,57.18246,1.089783,0.8700556999999999,51.37024,30.5738,33.603809999999996
509.4267,10.45456,2.432379,57.30969,56.419219999999996,57.18246,1.079102,0.9051514999999999,51.316829999999996,30.5738,33.603809999999996
510.8182,10.43548,2.432379,57.30969,56.419219999999996,57.18246,1.053161,0.8837886999999999,51.34735,30.5738,33.4775
510.283,10.45647,2.432379,57.30969,56.419219999999996,57.18246,1.047058,0.8761594000000001,51.34735,30.5738,33.4775
509.4267,10.43548,2.307316,57.30969,56.419219999999996,57.18246,1.033325,0.8898923000000001,51.37024,30.447609999999997,33.4775
511.2464,10.466,2.432379,57.18246,56.419219999999996,57.18246,1.053161,0.8517454,51.35498,30.5738,33.4775
508.5704,10.4145,2.432379,57.30969,56.419219999999996,57.18246,1.062317,0.8624265,51.33972,30.5738,33.603809999999996
508.1422,10.39925,2.432379,57.30969,56.419219999999996,57.18246,1.083679,0.857849,51.33972,30.447609999999997,33.603809999999996
507.2859,10.4126,2.432379,57.30969,56.419219999999996,57.18246,1.062317,1.22406,50.70648,30.447609999999997,33.603809999999996
507.2859,10.42023,2.432379,57.30969,56.419219999999996,57.18246,1.098938,0.8670045,51.08032,30.5738,33.603809999999996
508.1422,10.38017,2.432379,57.18246,56.419219999999996,57.18246,1.063842,0.871582,51.27106,30.447609999999997,33.603809999999996
506.8577,10.410689999999999,2.557448,57.18246,56.419219999999996,57.18246,1.09436,0.8990478999999999,51.553340000000006,30.447609999999997,33.4775
508.5704,10.38017,2.432379,57.30969,56.419219999999996,57.18246,1.034851,0.8319088,51.50757,30.447609999999997,33.4775
508.5704,10.328669999999999,2.557448,57.30969,56.419219999999996,57.18246,1.079102,0.9036252,51.49994,30.447609999999997,33.4775
508.1422,10.3878,2.557448,57.30969,56.419219999999996,57.18246,1.079102,0.9036252,51.5152,30.447609999999997,33.4775
509.4267,10.39925,2.557448,57.30969,56.419219999999996,57.18246,1.053161,0.8837886999999999,51.50757,30.447609999999997,33.4775
508.9985,10.38589,2.557448,57.30969,56.419219999999996,57.18246,1.059265,0.8776856,51.50757,30.447609999999997,33.4775
508.5704,10.363010000000001,2.557448,57.30969,56.419219999999996,57.18246,1.048584,0.8319088,51.47705,30.447609999999997,33.4775
508.1422,10.40115,2.557448,57.30969,56.419219999999996,57.18246,1.1004639999999999,0.8502197,51.538090000000004,30.447609999999997,33.4775
508.5704,10.42786,2.557448,57.30969,56.419219999999996,57.18246,1.0821530000000001,0.8639527,51.454159999999995,30.447609999999997,33.4775
508.9985,10.4641,2.557448,57.30969,56.419219999999996,57.18246,1.091308,0.8746338,51.53046,30.447609999999997,33.4775
507.714,10.44502,2.557448,57.30969,56.419219999999996,57.18246,1.089783,0.8776856,51.5152,30.447609999999997,33.4775
507.714,10.39734,2.432379,57.30969,56.419219999999996,57.18246,1.1004639999999999,0.8746338,51.5152,30.447609999999997,33.4775
508.1422,10.45837,2.432379,57.30969,56.419219999999996,57.18246,1.0821530000000001,0.8486935,51.53046,30.447609999999997,33.4775
507.2859,10.48317,2.432379,57.30969,56.292030000000004,57.18246,1.063842,0.8837886999999999,51.5152,30.447609999999997,33.4775
508.9985,10.47363,2.557448,57.30969,56.292030000000004,57.18246,1.045532,0.8425905,50.58441,30.447609999999997,33.4775
507.714,10.34966,2.557448,57.30969,56.292030000000004,57.18246,1.025695,0.8593745999999999,51.316829999999996,30.447609999999997,33.4775
508.1422,10.46791,2.557448,57.30969,56.292030000000004,57.18246,1.0150139999999999,0.8853148999999999,51.39312,30.447609999999997,33.4775
506.8577,10.4641,2.557448,57.30969,56.292030000000004,57.18246,1.0684209999999998,0.9036252,51.324459999999995,30.447609999999997,33.4775
509.4267,10.44502,2.557448,57.30969,56.292030000000004,57.18246,1.071472,0.8975216,50.736999999999995,30.447609999999997,33.4775
508.5704,10.45074,2.557448,57.30969,56.292030000000004,57.18246,1.083679,0.8654783000000001,50.736999999999995,30.447609999999997,33.3512
508.1422,10.40306,2.557448,57.30969,56.292030000000004,57.18246,1.047058,0.8746338,51.026920000000004,30.447609999999997,33.3512
508.1422,10.45837,2.432379,57.30969,56.292030000000004,57.055240000000005,1.0699459999999998,0.8609009,51.08032,30.447609999999997,33.3512
508.5704,10.4145,2.432379,57.30969,56.292030000000004,57.18246,1.0562129999999998,0.8883667,51.026920000000004,30.447609999999997,33.3512
509.4267,10.43548,2.432379,57.30969,56.292030000000004,57.18246,1.091308,0.8746338,51.07269,30.447609999999997,33.3512
507.714,10.4126,2.432379,57.30969,56.292030000000004,57.18246,1.071472,0.8547971999999999,51.026920000000004,30.447609999999997,33.3512
508.1422,10.45265,2.432379,57.30969,56.292030000000004,57.18246,1.1004639999999999,0.8975216,51.37787,30.447609999999997,33.3512
508.5704,10.41832,2.307316,57.30969,56.292030000000004,57.18246,1.079102,0.8883667,51.33209,30.447609999999997,33.3512
508.5704,10.502239999999999,2.182258,57.30969,56.292030000000004,57.18246,1.062317,0.8517454,51.36261,30.447609999999997,33.3512
508.1422,10.45456,2.307316,57.30969,56.292030000000004,57.18246,1.103516,0.8303832,51.35498,30.32143,33.3512
508.5704,10.45265,2.182258,57.30969,56.292030000000004,57.18246,1.019592,0.8273313,51.33972,30.447609999999997,33.3512
508.5704,10.44502,2.182258,57.30969,56.292030000000004,57.18246,1.059265,0.8486935,51.40076,30.32143,33.3512
508.5704,10.51559,2.307316,57.30969,56.292030000000004,57.18246,1.091308,0.8822631,51.33972,30.32143,33.3512
508.1422,10.42595,2.182258,57.30969,56.292030000000004,57.18246,1.089783,0.8746338,51.39312,30.32143,33.3512
508.1422,10.36491,2.182258,57.30969,56.292030000000004,57.18246,1.108093,0.9310911000000001,51.62963,30.32143,33.3512
508.1422,10.42786,2.182258,57.30969,56.292030000000004,57.18246,1.089783,0.9127808000000001,51.187129999999996,30.32143,33.4775
508.5704,10.39925,2.182258,57.30969,56.292030000000004,57.18246,1.092834,0.8746338,51.49994,30.32143,33.4775
508.5704,10.39734,2.182258,57.30969,56.292030000000004,57.18246,1.09436,0.8898923000000001,51.49994,30.32143,33.4775
508.1422,10.41641,2.182258,57.30969,56.292030000000004,57.18246,1.1019889999999999,0.8563228,51.49994,30.32143,33.4775
508.1422,10.433580000000001,2.182258,57.30969,56.292030000000004,57.18246,1.047058,0.8822631,51.47705,30.32143,33.4775
508.1422,10.45265,2.182258,57.30969,56.292030000000004,57.18246,1.05011,0.8593745999999999,51.54571,30.32143,33.4775
508.9985,10.42786,2.182258,57.30969,56.292030000000004,57.18246,1.071472,0.8639527,51.48468,30.32143,33.4775
508.5704,10.502239999999999,2.182258,57.30969,56.292030000000004,57.18246,1.086731,0.8700556999999999,50.630179999999996,30.32143,33.4775
508.9985,10.48889,2.182258,57.30969,56.292030000000004,57.18246,1.092834,0.857849,51.36261,30.32143,33.4775
508.9985,10.45265,2.182258,57.30969,56.292030000000004,57.18246,1.071472,0.9082027,51.34735,30.32143,33.4775
508.9985,10.475539999999999,2.307316,57.30969,56.292030000000004,57.18246,1.080627,0.8670045,51.37024,30.32143,33.4775
508.5704,10.460280000000001,2.307316,57.30969,56.292030000000004,57.18246,1.098938,0.8822631,51.33972,30.32143,33.4775
509.4267,10.34966,2.182258,57.30969,56.292030000000004,57.18246,1.071472,0.8471679,51.37024,30.32143,33.4775
507.714,10.47745,2.307316,57.30969,56.292030000000004,57.18246,1.065369,0.8746338,51.0498,30.32143,33.4775
508.1422,10.44502,2.307316,57.30969,56.292030000000004,57.18246,1.086731,0.9173582,51.065059999999995,30.32143,33.4775
507.2859,10.46219,2.182258,57.30969,56.292030000000004,57.18246,1.071472,0.8441161,51.065059999999995,30.32143,33.4775
509.8549,10.42404,2.182258,57.30969,56.292030000000004,57.18246,1.088256,0.8212277,51.08795,30.32143,33.3512
509.8549,10.406880000000001,2.182258,57.30969,56.292030000000004,57.18246,1.0287469999999999,0.8624265,51.33972,30.32143,33.3512
515.528,10.47363,2.182258,57.30969,56.292030000000004,57.18246,1.0562129999999998,0.8746338,51.80511,30.32143,33.3512
518.2040000000001,10.52322,2.182258,57.30969,56.292030000000004,57.18246,1.083679,0.8837886999999999,51.83563,30.447609999999997,33.3512
528.2657,10.50034,2.182258,57.30969,56.292030000000004,57.18246,1.033325,0.871582,51.20239,30.32143,33.3512
531.3699,10.45456,2.182258,57.30969,56.292030000000004,57.055240000000005,1.0821530000000001,0.8654783000000001,51.37024,30.32143,33.3512
529.1221,10.48889,2.182258,57.30969,56.292030000000004,57.055240000000005,1.091308,0.8822631,51.194759999999995,30.32143,33.3512
531.3699,10.53848,2.182258,57.30969,56.292030000000004,56.92803000000001,1.066894,0.8639527,51.37787,30.32143,33.3512
528.2657,10.540389999999999,2.182258,57.30969,56.292030000000004,56.92803000000001,1.098938,0.8471679,51.324459999999995,30.32143,33.3512
535.7586,10.52132,2.182258,57.30969,56.292030000000004,56.92803000000001,1.1279299999999999,0.8746338,51.71356,30.32143,33.3512
536.1868,10.49461,2.307316,57.30969,56.292030000000004,56.92803000000001,1.080627,0.8441161,51.65253,30.32143,33.3512
535.3304,10.52322,2.432379,57.30969,56.292030000000004,56.92803000000001,1.103516,0.857849,51.36261,30.32143,33.3512
536.615,10.6205,2.432379,57.30969,56.292030000000004,56.92803000000001,1.085205,0.8425905,51.690670000000004,30.32143,33.3512
538.3276,10.69679,2.557448,57.18246,56.292030000000004,56.92803000000001,1.0958860000000001,0.8929441999999999,51.98059,30.32143,33.3512
540.5754,10.60143,2.557448,57.18246,56.292030000000004,56.92803000000001,1.111145,0.8731075999999999,52.12555,30.32143,33.3512
541.4318,10.502239999999999,2.557448,57.18246,56.292030000000004,56.92803000000001,1.098938,0.871582,52.07977,30.32143,33.3512
543.1443,10.53657,2.557448,57.18246,56.292030000000004,56.92803000000001,1.106568,0.8883667,52.430730000000004,30.32143,33.3512
541.8599,10.60905,2.432379,57.055240000000005,56.292030000000004,56.92803000000001,1.088256,0.8990478999999999,52.377320000000005,30.32143,33.3512
542.2881,10.57854,2.432379,57.055240000000005,56.292030000000004,56.92803000000001,1.124878,0.8670045,52.575680000000006,30.32143,33.3512
546.2485,10.58235,2.432379,57.055240000000005,56.292030000000004,56.92803000000001,1.138611,0.9341429,52.896119999999996,30.32143,33.2249
547.1049,10.65865,2.432379,57.18246,56.292030000000004,56.92803000000001,1.09436,0.8898923000000001,52.919,30.32143,33.2249
547.1049,10.6472,2.432379,57.18246,56.292030000000004,56.92803000000001,1.1203,0.9280393,52.87323000000001,30.32143,33.3512
551.4936,10.5957,2.432379,57.18246,56.292030000000004,56.92803000000001,1.0958860000000001,0.9387204,51.950070000000004,30.32143,33.3512
552.4569,10.57281,2.307316,57.18246,56.292030000000004,56.92803000000001,1.124878,0.9173582,52.468869999999995,30.32143,33.3512
556.7385,10.57854,2.432379,57.18246,56.292030000000004,56.92803000000001,1.138611,0.8990478999999999,52.40784,30.32143,33.3512
554.5978,10.63004,2.432379,57.18246,56.292030000000004,56.92803000000001,1.1233520000000001,0.8837886999999999,52.45361,30.32143,33.2249
555.0259,10.65674,2.307316,57.18246,56.292030000000004,56.92803000000001,1.1019889999999999,0.8990478999999999,52.41547,30.32143,33.3512
555.9893,10.60905,2.307316,57.18246,56.292030000000004,56.92803000000001,1.108093,0.9036252,52.45361,30.32143,33.3512
557.2738,10.65483,2.307316,57.18246,56.292030000000004,56.92803000000001,1.1157219999999999,0.9402466,52.445980000000006,30.19525,33.3512
559.4146,10.65292,2.182258,57.18246,56.292030000000004,56.92803000000001,1.126403,0.8929441999999999,52.43835,30.19525,33.3512
560.6991,10.64339,2.307316,57.18246,56.292030000000004,56.92803000000001,1.1203,0.8441161,52.41547,30.19525,33.3512
563.3751,10.63766,2.307316,57.18246,56.292030000000004,56.92803000000001,1.152344,0.9112546,52.65961,30.32143,33.3512
565.0877,10.666269999999999,2.307316,57.18246,56.292030000000004,56.92803000000001,1.14624,0.9066771,52.575680000000006,30.19525,33.3512
567.3355,10.748289999999999,2.307316,57.18246,56.292030000000004,56.92803000000001,1.1203,0.8929441999999999,52.5528,30.32143,33.3512
570.0115,10.80551,2.182258,57.18246,56.292030000000004,56.92803000000001,1.147766,0.9341429,52.59094,30.32143,33.2249
571.7242,10.78262,2.182258,57.18246,56.292030000000004,56.92803000000001,1.121826,0.8883667,51.9577,30.32143,33.2249
573.865,10.7235,2.182258,57.18246,56.292030000000004,56.92803000000001,1.138611,0.8563228,51.99585,30.32143,33.2249
577.8255,10.715869999999999,2.182258,57.18246,56.292030000000004,56.92803000000001,1.108093,0.8624265,51.9577,30.32143,33.2249
579.217,10.74638,2.182258,57.18246,56.292030000000004,56.92803000000001,1.134033,0.8822631,52.10266,30.32143,33.2249
579.9663,10.75211,2.182258,57.18246,56.292030000000004,56.92803000000001,1.152344,0.8990478999999999,52.1637,30.32143,33.2249
582.2141,10.73685,2.182258,57.18246,56.292030000000004,56.92803000000001,1.153869,0.8807374,52.072140000000005,30.32143,33.2249
583.0705,10.704419999999999,2.182258,57.18246,56.292030000000004,56.92803000000001,1.1141969999999999,0.9127808000000001,52.11792,30.32143,33.2249
582.6423,10.68344,2.182258,57.18246,56.292030000000004,56.92803000000001,1.098938,0.8990478999999999,52.12555,30.19525,33.2249
588.3154,10.52704,2.182258,57.18246,56.292030000000004,56.92803000000001,1.1416629999999999,0.9310911000000001,53.83453000000001,30.06907,33.2249
587.4592,10.597610000000001,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.173706,0.9875485,55.513000000000005,30.06907,33.2249
587.4592,10.67963,2.182258,57.055240000000005,56.292030000000004,56.92803000000001,1.22406,0.9234619000000001,58.412169999999996,30.19525,33.3512
586.7099,10.851289999999999,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.263733,0.9280393,59.007259999999995,30.32143,33.3512
590.1352,10.942839999999999,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.259155,0.9249875,59.61761,30.19525,33.3512
594.5238,11.10497,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.271362,0.9600827,59.61761,30.19525,33.3512
598.0562,10.96001,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.309509,0.9387204,61.303709999999995,30.32143,33.3512
599.3406,11.02867,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.248474,0.9402466,60.258480000000006,30.19525,33.3512
604.5856,11.01532,2.0572049999999997,57.055240000000005,56.164840000000005,56.92803000000001,1.256104,0.9570314,60.55603000000001,30.19525,33.3512
603.3011,11.05919,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.239319,0.9097289000000001,60.86883,30.19525,33.2249
610.2587,11.02867,2.0572049999999997,57.055240000000005,56.164840000000005,56.92803000000001,1.211853,0.9387204,60.83831,30.19525,33.2249
608.5461,10.742569999999999,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.257629,0.9127808000000001,61.334219999999995,30.19525,33.2249
609.8306,10.71777,2.182258,57.055240000000005,56.164840000000005,56.800819999999995,1.256104,0.9951783000000001,62.1048,30.19525,33.2249
605.0138,10.78453,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.248474,0.9844966999999999,62.226859999999995,30.19525,33.2249
605.0138,10.95619,2.0572049999999997,57.055240000000005,56.164840000000005,56.92803000000001,1.272888,0.9600827,62.59308000000001,30.19525,33.2249
606.7264,10.91995,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.297302,1.0089110000000001,62.53204,30.19525,33.2249
609.8306,10.83412,2.0572049999999997,57.055240000000005,56.164840000000005,56.92803000000001,1.282043,1.044006,62.60833,30.32143,33.2249
614.6473,10.87418,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.327819,1.0089110000000001,63.005069999999996,30.32143,33.2249
612.5066,10.98862,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.257629,0.9814454,63.005069999999996,30.32143,33.2249
612.5066,10.95047,2.182258,57.055240000000005,56.164840000000005,56.92803000000001,1.262207,1.005859,61.83014,30.32143,33.2249
616.8953,10.9333,2.0572049999999997,57.055240000000005,56.292030000000004,56.92803000000001,1.314086,0.9829711,62.654109999999996,30.32143,33.2249
618.1797,10.839839999999999,2.182258,56.92803000000001,56.292030000000004,56.92803000000001,1.227111,1.208801,62.310790000000004,30.32143,33.2249
616.8953,10.83794,2.182258,56.92803000000001,56.292030000000004,56.92803000000001,1.259155,0.9890747,62.21924,30.32143,33.2249
614.3262,10.765460000000001,2.182258,56.92803000000001,56.292030000000004,56.92803000000001,1.240844,0.9768674,62.79906999999999,30.32143,33.2249
620.4276,10.942839999999999,2.182258,56.92803000000001,56.292030000000004,56.92803000000001,1.278991,0.996704,62.394709999999996,30.32143,33.2249
615.9319,10.91995,2.182258,56.92803000000001,56.292030000000004,57.055240000000005,1.26831,0.9707636999999999,62.32605,30.19525,33.09861
616.4671,10.98099,2.182258,56.92803000000001,56.292030000000004,57.055240000000005,1.256104,0.9509277,61.921690000000005,30.19525,33.09861
619.4642,11.0096,2.182258,56.800819999999995,56.292030000000004,57.055240000000005,1.246948,0.9402466,61.93695,30.32143,33.09861
622.1403,10.97908,2.182258,56.800819999999995,56.292030000000004,57.055240000000005,1.26831,0.9524534,62.07428,30.32143,33.09861
622.9966,11.10497,2.182258,56.800819999999995,56.164840000000005,57.055240000000005,1.176758,0.9173582,61.29608,30.32143,33.09861
626.1007,11.064910000000001,2.0572049999999997,56.800819999999995,56.164840000000005,57.055240000000005,1.242371,0.9692381,62.13531,30.32143,33.2249
626.1007,11.12213,2.0572049999999997,56.800819999999995,56.164840000000005,57.055240000000005,1.239319,0.9982296,62.03613000000001,30.19525,33.2249
627.3852,11.16028,2.182258,56.800819999999995,56.164840000000005,57.055240000000005,1.242371,1.1553959999999999,61.87591,30.06907,33.2249
632.202,11.129760000000001,2.0572049999999997,56.67361,56.164840000000005,57.055240000000005,1.266785,0.9951783000000001,62.06665,30.19525,33.09861
634.878,11.091610000000001,2.0572049999999997,56.546409999999995,56.164840000000005,57.055240000000005,1.260681,1.0287469999999999,61.96747,30.06907,33.09861
633.4865,10.9581,2.0572049999999997,56.546409999999995,56.164840000000005,57.055240000000005,1.280518,1.004333,61.95221,30.06907,33.2249
635.7343,10.95619,2.0572049999999997,56.546409999999995,56.164840000000005,57.055240000000005,1.280518,1.0272219999999999,62.82959,30.06907,33.2249
639.2667,11.06682,2.0572049999999997,56.546409999999995,56.037659999999995,57.055240000000005,1.26831,0.9997558000000001,62.257380000000005,30.06907,33.2249
639.6949,11.02104,2.0572049999999997,56.546409999999995,56.037659999999995,57.055240000000005,1.214905,0.9432985,62.05902,30.06907,33.2249
639.6949,10.87608,2.0572049999999997,56.546409999999995,56.037659999999995,57.055240000000005,1.239319,0.9555051999999999,62.12005,30.19525,33.2249
638.8385,10.99052,2.0572049999999997,56.546409999999995,56.037659999999995,57.055240000000005,1.245422,0.9600827,62.08191,30.19525,33.09861
640.9794,11.09924,2.0572049999999997,56.546409999999995,56.037659999999995,57.055240000000005,1.257629,1.063842,61.94458,30.19525,33.2249
646.6525,11.00197,2.0572049999999997,56.546409999999995,56.037659999999995,57.055240000000005,1.259155,0.9432985,62.097159999999995,30.19525,33.2249
646.2243,10.935210000000001,2.0572049999999997,56.546409999999995,56.037659999999995,57.055240000000005,1.262207,0.9341429,62.08191,30.19525,33.2249
647.0807,11.04393,2.0572049999999997,56.419219999999996,56.037659999999995,57.055240000000005,1.221008,0.9417722,62.13531,30.19525,33.09861
647.5088,11.07445,2.182258,56.419219999999996,56.037659999999995,57.055240000000005,1.214905,0.9768674,62.07428,30.19525,33.09861
647.937,11.112589999999999,2.0572049999999997,56.419219999999996,56.037659999999995,57.055240000000005,1.262207,0.9844966999999999,61.79962,30.19525,33.09861
649.7567,11.05919,2.0572049999999997,56.419219999999996,56.037659999999995,57.055240000000005,1.277466,0.9631344999999999,61.75385,30.19525,33.09861
651.0411,10.98099,2.0572049999999997,56.419219999999996,55.91048000000001,57.055240000000005,1.260681,0.9844966999999999,61.82251,30.19525,33.2249
656.2861,11.10497,2.0572049999999997,56.419219999999996,55.91048000000001,57.055240000000005,1.225586,0.9448241,61.74621,30.19525,33.09861
655.4298,11.20415,2.0572049999999997,56.419219999999996,55.91048000000001,57.055240000000005,1.19812,0.9951783000000001,61.22741,30.19525,33.09861
654.1453,11.1145,2.0572049999999997,56.419219999999996,55.91048000000001,57.055240000000005,1.1828610000000002,0.9219357,61.433409999999995,30.19525,33.2249
655.0016,11.08971,2.0572049999999997,56.419219999999996,55.91048000000001,57.055240000000005,1.214905,0.9799191999999999,61.47155,30.19525,33.2249
656.7142,11.091610000000001,2.0572049999999997,56.419219999999996,55.91048000000001,57.055240000000005,1.192016,0.9509277,61.494440000000004,30.19525,33.2249
657.2495,10.98671,2.182258,56.419219999999996,55.91048000000001,57.055240000000005,1.214905,0.9402466,61.91406,30.06907,33.09861
656.2861,11.150739999999999,2.182258,56.292030000000004,55.91048000000001,57.055240000000005,1.242371,0.9722898999999999,61.18926999999999,30.06907,33.09861
657.1424,11.18507,2.182258,56.419219999999996,55.91048000000001,57.055240000000005,1.214905,0.9310911000000001,61.44866999999999,30.06907,33.09861
661.5311,11.15456,2.182258,56.419219999999996,55.91048000000001,57.055240000000005,1.193542,0.996704,61.52496,30.06907,33.2249
667.3113,11.1393,2.182258,56.419219999999996,55.91048000000001,57.055240000000005,1.253052,0.9768674,61.463919999999995,30.06907,33.09861
658.4269,11.0878,2.182258,56.419219999999996,55.91048000000001,57.055240000000005,1.265258,0.9402466,61.93695,30.06907,33.09861
662.8156,11.08589,2.0572049999999997,56.419219999999996,55.91048000000001,57.055240000000005,1.26831,0.9906003000000001,61.98271999999999,30.19525,33.09861
664.6353,11.1393,2.0572049999999997,56.419219999999996,55.91048000000001,57.055240000000005,1.26831,1.004333,61.92932,30.19525,33.09861
666.8831,11.17554,2.0572049999999997,56.419219999999996,55.91048000000001,57.055240000000005,1.21643,0.9463497,61.94458,30.19525,33.09861
661.1030000000001,11.211780000000001,2.0572049999999997,56.419219999999996,55.91048000000001,57.055240000000005,1.251526,0.9494016,61.494440000000004,30.19525,33.2249
662.3875,11.13739,2.0572049999999997,56.419219999999996,55.91048000000001,57.055240000000005,1.207275,0.9051514999999999,61.93695,30.19525,33.09861
666.8831,11.09543,2.0572049999999997,56.419219999999996,55.78331,57.055240000000005,1.222534,0.9814454,61.95221,30.32143,33.09861
668.5958,11.10878,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.237792,0.9738155999999999,61.95221,30.32143,33.2249
671.2717,11.13739,2.0572049999999997,56.419219999999996,55.78331,57.055240000000005,1.239319,0.9356686,62.11243,30.32143,33.2249
672.5563,11.26518,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.248474,0.9478759,62.07428,30.32143,33.09861
671.2717,11.124039999999999,2.0572049999999997,56.419219999999996,55.78331,57.055240000000005,1.1965940000000002,0.9722898999999999,61.92932,30.32143,33.09861
670.7366,11.13167,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.22406,0.9509277,62.07428,30.32143,33.09861
672.1281,10.9848,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.272888,0.9371948,62.60833,30.32143,33.09861
669.8802,11.19079,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.26831,0.9753417999999999,62.524409999999996,30.32143,33.2249
669.0239,11.11069,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.303405,0.9707636999999999,62.60833,30.32143,33.2249
668.5958,11.15837,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.271362,0.958557,62.554930000000006,30.19525,33.2249
669.8802,11.129760000000001,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.254577,0.9692381,62.280269999999994,30.32143,33.2249
675.1252,11.165999999999999,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.243896,0.9692381,62.379459999999995,30.32143,33.2249
680.4772,11.337660000000001,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.257629,0.9906003000000001,62.56256,30.32143,33.2249
680.4772,11.22513,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.30188,0.9631344999999999,62.60071,30.32143,33.2249
679.5139,11.22894,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.278991,0.9524534,62.5473,30.32143,33.2249
676.5168,11.215589999999999,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.312561,1.005859,62.60071,30.32143,33.2249
677.8012,11.29951,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.221008,0.9356686,62.07428,30.32143,33.09861
679.5139,11.28616,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.26831,0.9844966999999999,62.60833,30.32143,33.2249
677.373,11.156460000000001,1.9321580000000003,56.419219999999996,55.65615,57.055240000000005,1.26831,0.9936521999999999,62.570190000000004,30.32143,33.09861
677.8012,11.14502,1.9321580000000003,56.419219999999996,55.65615,57.055240000000005,1.19812,0.9692381,62.554930000000006,30.32143,33.09861
676.9449,11.04393,1.9321580000000003,56.419219999999996,55.65615,57.055240000000005,1.253052,0.9631344999999999,62.554930000000006,30.32143,33.09861
678.6575,11.16981,1.9321580000000003,56.419219999999996,55.65615,57.055240000000005,1.265258,0.9829711,62.516780000000004,30.32143,33.09861
676.9449,11.173630000000001,1.9321580000000003,56.419219999999996,55.65615,57.055240000000005,1.243896,0.9341429,62.554930000000006,30.32143,33.09861
676.8379,11.00578,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.300354,0.9738155999999999,62.53204,30.32143,33.09861
676.5168,11.038210000000001,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.260681,1.010437,62.79906999999999,30.32143,33.09861
676.5168,11.2709,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.211853,0.9387204,61.83014,30.32143,33.09861
677.373,11.253739999999999,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.269836,1.019592,62.280269999999994,30.32143,33.2249
676.0886,11.211780000000001,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.269836,0.9509277,62.26501,30.32143,33.2249
677.8012,11.13739,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.254577,0.9402466,62.27264,30.32143,33.2249
679.0858,11.188889999999999,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.260681,0.9570314,62.26501,30.32143,33.2249
676.9449,11.09924,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.262207,0.9829711,62.20398,30.32143,33.2249
676.9449,11.0096,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.265258,1.005859,62.17346,30.32143,33.2249
674.697,10.99434,2.0572049999999997,56.419219999999996,55.65615,57.055240000000005,1.221008,0.9799191999999999,62.06665,30.32143,33.2249
