PDSFD_1000_01_NJSB_10LCA00CT301,PDSFD_1000_01_NJSB_10LCA20CP101,PDSFD_1000_01_NJSB_10LCA50CF101_2S,PDSFD_1000_01_NJSB_10LCB10AP001-A,PDSFD_1000_01_NJSB_10LCB10AP001BP-AI7,PDSFD_1000_01_NJSB_10LCB10AP001BP-AI8,PDSFD_1000_01_NJSB_10LCB10CT351,PDSFD_1000_01_NJSB_10LCB10CT353,PDSFD_1000_01_NJSB_10LCB10CT355,PDSFD_1000_01_NJSB_10LCB10CT361,PDSFD_1000_01_NJSB_10LCB10CT363,PDSFD_1000_01_NJSB_10LCB10CT364,PDSFD_1000_01_NJSB_10LCB10CT365,PDSFD_1000_01_XHSB_10PCB20CT301
29.186,1.806946,1244.014,52.70004,67.82638,42.15164,40.22565,39.3408,40.73175,26.8483,15.65736,48.45574,43.26223,8.885508
29.186,1.826233,1275.4,56.66199,69.95407,43.06106,40.22565,39.3408,40.73175,26.8483,15.7829,48.45574,43.26223,8.885508
29.2806,1.796326,1270.746,56.02112,70.84808,43.22891,40.22565,39.46722,40.73175,26.8483,15.7829,48.45574,43.26223,8.885508
29.20176,1.837524,1259.391,56.68487,69.84192,42.95044,40.35212,39.46722,40.73175,26.8483,15.7829,48.45574,43.26223,8.885508
29.31214,1.81311,1254.551,56.69632,73.04626,43.19076,40.35212,39.46722,40.76337,26.8483,15.7829,48.45574,43.26223,8.885508
29.20176,1.794495,1289.734,56.79932,70.53912,43.08395,40.35212,39.46722,40.85822,26.8483,15.7829,48.45574,43.26223,8.885508
29.31214,1.821045,1298.335,58.44955,73.30332,43.59665,40.35212,39.59365,40.85822,26.8483,15.90843,48.45574,43.26223,8.885508
29.31214,1.800781,1308.983,55.76705,70.96664,42.93289,40.47858,39.59365,40.85822,26.8483,15.90843,48.45574,43.26223,8.885508
29.31214,1.809021,1364.421,60.41335,74.57153,44.03763,40.60505,39.72009,40.98471,26.8483,16.03398,48.45574,43.3888,8.885508
29.31214,1.786255,1329.386,57.52029,73.15842,43.27087,40.73152,39.84653,41.11119,26.8483,16.03398,48.45574,43.3888,8.885508
29.31214,1.832763,1375.292,63.05923,75.04417,44.69757,40.858,39.97298,41.23769,26.8483,16.03398,48.45574,43.51538,8.885508
29.31214,1.834229,1366.953,62.27875,76.59348,44.4252,40.98448,40.09943,41.49069,26.97426,16.03398,48.58251,43.51538,8.885508
29.43828,1.815185,1357.272,60.31494,73.86977,43.9621,41.23746,40.22588,41.6172,26.97426,16.15953,48.58251,43.51538,8.885508
29.43828,1.800293,1374.845,60.36758,75.30533,44.07425,41.36396,40.35234,41.74371,26.97426,16.15953,48.58251,43.51538,8.885508
29.56443,1.80072,1347.108,59.78622,75.09451,43.92242,41.49046,40.4788,41.87022,26.97426,16.15953,48.58251,43.51538,8.885508
29.56443,1.813415,1371.83,61.29684,75.71655,44.19022,41.49046,40.60527,41.99675,27.10022,16.15953,48.58251,43.51538,8.801991
29.69058,1.793274,1368.293,59.85489,74.79263,43.8736,41.61697,40.73175,41.99675,27.10022,16.15953,48.58251,43.51538,8.885508
29.81674,1.816406,1328.865,58.16345,73.62305,43.56003,41.74348,40.85822,42.24981,27.10022,16.15953,48.58251,43.51538,8.785287
29.94291,1.893127,1366.729,63.68407,77.57861,44.82193,41.87,40.85822,42.24981,27.10022,16.15953,48.58251,43.51538,8.760232
29.94291,1.886963,1372.76,63.65433,77.29268,44.80438,41.99652,40.98471,42.37634,27.10022,16.15953,48.70929,43.64197,8.885508
30.06907,1.92865,1348.262,63.70239,77.00675,44.8204,42.12305,41.11119,42.50288,27.22618,16.15953,48.70929,43.76855,8.885508
30.19525,1.989014,1444.841,44.65256,60.20966,40.50903,42.37612,41.36419,42.73067,27.22618,16.15953,48.83607,43.76855,8.860453
30.19525,1.85437,1331.918,30.50995,48.95424,36.63559,42.24958,41.49069,42.88253,27.12541,16.15953,50.10416,43.51538,8.860453
30.19525,1.831421,1372.76,30.4134,49.1989,36.49979,41.61697,41.04092,42.45227,27.10022,16.15953,50.23099,43.00909,8.760232
30.32143,1.840881,1366.617,30.38985,49.44356,36.49979,40.95437,40.42822,41.83862,27.10022,16.03398,49.97733,42.75598,8.885508
30.32143,1.837769,1389.105,30.3421,49.68822,36.61041,40.29521,39.86404,41.20609,26.97426,16.03398,49.8505,42.62943,8.785287
30.32143,1.838074,1451.542,31.75964,49.93288,36.86905,39.6946,39.35345,40.64463,26.8483,16.03398,49.59686,42.50288,8.885508
30.44761,1.847961,1458.765,31.95099,50.17754,36.94992,39.24955,38.89583,40.15844,26.8483,16.03398,49.47005,42.37634,8.885508
30.44761,1.843078,1483.189,31.92511,50.4222,37.02698,38.7305,38.4581,39.72009,26.74755,16.03398,49.34325,42.37634,8.81591
30.5738,1.845764,1464.35,31.87695,50.66686,36.95755,38.32934,38.07681,39.21438,26.72235,16.03398,49.34325,42.24981,8.760232
30.5738,1.83844,1521.5,32.7095,50.91153,37.19406,38.07658,37.6977,38.96155,26.59641,15.90843,49.34325,42.24981,8.760232
30.69999,1.83606,1559.849,33.47855,51.56995,37.35657,37.69748,37.44499,38.58234,26.59641,15.90843,49.21645,42.24981,8.760232
30.69999,1.843872,1560.779,33.64563,51.1972,37.40692,37.44476,37.1923,38.32957,26.47047,15.90843,49.08965,42.12327,8.885508
30.69999,1.863586,1512.565,33.51059,50.82445,37.29629,37.19207,36.93962,38.07681,26.47047,15.90843,49.08965,42.12327,8.860453
30.69999,1.873291,1368.628,30.99976,49.49878,36.75384,36.93939,36.68697,37.82407,26.47047,15.90843,49.34325,42.12327,8.768583
30.69999,1.851257,1379.09,31.11877,49.83036,36.68671,36.68674,36.56065,37.57134,26.34454,15.90843,49.47005,42.12327,8.885508
30.69999,1.8703,1376.968,31.15618,50.16194,36.76757,36.4341,36.30802,37.31864,26.34454,15.90843,49.47005,42.12327,8.885508
30.69999,1.872559,1386.871,31.13887,50.49352,36.83777,36.18148,36.05541,37.06596,26.21861,15.7829,49.47005,42.12327,8.885508
30.82619,1.892273,1377.452,31.32019,50.8251,36.90719,35.92889,35.80283,36.81329,26.21861,15.7829,49.47005,42.12327,8.885508
30.82619,1.872803,1430.804,31.89888,51.15668,37.03842,35.70156,35.57551,36.56065,26.21861,15.7829,49.47005,42.12327,8.885508
30.95239,1.900879,1505.416,34.25903,52.11832,37.55951,35.55003,35.42398,36.33328,26.11787,15.7829,49.34325,42.12327,8.885508
31.0786,1.888916,1563.832,35.06699,52.70578,37.79221,35.42375,35.29771,36.18171,26.09268,15.7829,49.34325,42.24981,8.885508
31.20481,1.902405,1597.936,35.7914,53.29325,38.04321,35.29748,35.14618,36.05541,26.09268,15.7829,49.21645,42.24981,8.885508
31.45726,1.914429,1616.813,36.55472,54.32545,38.19351,35.17121,35.04517,35.92912,25.96676,15.72013,49.21645,42.24981,8.885508
31.58348,1.898254,1576.603,35.07843,54.34323,37.87689,35.17121,34.91892,35.80283,25.96676,15.65736,49.34325,42.24981,8.885508
31.70972,1.916565,1563.944,35.02433,54.361,37.94174,35.04494,34.91892,35.80283,25.96676,15.65736,49.34325,42.24981,8.885508
31.83596,1.908752,1609.888,35.76888,54.37877,38.14774,34.94394,34.79266,35.67654,25.96676,15.65736,49.34325,42.35103,8.885508
31.9622,1.91626,1665.586,37.36837,54.39654,38.47198,34.91869,34.66642,35.55025,25.84085,15.65736,49.21645,42.37634,8.885508
32.08845,1.919556,1651.066,37.3558,54.41431,38.41476,34.89344,34.54017,35.55025,25.84085,15.65736,49.34325,42.37634,8.885508
32.2147,1.921143,1646.784,37.39013,54.43209,38.42621,34.79243,34.54017,35.42398,25.84085,15.65736,49.34325,42.37634,8.885508
32.34096,1.917786,1639.896,36.58269,54.44986,38.35754,34.72931,34.41393,35.29771,25.84085,15.65736,49.47005,42.37634,8.885508
32.46722,1.935913,1626.381,36.73553,54.46763,38.39798,34.66619,34.41393,35.29771,25.84085,15.65736,49.47005,42.50288,8.885508
32.59349,1.928467,1637.29,37.30387,54.4854,38.45291,34.53994,34.2877,35.29771,25.84085,15.53183,49.47005,42.50288,8.885508
32.71976,1.929809,1644.029,37.32777,55.00195,38.4903,34.53994,34.2877,35.17144,25.84085,15.56531,49.47005,42.50288,8.885508
32.84604,1.932129,1620.312,36.5612,55.09342,38.36822,34.4137,34.16147,35.04517,25.71493,15.53183,49.58418,42.50288,8.885508
32.97232,1.926941,1638.705,37.41277,55.1849,38.43765,34.4137,34.11098,35.04517,25.71493,15.53183,49.47005,42.50288,8.885508
32.97232,1.947266,1660.262,38.14316,55.27637,38.71765,34.28747,34.03524,34.91892,25.71493,15.53183,49.47005,42.50288,8.885508
33.09861,1.945313,1632.226,37.33292,55.36785,38.53226,34.28747,34.03524,34.91892,25.71493,15.53183,49.59686,42.62943,8.885508
33.09861,1.947693,1630.402,37.37869,55.45933,38.51776,34.28747,33.90902,34.79266,25.71493,15.53183,49.59686,42.62943,8.885508
33.09861,1.937012,1678.617,38.15689,55.5508,38.70468,34.16124,33.90902,34.79266,25.71493,15.53183,49.59686,42.62943,8.885508
33.09861,1.940185,1690.047,38.134,55.64228,38.78784,34.16124,33.78281,34.69167,25.71493,15.53183,49.59686,42.62943,8.885508
33.2249,1.957764,1675.452,38.11111,55.73376,38.83057,34.16124,33.78281,34.66642,25.58903,15.53183,49.59686,42.62943,8.885508
33.2249,1.955872,1685.393,38.28048,55.82523,38.89846,34.03502,33.78281,34.66642,25.58903,15.53183,49.59686,42.62943,8.885508
33.2249,1.952148,1702.966,38.92192,56.61632,38.91525,34.03502,33.78281,34.66642,25.58903,15.53183,49.59686,42.62943,8.885508
33.3512,1.955017,1700.956,38.95014,56.63718,38.94882,34.03502,33.78281,34.66642,25.58903,15.53183,49.59686,42.75598,8.885508
33.3512,1.952698,1702.855,38.92786,56.65804,38.90991,34.03502,33.6566,34.54017,25.58903,15.41886,49.59686,42.75598,8.885508
33.3512,1.964478,1717.896,39.73618,56.6789,39.08234,34.03502,33.6566,34.54017,25.58903,15.40631,49.59686,42.75598,8.885508
33.3512,1.951172,1740.682,39.70413,56.69976,39.14566,34.03502,33.6566,34.54017,25.58903,15.40631,49.59686,42.75598,8.885508
33.3512,1.961731,1739.081,39.72129,56.72063,39.20135,34.03502,33.6566,34.54017,25.58903,15.40631,49.59686,42.75598,8.885508
33.3512,1.968384,1719.795,39.68857,56.74149,39.12201,34.03502,33.6566,34.54017,25.58903,15.40631,49.59686,42.75598,8.885508
33.4775,1.961365,1733.868,39.68582,56.76235,39.16397,34.03502,33.6566,34.54017,25.58903,15.40631,49.69831,42.75598,8.885508
33.4775,1.961121,1738.783,39.66064,56.78321,39.2189,34.03502,33.6566,34.54017,25.58903,15.40631,49.72368,42.75598,8.885508
33.4775,1.974548,1728.135,39.74047,56.80408,39.22348,33.90879,33.6566,34.54017,25.58903,15.40631,49.72368,42.88253,8.885508
33.4775,1.97821,1724.97,39.69755,57.12079,39.23492,33.90879,33.53039,34.54017,25.58903,15.40631,49.72368,42.88253,8.885508
33.60381,1.976074,1736.884,39.64019,57.16926,39.29214,34.00589,33.53039,34.41393,25.58903,15.40631,49.72368,42.88253,8.885508
33.60381,1.968079,1726.943,39.70184,57.21774,39.17312,33.90879,33.53039,34.41393,25.58903,15.40631,49.82514,42.88253,8.885508
33.73012,1.979065,1730.517,39.66751,57.2662,39.27383,33.90879,33.53039,34.41393,25.58903,15.40631,49.72368,42.88253,8.885508
33.73012,1.968201,1739.527,39.68164,57.31467,39.23339,33.90879,33.53039,34.41393,25.58903,15.40631,49.72368,42.88253,8.885508
33.85644,1.974548,1731.299,39.62173,57.36314,39.2807,33.90879,33.53039,34.41393,25.58903,15.40631,49.72368,42.88253,8.885508
33.98276,1.973389,1728.917,39.69498,57.41161,39.23035,33.90879,33.53039,34.41393,25.58903,15.40631,49.8505,42.88253,8.885508
33.98276,1.979492,1743.139,40.45257,57.46008,39.33334,33.80782,33.40419,34.41393,25.58903,15.40631,49.8505,42.88253,8.885508
33.98276,1.984619,1752.894,40.41138,57.50855,39.43329,33.90879,33.40419,34.41393,25.58903,15.40631,49.72368,42.88253,8.885508
33.98276,1.993164,1761.643,41.20101,57.55702,39.50958,33.90879,33.53039,34.41393,25.58903,15.40631,49.8505,43.00909,8.885508
34.10909,1.989807,1755.127,40.4686,57.80681,39.48669,33.90879,33.53039,34.41393,25.58903,15.40631,49.8505,43.00909,8.885508
34.10909,1.988586,1758.851,40.45715,57.99071,39.47906,33.90879,33.53039,34.41393,25.58903,15.40631,49.8505,43.00909,9.010789
34.23542,1.987061,1752.335,40.38849,58.17461,39.40277,33.90879,33.53039,34.41393,25.58903,15.40631,49.8505,43.00909,9.010789
34.23542,1.989197,1753.266,40.46455,58.35851,39.44092,33.90879,33.53039,34.41393,25.58903,15.40631,49.8505,43.00909,9.010789
34.36176,1.984619,1776.163,41.2468,58.54241,39.58969,33.90879,33.53039,34.41393,25.58903,15.40631,49.8505,43.00909,9.010789
34.4881,1.980652,1766.297,40.45061,58.72631,39.48669,33.90879,33.53039,34.41393,25.58903,15.40631,49.8505,43.13566,9.010789
34.4881,1.981567,1806.693,41.18958,58.91022,39.6965,33.90879,33.53039,34.41393,25.58903,15.40631,49.8505,43.13566,9.073431
34.61444,1.991638,1804.273,41.21246,59.09412,39.75753,33.90879,33.53039,34.41393,25.58903,15.40631,49.8505,43.13566,9.010789
34.61444,2.172913,1944.822,48.93723,64.17574,41.8251,34.03502,33.53039,34.41393,25.58903,15.40631,50.01115,43.26223,9.136074
34.61444,2.188721,1934.546,48.96252,63.68512,41.81823,34.16124,33.6566,34.54017,25.58903,15.40631,50.41703,43.3888,9.136074
34.7408,2.191528,1900.144,48.15903,63.1945,41.66488,34.28747,33.78281,34.66642,25.71493,15.40631,50.61153,43.64197,9.136074
34.7408,2.192138,1881.23,47.44262,62.70387,41.56494,34.4137,33.90902,34.91892,25.71493,15.40631,50.86524,43.76855,9.136074
34.7408,2.192749,1828.697,46.68732,61.93518,41.29028,34.66619,34.03524,35.04517,25.71493,15.40631,50.9921,43.89515,9.136074
34.7408,2.203735,1799.433,45.88165,61.9885,41.19567,34.66619,34.16147,35.17144,25.71493,15.40631,51.11897,44.02175,9.136074
34.7408,2.202514,1757.734,45.09201,62.04181,40.97824,34.79243,34.2877,35.29771,25.71493,15.40631,51.24585,44.02175,9.136074
34.86715,2.204041,1740.421,44.32526,62.09513,40.8905,34.79243,34.2877,35.29771,25.84085,15.40631,51.37273,44.14835,9.136074
34.86715,2.207397,1722.178,44.34814,62.14845,40.81039,34.79243,34.2877,35.29771,25.84085,15.40631,51.49961,44.14835,9.136074
34.86715,2.208313,1736.512,44.27948,62.20176,40.92484,34.79243,34.2877,35.29771,25.84085,15.40631,51.49961,44.14835,9.136074
34.99352,2.202514,1753.824,44.34814,62.25508,40.9439,34.91869,34.41393,35.29771,25.84085,15.53183,51.49961,44.14835,9.136074
35.11988,2.186951,1799.433,45.91599,62.3084,41.09268,34.91869,34.41393,35.29771,25.84085,15.53183,51.49961,44.27496,9.136074
35.24625,2.191528,1825.123,46.64841,62.36171,41.29104,34.91869,34.41393,35.42398,25.84085,15.53183,51.49961,44.27496,9.136074
35.24625,2.204651,1823.261,46.57974,62.41503,41.33682,34.96077,34.41393,35.42398,25.84085,15.53183,51.37273,44.27496,9.136074
35.24625,2.194641,1836.478,46.6507,62.6002,41.37344,35.04494,34.54017,35.47449,25.84085,15.53183,51.37273,44.27496,9.136074
35.24625,2.202514,1845.414,46.70181,62.70773,41.42227,35.04494,34.54017,35.55025,25.84085,15.53183,51.37273,44.28762,9.136074
35.24625,2.20282,1831.266,46.66953,62.81525,41.37497,35.17121,34.66642,35.67654,25.96676,15.53183,51.37273,44.40157,9.136074
35.24625,2.199157,1869.651,47.45865,62.92278,41.55807,35.29748,34.66642,35.67654,25.96676,15.53183,51.37273,44.40157,9.236306
35.37263,2.197815,1861.311,47.42661,63.0303,41.52985,35.29748,34.66642,35.80283,25.96676,15.53183,51.37273,44.40157,9.261364
35.24625,2.200073,1858.073,47.39227,63.13783,41.51611,35.42375,34.79266,35.92912,25.96676,15.53183,51.49961,44.40157,9.261364
35.37263,2.203125,1868.683,47.41516,63.24535,41.59622,35.42375,34.91892,35.92912,25.96676,15.53183,51.49961,44.40157,9.261364
35.37263,2.210144,1881.342,48.23914,63.35288,41.69922,35.55003,34.91892,35.92912,26.09268,15.53183,51.49961,44.40157,9.261364
35.37263,2.208313,1837.223,46.65985,63.4604,41.44363,35.55003,35.04517,36.05541,26.09268,15.53183,51.49961,44.52819,9.261364
35.37263,2.207703,1853.046,47.38083,63.56793,41.53518,35.67631,35.04517,36.05541,26.09268,15.65736,51.49961,44.52819,9.261364
35.37263,2.211975,1863.099,47.41516,63.88063,41.60767,35.67631,35.04517,36.18171,26.21861,15.65736,51.49961,44.52819,9.261364
35.37263,2.204956,1859.748,47.42836,63.67387,41.5657,35.8026,35.17144,36.18171,26.21861,15.65736,51.6265,44.52819,9.261364
35.49901,2.215027,1850.068,47.43805,63.46712,41.55426,35.8026,35.17144,36.30802,26.21861,15.65736,51.6265,44.52819,9.261364
35.49901,2.212585,1841.877,47.39227,63.26036,41.49704,35.8026,35.29771,36.30802,26.21861,15.65736,51.6265,44.52819,9.261364
35.5938,2.20282,1826.053,46.68274,63.05361,41.33682,35.92889,35.29771,36.39223,26.21861,15.65736,51.75339,44.52819,9.261364
35.57679,2.204651,1841.505,46.61519,62.84686,41.45508,35.92889,35.29771,36.43433,26.21861,15.65736,51.75339,44.65482,9.386659
35.6254,2.215942,1816.671,46.64011,62.6401,41.38031,35.92889,35.29771,36.43433,26.31935,15.65736,51.75339,44.65482,9.386659
35.6254,2.223145,1789.083,45.829,62.43334,41.26587,35.92889,35.29771,36.43433,26.31935,15.65736,51.75339,44.65482,9.386659
35.6254,2.217468,1800.959,46.03957,61.97461,41.31699,35.92889,35.42398,36.43433,26.34454,15.68247,51.88029,44.65482,9.386659
35.75179,2.213196,1798.316,45.85876,62.37106,41.28341,35.92889,35.42398,36.56065,26.34454,15.7829,51.88029,44.65482,9.386659
35.78339,2.211975,1807.624,46.57974,62.76751,41.33301,35.92889,35.42398,36.56065,26.34454,15.7829,51.88029,44.65482,9.386659
35.87819,2.209534,1814.325,46.63696,63.16396,41.32919,36.05518,35.42398,36.56065,26.34454,15.7829,51.88029,44.65482,9.386659
35.87819,2.204956,1859.562,47.43805,63.56041,41.54282,36.05518,35.42398,36.56065,26.34454,15.7829,51.75339,44.78144,9.386659
36.00459,2.211975,1890.464,48.17047,64.05167,41.75262,36.05518,35.42398,36.56065,26.34454,15.7829,51.75339,44.78144,9.511958
36.00459,2.204346,1895.676,48.19336,64.19778,41.79459,36.18148,35.55025,36.56065,26.34454,15.7829,51.75339,44.78144,9.511958
36.00459,2.211365,1897.538,48.22083,64.34389,41.77932,36.18148,35.67654,36.68697,26.47047,15.7829,51.75339,44.78144,9.511958
36.00459,2.204651,1912.43,48.92577,64.49001,41.85562,36.30779,35.67654,36.81329,26.47047,15.7829,51.75339,44.78144,9.511958
36.00459,2.29834,1990.244,52.82822,66.92203,42.93137,36.30779,35.67654,36.81329,26.47047,15.90843,51.75339,44.78144,9.511958
36.00459,2.317566,1981.495,52.88543,66.69557,42.98096,36.56042,35.92912,36.93962,26.47047,15.90843,52.00719,44.90807,9.511958
36.00459,2.312683,1944.635,52.06953,66.46911,42.76352,36.68674,36.05541,37.06596,26.59641,15.90843,52.1341,45.03471,9.511958
35.87819,2.303528,1936.631,51.30043,66.24265,42.63763,36.81306,36.18171,37.31864,26.59641,15.90843,52.26102,45.16135,9.511958
35.87819,2.297485,1927.025,51.14365,66.01619,42.57355,36.93939,36.30802,37.31864,26.59641,15.90843,52.26102,45.16135,9.511958
35.87819,2.314575,1900.926,50.68817,65.78973,42.49267,37.06573,36.30802,37.44499,26.59641,15.90843,52.26102,45.288,9.511958
35.87819,2.307312,1875.273,50.3334,65.56327,42.34848,37.06573,36.43433,37.57134,26.72235,15.90843,52.38793,45.288,9.562079
35.87819,2.309937,1863.843,49.81841,64.56664,42.30576,37.19207,36.56065,37.6977,26.72235,15.90843,52.38793,45.288,9.637262
35.87819,2.304443,1842.249,48.94867,63.93733,42.15698,37.19207,36.56065,37.6977,26.72235,16.03398,52.51485,45.288,9.637262
35.87819,2.31665,1815.442,48.15903,63.30802,42.0578,37.19207,36.56065,37.6977,26.72235,16.03398,52.51485,45.288,9.637262
35.87819,2.314819,1766.297,47.48383,62.65162,41.82129,37.31841,36.56065,37.6977,26.8483,16.03398,52.64178,45.288,9.637262
35.87819,2.298645,1797.199,47.42661,62.98585,41.90902,37.19207,36.56065,37.6977,26.8483,16.03398,52.64178,45.288,9.637262
35.87819,2.309937,1767.972,47.41516,63.32009,41.75262,37.19207,36.56065,37.6977,26.8483,16.03398,52.76871,45.41465,9.637262
35.87819,2.302917,1791.242,47.47238,63.65432,41.85944,37.19207,36.56065,37.6977,26.8483,16.03398,52.76871,45.41465,9.637262
36.00459,2.307922,1808.182,48.18287,63.98856,41.9899,37.19207,36.56065,37.6977,26.8483,16.03398,52.64178,45.41465,9.637262
36.00459,2.301697,1821.586,48.94867,64.32279,42.03873,37.19207,36.56065,37.6977,26.8483,16.03398,52.70525,45.41465,9.637262
36.00459,2.311462,1840.015,49.00588,64.87318,42.16079,37.19207,36.56065,37.6977,26.8483,16.03398,52.64178,45.41465,9.637262
36.00459,2.309326,1810.975,48.21625,64.91324,42.01202,37.31841,36.56065,37.79247,26.8483,16.03398,52.64178,45.41465,9.637262
36.13099,2.301086,1849.695,48.92577,64.95329,42.15317,37.31841,36.68697,37.82407,26.94277,16.15953,52.64178,45.41465,9.762571
36.13099,2.301636,1865.221,49.76784,64.99335,42.24319,37.31841,36.68697,37.82407,26.97426,16.15953,52.64178,45.41465,9.712448
36.13099,2.303467,1876.018,50.37689,65.0334,42.32178,37.44476,36.68697,37.82407,26.97426,16.15953,52.64178,45.41465,9.762571
36.13099,2.316345,1851.743,49.72916,65.07346,42.25998,37.44476,36.81329,37.95043,26.97426,16.15953,52.64178,45.41465,9.762571
36.13099,2.304138,1871.29,49.7612,65.11351,42.32101,37.57112,36.93962,37.95043,26.97426,16.15953,52.64178,45.41465,9.762571
36.13099,2.311462,1876.13,50.52795,65.15356,42.37442,37.57112,36.93962,38.07681,26.97426,16.15953,52.64178,45.41465,9.762571
36.13099,2.302002,1861.982,49.71542,65.19362,42.22564,37.57112,36.93962,38.07681,26.97426,16.15953,52.64178,45.41465,9.762571
36.00459,2.304138,1867.008,49.7612,65.23367,42.29431,37.69748,36.93962,38.07681,27.10022,16.15953,52.64178,45.54131,9.762571
36.00459,2.304382,1861.014,49.8024,64.76303,42.2226,37.69748,37.06596,38.20318,27.10022,16.15953,52.64178,45.54131,9.762571
36.00459,2.304809,1858.891,49.7661,64.69093,42.23099,37.69748,37.06596,38.20318,27.10022,16.15953,52.64178,45.54131,9.762571
36.00459,2.309631,1848.765,48.96698,64.61884,42.18368,37.69748,37.06596,38.20318,27.10022,16.15953,52.76871,45.54131,9.762571
36.00459,2.304749,1837.223,48.97613,64.54674,42.11502,37.82384,37.1923,38.20318,27.10022,16.2223,52.76871,45.54131,9.762571
36.00459,2.308716,1812.464,48.187,64.47464,42.00439,37.82384,37.1923,38.32957,27.10022,16.28508,52.76871,45.54131,9.762571
36.00459,2.309143,1830.931,48.99445,64.40253,42.10968,37.82384,37.1923,38.32957,27.10022,16.28508,52.76871,45.54131,9.762571
36.00459,2.309326,1833.127,48.93464,64.33044,42.13028,37.82384,37.1923,38.32957,27.10022,16.28508,52.76871,45.54131,9.762571
36.03619,2.308594,1830.223,48.9771,64.25834,42.11197,37.82384,37.1923,38.32957,27.10022,16.28508,52.76871,45.54131,9.762571
36.00459,2.302002,1835.138,48.93372,64.18624,42.08908,37.82384,37.1923,38.32957,27.22618,16.28508,52.76871,45.54131,9.762571
36.13099,2.304138,1853.977,49.04021,64.11414,42.1875,37.82384,37.1923,38.32957,27.22618,16.28508,52.76871,45.54131,9.762571
36.13099,2.305359,1855.094,48.97156,64.17609,42.22183,37.82384,37.1923,38.32957,27.22618,16.28508,52.76871,45.54131,9.762571
36.13099,2.304138,1859.562,48.89145,64.13123,42.22564,37.82384,37.1923,38.32957,27.22618,16.28508,52.76871,45.54131,9.762571
36.13099,2.30841,1860.306,49.77264,64.08637,42.25235,37.95021,37.1923,38.32957,27.22618,16.41063,52.76871,45.54131,9.762571
36.13099,2.307495,1864.141,49.77951,64.04151,42.29126,37.95021,37.31864,38.45596,27.22618,16.41063,52.76871,45.54131,9.762571
36.13099,2.314392,1854.014,49.72916,63.99665,42.25692,37.95021,37.31864,38.45596,27.22618,16.41063,52.76871,45.54131,9.762571
36.13099,2.312073,1864.402,49.7383,63.95179,42.30652,37.95021,37.31864,38.45596,27.22618,16.41063,52.76871,45.54131,9.887885
36.13099,2.311279,1847.275,48.96338,63.90693,42.21954,38.07658,37.31864,38.45596,27.22618,16.41063,52.76871,45.66797,9.887885
36.13099,2.310242,1848.765,49.00303,63.86207,42.23328,38.07658,37.44499,38.58234,27.35215,16.41063,52.89565,45.66797,9.887885
36.2574,2.309326,1839.271,48.96857,63.81721,42.16843,38.07658,37.44499,38.58234,27.35215,16.41063,52.89565,45.66797,9.887885
36.2574,2.310547,1842.808,48.95663,63.77235,42.18368,38.07658,37.44499,38.58234,27.35215,16.41063,52.89565,45.66797,9.887885
36.2574,2.319092,1831.824,48.99731,64.38171,42.15317,38.07658,37.44499,38.58234,27.35215,16.41063,52.89565,45.66797,9.887885
36.2574,2.311828,1854.833,49.74734,64.38811,42.26151,38.07658,37.44499,38.58234,27.35215,16.41063,52.87027,45.66797,9.887885
36.2574,2.309021,1850.403,49.79187,64.39452,42.23251,38.20296,37.57134,38.58234,27.35215,16.43575,52.89565,45.66797,9.887885
36.33785,2.315368,1846.084,49.71297,64.40093,42.22717,38.20296,37.57134,38.70874,27.35215,16.43707,52.7941,45.66797,9.887885
36.2574,2.309204,1858.147,49.73145,64.40734,42.25006,38.20296,37.57134,38.70874,27.35215,16.5362,52.89565,45.66797,9.887885
36.38382,2.308044,1872.407,49.71085,64.41376,42.32559,38.20296,37.57134,38.70874,27.37734,16.5362,52.89565,45.66797,9.887885
36.38382,2.310913,1874.566,49.71845,64.42017,42.35001,38.30406,37.57134,38.70874,27.47812,16.5362,52.89565,45.66797,9.887885
36.38382,2.309448,1874.343,49.73617,64.42657,42.32559,38.32934,37.6977,38.83514,27.47812,16.5362,52.89565,45.66797,9.887885
36.38382,2.304993,1883.762,50.33111,64.43298,42.33932,38.32934,37.6977,38.83514,27.47812,16.5362,52.89565,45.66797,9.938012
36.38382,2.305603,1887.188,50.57238,64.43939,42.38433,38.32934,37.6977,38.83514,27.47812,16.5362,52.78141,45.66797,10.0132
36.38382,2.305969,1872.406,49.76978,65.04593,42.32864,38.45573,37.82407,38.96155,27.47812,16.5362,52.89565,45.7313,10.0132
36.38382,2.304443,1857.886,49.7383,64.99432,42.21802,38.45573,37.82407,38.96155,27.47812,16.5362,52.89565,45.79464,10.0132
36.38382,2.30365,1849.435,48.9502,64.9427,42.1669,38.45573,37.82407,38.96155,27.47812,16.65549,52.89565,45.79464,10.0132
36.38382,2.307495,1848.02,49.00588,64.89109,42.17987,38.45573,37.82407,38.96155,27.47812,16.66176,52.89565,45.79464,10.0132
36.38382,2.298645,1870.917,49.78408,64.83948,42.20275,38.45573,37.82407,38.96155,27.47812,16.66176,52.89565,45.79464,10.0132
36.38382,2.307617,1857.812,49.72687,64.78786,42.21497,38.45573,37.82407,38.96155,27.47812,16.66176,52.89565,45.79464,10.0132
