PDSFD_1000_01_NJSB_10LCA00CT301,PDSFD_1000_01_NJSB_10LCA20CP101,PDSFD_1000_01_NJSB_10LCA50CF101_2S,PDSFD_1000_01_NJSB_10LCB10AP001-A,PDSFD_1000_01_NJSB_10LCB10AP001BP-AI7,PDSFD_1000_01_NJSB_10LCB10AP001BP-AI8,PDSFD_1000_01_NJSB_10LCB10CT351,PDSFD_1000_01_NJSB_10LCB10CT353,PDSFD_1000_01_NJSB_10LCB10CT355,PDSFD_1000_01_NJSB_10LCB10CT361,PDSFD_1000_01_NJSB_10LCB10CT363,PDSFD_1000_01_NJSB_10LCB10CT364,PDSFD_1000_01_NJSB_10LCB10CT365,PDSFD_1000_01_XHSB_10PCB20CT301
33.4775,2.029114,1732.081,40.58075,57.90544,39.57977,32.14221,31.86492,32.64709,24.33023,3.878099,50.10416,43.13566,9.136074
33.60381,2.035034,1703.45,40.48919,58.03062,39.48975,32.26836,31.89015,32.77326,24.33023,3.753009,50.10416,43.13566,9.136074
33.73012,2.03241,1725.938,40.46173,58.15579,39.57214,32.26836,31.89015,32.77326,24.33023,3.853081,50.10416,43.13566,9.136074
33.85644,2.025574,1737.815,40.45943,58.28097,39.61792,32.39452,32.0163,32.89943,24.33023,3.753009,50.10416,43.16097,9.136074
33.85644,2.037048,1730.257,41.23764,58.40615,39.64767,32.39452,32.0163,32.89943,24.33023,3.753009,50.10416,43.26223,9.136074
33.98276,2.031616,1749.915,41.17813,58.53133,39.71557,32.52069,32.14244,33.02562,24.33023,3.878099,50.10416,43.26223,9.136074
34.10909,2.02948,1784.429,41.99981,58.49015,39.91317,32.52069,32.14244,33.1518,24.33023,3.828064,50.10416,43.26223,9.136074
34.23542,2.041077,1771.696,42.04788,58.77305,39.88724,32.64685,32.2686,33.1518,24.33023,3.878099,50.10416,43.26223,9.136074
34.36176,2.05249,1769.648,41.9815,59.05595,39.96429,32.77303,32.2686,33.25276,24.45609,3.627924,50.23099,43.26223,9.136074
34.36176,2.052124,1820.432,43.56765,59.33884,40.21149,32.77303,32.39476,33.278,24.45609,3.753009,50.23099,43.3888,9.236306
34.4881,2.056152,1809.709,42.77115,59.62174,40.19241,32.8992,32.52092,33.40419,24.45609,3.74467,50.23099,43.3888,9.261364
34.61444,2.051941,1813.022,42.74597,59.90464,40.20538,33.02539,32.52092,33.40419,24.45609,3.753009,50.23099,43.3888,9.261364
34.7408,2.049011,1826.426,43.53561,60.4656,40.23056,33.02539,32.64709,33.53039,24.45609,3.753011,50.23099,43.3888,9.261364
34.86715,2.057495,1838.414,43.55495,60.26854,40.37246,33.15157,32.64709,33.6566,24.5316,3.86142,50.23099,43.3888,9.261364
34.86715,2.064758,1844.297,43.56078,60.07146,40.44495,33.15157,32.77326,33.78281,24.58195,3.727992,50.23099,43.51538,9.261364
34.99352,2.064941,1864.514,44.30303,59.8744,40.58914,33.27776,32.77326,33.78281,24.58195,3.663662,50.23099,43.51538,9.261364
35.11988,2.064575,1839.643,43.77593,59.67733,40.45562,33.40396,32.89943,33.90902,24.58195,3.753009,50.23099,43.51538,9.261364
35.11988,2.078308,1847.461,44.30236,59.48026,40.54337,33.53016,33.02562,34.03524,24.58195,3.753009,50.35783,43.51538,9.136074
35.24625,2.076782,1846.344,44.40536,59.2832,40.5281,33.53016,33.1518,34.03524,24.58195,3.753009,50.35783,43.51538,9.136074
35.24625,2.071594,1852.488,44.3367,59.08612,40.53192,33.65637,33.1518,34.16147,24.58195,3.627924,50.35783,43.51538,9.136074
35.37263,2.081055,1860.679,44.31381,58.88906,40.67688,33.65637,33.1518,34.16147,24.70782,3.627924,50.35783,43.51538,9.136074
35.49901,2.110657,1800.736,43.60427,58.69199,40.50903,33.78258,33.278,34.2877,24.70782,3.753009,50.48468,43.64197,9.136074
35.6254,2.173523,1835.733,45.82443,61.66816,41.22238,33.78258,33.278,34.2877,24.70782,3.627924,50.61153,43.64197,9.136074
35.6254,2.190308,1839.643,46.63696,62.20756,41.35971,33.90879,33.40419,34.41393,24.83369,3.753009,50.86524,43.76855,9.136074
35.87819,2.186951,1863.471,47.47238,62.74696,41.40549,34.03502,33.40419,34.54017,24.83369,3.753009,50.86524,43.89515,9.136074
35.87819,2.184814,1891.767,47.36938,63.94009,41.56952,34.16124,33.6566,34.54017,24.83369,3.753009,50.9921,44.02175,9.136074
36.13099,2.283997,1968.091,52.05002,66.13689,42.66052,34.28747,33.6566,34.66642,24.83369,3.753009,50.9921,44.02175,9.136074
36.2574,2.295593,1974.048,52.09579,66.20419,42.76352,34.4137,33.78281,34.91892,24.83369,3.753009,51.24585,44.27496,9.261364
36.38382,2.297241,1968.762,52.04314,66.27148,42.72842,34.66619,34.03524,35.04517,24.95957,3.903118,51.37273,44.40157,9.136074
36.51024,2.305115,1968.166,52.05917,66.33877,42.76275,34.91869,34.2877,35.29771,24.95957,3.878099,51.49961,44.52819,9.136074
36.51024,2.302612,1964.182,52.08435,66.40606,42.72919,35.04494,34.41393,35.42398,24.95957,3.753009,51.6265,44.65482,9.136074
36.63667,2.300171,1964.182,52.05002,66.47334,42.72919,35.29748,34.66642,35.67654,24.95957,3.878099,51.75339,44.65482,9.136074
36.63667,2.306885,1955.991,51.28326,66.54063,42.69485,35.42375,34.79266,35.80283,25.08545,3.878099,51.75339,44.78144,9.136074
36.7631,2.30719,1957.667,52.14157,66.60793,42.71011,35.55003,34.91892,35.92912,25.08545,3.878099,51.75339,44.78144,9.136074
36.88953,2.299255,1933.652,51.27182,66.67522,42.52701,35.67631,35.04517,36.18171,25.08545,3.878099,51.88029,44.78144,9.136074
36.88953,2.301086,1936.073,51.3176,66.74251,42.56897,35.8026,35.17144,36.18171,25.21134,4.003193,51.88029,44.90807,9.136074
36.88953,2.305969,1935.514,51.3176,67.19153,42.59949,35.92889,35.29771,36.30802,25.21134,3.878099,51.88029,44.90807,9.136074
36.88953,2.309937,1957.48,52.03857,67.50758,42.76733,36.05518,35.29771,36.43433,25.21134,4.003193,51.88029,44.90807,9.261364
37.01597,2.313904,1953.757,52.0729,67.82362,42.76733,36.18148,35.42398,36.56065,25.21134,3.878099,52.00719,44.90807,9.261364
37.14242,2.302612,1964.927,52.10723,68.13966,42.75208,36.30779,35.55025,36.68697,25.33723,4.003193,52.00719,45.03471,9.261364
37.14242,2.311157,1990.802,52.75954,68.4557,42.92373,36.30779,35.67654,36.81329,25.33723,4.003193,52.00719,45.03471,9.261364
37.26887,2.309631,1991.92,52.79388,68.77175,42.94662,36.4341,35.80283,36.93962,25.46313,4.128292,52.00719,45.03471,9.261364
37.26887,2.397217,2040.506,55.94101,70.30688,43.79348,36.56042,35.92912,37.06596,25.46313,4.253396,52.00719,45.16135,9.261364
37.39532,2.42157,2052.495,56.71005,70.11665,44.00177,36.81306,36.05541,37.1923,25.48831,4.228375,52.23563,45.26267,9.261364
37.39532,2.428345,2032.502,55.9639,69.92641,43.91174,36.93939,36.18171,37.31864,25.58903,4.128292,52.38793,45.41465,9.261364
37.39532,2.428955,2017.237,55.94101,69.73618,43.86978,37.19207,36.43433,37.57134,25.58903,4.253396,52.51485,45.41465,9.261364
37.52179,2.426208,2010.535,55.89523,69.54594,43.81256,37.31841,36.56065,37.6977,25.58903,4.253396,52.64178,45.54131,9.261364
37.52179,2.423462,1989.872,55.20858,69.3557,43.65234,37.44476,36.68697,37.95043,25.71493,4.253396,52.64178,45.54131,9.261364
37.52179,2.423157,1973.304,54.36172,69.16546,43.56461,37.57112,36.81329,38.07681,25.71493,4.253396,52.76871,45.66797,9.261364
37.64825,2.419494,1982.798,54.53339,68.97522,43.62183,37.69748,36.93962,38.20318,25.71493,4.378504,52.76871,45.66797,9.261364
37.64825,2.427734,1950.22,54.43039,68.1968,43.47686,37.82384,37.06596,38.32957,25.84085,4.378504,52.76871,45.66797,9.261364
37.77472,2.413086,1937.003,53.58352,68.22749,43.32428,37.82384,37.1923,38.32957,25.84085,4.378504,52.89565,45.66797,9.261364
37.77472,2.408813,1934.025,53.54919,68.25819,43.3052,37.95021,37.1923,38.45596,25.84085,4.378504,52.89565,45.66797,9.261364
37.77472,2.408203,1905.17,52.13013,68.28889,43.10684,37.95021,37.1923,38.45596,25.96676,4.378504,52.89565,45.66797,9.261364
37.77472,2.410034,1894.559,52.82822,68.31958,43.03436,38.07658,37.31864,38.58234,25.96676,4.378504,52.89565,45.66797,9.261364
37.77472,2.402099,1901.819,52.05002,68.35028,43.05725,38.07658,37.31864,38.58234,25.96676,4.378504,52.89565,45.66797,9.261364
37.64825,2.398742,1908.893,52.10723,68.38097,43.06488,38.07658,37.31864,38.58234,25.96676,4.378504,52.89565,45.66797,9.261364
37.64825,2.409363,1923.376,52.97469,68.41167,43.2106,38.17768,37.31864,38.58234,25.96676,4.378504,52.89565,45.66797,9.261364
37.52179,2.411133,1935.961,53.65448,68.44237,43.31207,38.20296,37.44499,38.70874,26.09268,4.528641,52.89565,45.66797,9.261364
37.52179,2.414307,1958.225,54.43039,68.47306,43.44253,38.20296,37.57134,38.70874,26.09268,4.628735,52.89565,45.79464,9.261364
37.52179,2.421936,1957.667,54.36172,69.30064,43.48068,38.32934,37.57134,38.83514,26.09268,4.628735,52.89565,45.79464,9.261364
37.52179,2.423462,1980.75,55.17425,69.32147,43.62946,38.45573,37.6977,38.83514,26.21861,4.628735,52.89565,45.79464,9.261364
37.52179,2.420715,2023.566,55.92957,69.3423,43.85071,38.45573,37.6977,38.96155,26.21861,4.628735,52.89565,45.79464,9.261364
37.52179,2.420654,2003.349,55.16967,69.36313,43.721,38.58212,37.82407,39.08796,26.21861,4.753858,52.89565,45.79464,9.261364
37.52179,2.429688,2013.365,55.95245,69.38396,43.80645,38.70852,37.95043,39.21438,26.21861,4.628735,52.89565,45.89597,9.261364
37.64825,2.421509,2004.318,55.15594,69.40479,43.72711,38.83492,37.95043,39.21438,26.34454,4.878984,52.89565,45.92131,9.261364
37.64825,2.421326,2010.535,55.97534,69.42562,43.76297,38.83492,38.07681,39.3408,26.34454,4.753858,52.89565,45.92131,9.261364
37.64825,2.425903,1997.69,55.15137,69.44645,43.71338,38.96133,38.20318,39.46722,26.34454,4.753858,52.89565,45.92131,9.261364
37.64825,2.423767,2006.067,55.15137,69.46728,43.74008,39.08774,38.20318,39.59365,26.47047,4.753858,52.89565,45.92131,9.261364
37.64825,2.419494,2010.349,55.22002,69.48811,43.79348,39.08774,38.32957,39.59365,26.47047,4.753858,52.89565,45.92131,9.261364
37.64825,2.421936,2012.397,55.10559,69.10091,43.80112,39.21415,38.45596,39.72009,26.47047,4.753858,53.02259,45.92131,9.261364
37.77472,2.414185,2006.998,55.19942,69.05285,43.71643,39.34057,38.45596,39.72009,26.59641,4.878984,53.02259,45.92131,9.261364
37.64825,2.419067,2005.546,55.19942,69.00478,43.72787,39.34057,38.58234,39.84653,26.59641,5.004116,53.02259,45.92131,9.261364
37.77472,2.425171,1999.142,55.12848,68.95672,43.72482,39.44172,38.58234,39.84653,26.59641,4.904011,53.02259,45.92131,9.261364
37.77472,2.420471,1992.366,55.14908,68.90865,43.66607,39.467,38.58234,39.97298,26.59641,4.904011,53.02259,45.92131,9.261364
37.77472,2.429443,1979.559,55.20858,68.86059,43.65692,39.467,38.70874,39.97298,26.72235,5.004116,53.02259,45.92131,9.261364
37.77472,2.427307,1969.58,54.34341,68.81252,43.57529,39.59343,38.70874,40.09943,26.72235,5.029143,53.02259,45.92131,9.261364
37.77472,2.42865,1982.574,55.19257,68.76446,43.6676,39.59343,38.83514,40.09943,26.72235,5.129252,53.02259,45.92131,9.261364
37.77472,2.421265,1978.702,54.40292,68.71639,43.59818,39.59343,38.83514,40.09943,26.8483,5.029143,53.02259,45.92131,9.261364
37.77472,2.424622,1966.341,54.33884,68.66833,43.52951,39.59343,38.83514,40.20059,26.8483,5.229365,53.02259,46.04798,9.261364
37.80634,2.427734,1957.108,54.45328,68.04749,43.50738,39.71986,38.96155,40.22588,26.8483,5.254394,53.02259,46.04798,9.261364
37.9012,2.417969,1975.165,54.36172,68.36221,43.56079,39.71986,38.96155,40.22588,26.8483,5.129252,53.02259,45.92131,9.261364
37.9012,2.422851,1973.118,54.4075,68.67695,43.60657,39.71986,38.96155,40.22588,26.8483,5.129252,53.02259,46.04798,9.261364
37.9012,2.422241,1986.893,55.20858,68.99168,43.65615,39.71986,38.96155,40.35234,26.97426,5.004116,53.02259,46.04798,9.261364
37.9012,2.418579,1988.569,55.13992,69.30641,43.62564,39.84631,39.08796,40.35234,26.97426,5.129252,53.02259,46.04798,9.136074
37.9012,2.428284,1995.419,55.16738,70.30459,43.72864,39.84631,39.08796,40.35234,26.97426,5.129252,53.02259,46.04798,9.261364
37.9012,2.421265,2013.7,55.9639,70.22755,43.78586,39.97275,39.08796,40.35234,26.97426,5.129252,53.02259,46.04798,9.136074
37.9012,2.430359,2009.046,55.29556,70.15053,43.75763,39.97275,39.21438,40.4788,26.97426,5.129252,53.02259,46.04798,9.136074
37.9012,2.418457,2008.562,55.204,70.07349,43.71796,39.97275,39.21438,40.4788,27.10022,5.129252,53.02259,46.04798,9.136074
37.9012,2.420898,2017.125,55.94559,69.99646,43.75229,40.0992,39.21438,40.60527,27.10022,5.254394,53.02259,46.04798,9.136074
37.9012,2.421936,2035.182,55.90668,69.91943,43.88275,40.0992,39.31552,40.60527,27.10022,5.129252,53.02259,46.04798,9.136074
37.77472,2.423279,2022.077,55.94101,69.8424,43.81408,40.0992,39.3408,40.70645,27.10022,5.35451,53.02259,46.04798,9.136074
37.77472,2.418213,2018.279,55.90439,69.76537,43.79883,40.22565,39.46722,40.73175,27.10022,5.229365,53.02259,46.04798,9.136074
37.77472,2.421326,2007.445,55.19485,69.68833,43.72787,40.22565,39.46722,40.73175,27.22618,5.154281,53.02259,46.04798,9.261364
37.77472,2.412414,2000.892,55.15823,69.61131,43.65311,40.35212,39.46722,40.85822,27.22618,5.254394,53.02259,46.04798,9.261364
37.77472,2.414001,2007.929,55.19714,69.37646,43.69049,40.35212,39.59365,40.85822,27.22618,5.254394,53.02259,46.04798,9.261364
37.77472,2.413086,1988.196,54.39605,68.987,43.59894,40.35212,39.59365,40.85822,27.22618,5.254394,53.02259,46.04798,9.261364
37.64825,2.417969,1960.645,54.35027,68.59753,43.43109,40.35212,39.59365,40.85822,27.22618,5.379539,53.14954,46.04798,9.261364
37.64825,2.414307,1952.64,53.67508,68.20806,43.36624,40.35212,39.59365,40.85822,27.35215,5.254394,53.14954,46.04798,9.261364
37.64825,2.410644,1944.189,53.59039,67.8186,43.34412,40.35212,39.59365,40.85822,27.35215,5.254394,53.14954,46.04798,9.136074
37.64825,2.410461,1925.797,52.80533,67.42913,43.23043,40.35212,39.59365,40.85822,27.35215,5.279423,53.14954,46.04798,9.136074
37.64825,2.399902,1939.014,52.85568,67.04795,43.2518,40.35212,39.59365,40.85822,27.35215,5.154281,53.14954,46.04798,9.136074
37.52179,2.405334,1937.338,52.9747,67.09449,43.28079,40.32682,39.46722,40.85822,27.35215,5.129252,53.14954,46.04798,9.136074
37.52179,2.403442,1936.221,53.47137,67.14103,43.21136,40.22565,39.46722,40.75704,27.35215,5.379539,53.14954,46.04798,9.136074
37.52179,2.405396,1921.18,52.84194,67.18758,43.16101,40.22565,39.46722,40.75704,27.35215,5.379539,53.14954,45.92131,9.136074
37.52179,2.393616,1931.12,52.82592,67.23412,43.18618,40.22565,39.46722,40.73175,27.35215,5.50469,53.14954,45.92131,9.136074
37.39532,2.399292,1931.754,52.85339,67.28065,43.19,40.22565,39.46722,40.73175,27.35215,5.404569,53.14954,45.92131,9.136074
37.39532,2.403503,1920.994,52.84424,67.32719,43.16025,40.22565,39.46722,40.73175,27.47812,5.379539,53.14954,45.92131,9.136074
37.26887,2.401123,1932.275,52.83279,67.37373,43.22281,40.22565,39.46722,40.73175,27.47812,5.379539,53.14954,45.92131,9.136074
37.26887,2.394775,1936.073,52.82822,67.42027,43.18314,40.0992,39.3408,40.73175,27.47812,5.379539,53.14954,45.92131,9.136074
37.26887,2.395996,1951.151,53.6293,67.46682,43.28995,40.0992,39.46722,40.60527,27.47812,5.254394,53.02259,45.92131,9.136074
