PDSFD_1000_02_FDJ_20CGB01-MW,PDSFD_1000_02_GJ_02_DT2g,PDSFD_1000_02_GJ_02_DT3g,PDSFD_1000_02_GJ_02_Tdc1gs,PDSFD_1000_02_GJ_02_Tdc1gx,PDSFD_1000_02_GJ_02_Tdc2gs,PDSFD_1000_02_GJ_02_Tdc2gx,PDSFD_1000_02_GJ_02_Tdc3gs,PDSFD_1000_02_GJ_02_Tdc3gx,PDSFD_1000_02_GJ_20LAB50CT611,PDSFD_1000_02_GJ_20LAB60CT601,PDSFD_1000_02_GJ_20LCH21ZZ101-ZT,PDSFD_1000_02_GJ_20LCH31ZZ101-ZT,PDSFD_1000_02_GSB_20LAB40CT601,PDSFD_1000_02_GS_20LAB70CT601
953.1627,53.45629,32.08761,-3.632848,5.800327,-0.1614903,4.465623,-1.283376,8.362776,207.2879,261.1408,79.24957,81.81582,174.787,293.2843
952.0388,53.45814,32.09143,-3.635792,5.789287,-0.1759415,4.46147,-1.284216,8.362643,207.2879,260.9495,79.32587,80.66724,174.9378,293.0941
954.5007,53.45999,32.09526,-3.638736,5.778246,-0.1903927,4.457316,-1.285056,8.362512,207.2879,260.9495,78.89709,81.13063,174.9378,292.9885
955.3571,53.46184,32.09908,-3.642224,5.767205,-0.2048439,4.453163,-1.285897,8.36238,207.2879,260.9495,78.97797,81.6307,174.9378,293.1364
957.3373,53.46369,32.10291,-3.651693,5.756165,-0.2192951,4.44901,-1.286737,8.362247,207.2879,260.9495,79.38385,82.42046,174.9378,293.2843
958.6752,53.46554,32.10674,-3.661162,5.745124,-0.2337463,4.444857,-1.287577,8.362116,207.4381,261.2471,79.65392,81.30808,174.9378,293.4321
957.2837,53.46739,32.11056,-3.670631,5.734083,-0.2481976,4.440704,-1.288417,8.361984,207.5882,261.3958,78.8208,80.47215,174.9378,293.58
955.9992,53.46924,32.11439,-3.680099,5.723042,-0.2626488,4.436551,-1.289258,8.361852,207.5882,261.3958,78.37829,80.27061,175.0886,293.58
958.6752,53.47109,32.11821,-3.689569,5.712002,-0.2771,4.432397,-1.290098,8.36172,207.5882,261.3746,78.63312,80.90919,175.2393,293.5378
958.2471,53.47294,32.12204,-3.699037,5.700961,-0.2915512,4.428244,-1.290938,8.361588,207.5882,261.3958,78.86658,81.27559,175.2393,293.58
958.8893,53.47479,32.12587,-3.708506,5.68992,-0.3060024,4.424091,-1.291778,8.361456,207.5882,261.3958,79.42962,81.93719,175.2393,293.58
959.1034,53.47664,32.12969,-3.717975,5.67888,-0.3204536,4.419938,-1.292618,8.361324,207.5882,261.3215,79.40521,80.59081,175.2393,293.58
957.6049,53.47849,32.13352,-3.727444,5.667839,-0.3349048,4.415784,-1.293459,8.361192,207.5882,261.3746,78.71399,80.19089,175.2393,293.58
956.2668,53.48034,32.13734,-3.736913,5.656798,-0.3493561,4.411631,-1.294299,8.36106,207.5882,261.2471,78.73992,80.77657,175.2393,293.5589
955.1429,53.48219,32.14117,-3.746382,5.645758,-0.3638073,4.407478,-1.295139,8.360929,207.5882,261.2471,78.61327,80.99652,175.2824,293.4321
954.9288,53.48404,32.14499,-3.755851,5.634717,-0.3782585,4.403325,-1.295979,8.360796,207.5882,261.2471,79.20226,81.76765,175.3901,293.4321
952.5204,53.48589,32.14882,-3.76532,5.623676,-0.3927097,4.399172,-1.296819,8.360664,207.4488,261.0983,79.40368,81.49213,175.3686,293.2843
950.112,53.48774,32.15265,-3.774789,5.612636,-0.4071609,4.395019,-1.29766,8.360533,207.3523,260.9495,79.1214,80.17371,175.2393,293.1364
949.0416,53.48959,32.15647,-3.784258,5.601595,-0.4216121,4.390865,-1.2985,8.3604,207.2879,260.9495,78.73535,80.84523,175.0886,292.9885
950.326,53.49144,32.1603,-3.793727,5.590554,-0.4360633,4.386712,-1.29934,8.360269,207.2879,260.6945,78.79639,81.25533,175.0886,292.9885
951.236,53.49329,32.16412,-3.803196,5.579514,-0.4505145,4.382559,-1.30018,8.360137,207.1378,260.9283,79.14429,81.95276,174.9378,293.1293
950.326,53.49514,32.16795,-3.812665,5.568473,-0.4649657,4.378406,-1.301021,8.360004,207.1378,260.9495,79.44641,81.66797,174.9378,293.1364
948.8275,53.49699,32.17178,-3.822134,5.557432,-0.4794169,4.374253,-1.301861,8.359873,207.2665,260.9495,79.03748,80.21708,174.8301,293.1364
953.4303,53.49884,32.1756,-3.831603,5.546391,-0.4938681,4.3701,-1.302701,8.359741,207.1378,260.9495,78.73077,80.08618,174.787,293.073
960.3879,53.50069,32.17942,-3.892318,5.535351,-0.5083194,4.365946,-1.301875,8.359609,207.1378,261.0912,79.14581,81.31144,174.787,293.2843
963.4921,53.50254,32.18325,-3.959802,5.52431,-0.5506243,4.361793,-1.282719,8.359477,207.2879,261.2471,79.59137,82.97266,174.787,293.58
964.3484,53.50439,32.18708,-4.027286,5.474385,-0.6247621,4.35764,-1.263562,8.359344,207.3737,261.5517,79.83398,82.70905,174.787,293.8208
958.4612,53.50624,32.1909,-4.094769,5.405019,-0.6988998,4.353487,-1.244406,8.359213,207.7383,261.9909,78.19366,78.01301,174.9378,294.3192
927.7406,53.50809,32.19473,-5.647513,5.335652,-2.139226,4.349333,-2.149821,8.359081,207.8169,261.3533,76.70746,76.23457,174.9809,293.5347
952.9486,53.50644,32.19855,-4.304301,6.611434,-1.272161,4.34518,-2.341969,8.358949,207.2879,260.2056,78.96423,78.93385,175.2824,292.5449
962.2076,53.5029,32.19658,-3.262,6.987398,0.1370546,4.341027,-1.548229,8.358817,207.1271,260.6095,80.3299,83.09026,175.0527,292.9885
963.9202,53.49936,32.19429,-3.327363,6.514074,0.09172517,4.336874,-1.00243,8.358685,207.1378,260.9495,79.93927,83.88831,174.9378,293.2843
968.9512,53.49582,32.19201,-3.392727,6.04075,0.04639575,4.332721,-0.9729864,8.358553,207.1378,261.4702,80.11169,83.75403,174.787,293.58
969.3793,53.49228,32.18972,-3.45809,5.567426,0.001066326,4.328568,-0.943543,8.358421,207.5239,261.7784,79.57764,82.32107,174.9378,294.0235
968.7371,53.48873,32.18744,-3.523453,5.201243,-0.04426309,4.324414,-0.9547313,8.35829,207.5882,261.6934,79.43725,82.52568,175.0886,294.0235
966.8103,53.48519,32.18515,-3.588817,5.222421,-0.08959252,4.320261,-0.9819832,8.358157,207.6954,261.6934,79.45251,82.97575,175.2393,293.9179
968.9512,53.48165,32.18287,-3.654181,5.243598,-0.1349219,4.316108,-1.009235,8.358026,207.7383,261.7996,79.81567,80.57331,175.2393,293.9179
969.3258,53.47811,32.18059,-3.719544,5.264775,-0.1802514,4.311954,-1.036487,8.357894,207.7598,261.6934,79.20532,81.36752,175.3901,294.0235
972.0553,53.47456,32.1783,-3.50187,5.285952,-0.2103046,4.307802,-1.06695,8.357761,207.8884,262.1113,79.46777,83.29137,175.4224,294.4164
967.6132,53.47102,32.17602,-3.826219,5.307129,-0.2047133,4.303648,-1.126317,8.35763,208.0385,262.1396,78.95813,81.15865,175.3901,294.3192
968.4695,53.46748,32.17374,-4.057062,5.328306,-0.1991221,4.299495,-1.185683,8.357497,208.0385,261.9059,79.10156,81.92312,175.5409,294.2347
965.4188,53.46394,32.17145,-4.006871,5.349483,-0.1935308,4.295342,-1.24505,8.357366,207.9099,261.6934,78.86658,81.0901,175.5409,294.0235
968.3088,53.4604,32.16917,-3.95668,5.37066,-0.1879395,4.291189,-1.304417,8.357234,207.8884,261.6934,79.29535,82.03346,175.5409,294.0235
968.4695,53.45686,32.16688,-3.906489,5.391837,-0.1823483,4.287035,-1.348739,8.357101,207.8884,261.6934,79.92249,82.11129,175.5409,294.0235
968.5229,53.45331,32.1646,-3.856298,5.413014,-0.176757,4.282882,-1.351689,8.35697,207.8884,261.6934,79.2572,81.62119,175.5409,294.0235
967.6132,53.44977,32.16232,-3.806108,5.434191,-0.1711657,4.278729,-1.35464,8.356838,207.8884,261.7784,79.13513,81.94187,175.5409,294.0235
972.0018,53.44623,32.16003,-3.755917,5.455368,-0.1655745,4.274576,-1.35759,8.356706,207.8884,261.6934,79.92554,82.96491,175.5409,294.0235
968.7371,53.44269,32.15775,-3.718415,5.476545,-0.1656767,4.270423,-1.360541,8.356574,207.8884,261.8421,79.94995,81.53408,175.4547,294.1714
971.52,53.43914,32.15546,-3.718982,5.497722,-0.1704372,4.26627,-1.363491,8.356442,207.8884,261.8634,79.4693,81.61039,175.3901,294.3192
971.0919,53.4356,32.15318,-3.719549,5.518899,-0.1751977,4.262116,-1.366442,8.35631,207.8884,261.9909,79.12292,82.3568,175.4978,294.3192
969.5934,53.43206,32.15089,-3.720116,5.540076,-0.1799581,4.257963,-1.369392,8.356178,207.8884,261.8846,79.50744,83.36282,175.5409,294.2242
969.3258,53.42852,32.14861,-3.720684,5.561253,-0.1847186,4.25381,-1.372343,8.356046,207.8884,261.7784,79.94385,82.43752,175.5409,294.1714
968.7371,53.42498,32.14632,-3.721251,5.58243,-0.1894791,4.249657,-1.375293,8.355914,207.8884,261.8421,79.49523,80.98387,175.5409,294.1714
968.5229,53.42144,32.14404,-3.721818,5.603607,-0.1942396,4.245503,-1.378244,8.355783,207.8884,261.8421,79.06494,82.26517,175.5409,294.1714
966.7032,53.41789,32.14176,-3.722385,5.624784,-0.1990001,4.241351,-1.381194,8.35565,207.8884,261.8421,79.3869,82.51205,175.5409,294.1714
966.4892,53.41435,32.13947,-3.722952,5.645961,-0.2037606,4.237197,-1.384145,8.355518,207.8884,261.6934,79.86603,82.34593,175.5409,294.0235
964.3484,53.41081,32.13719,-3.723519,5.667139,-0.2085211,4.233044,-1.387095,8.355387,207.7383,261.6934,79.7409,81.6399,175.5409,294.0235
963.278,53.40727,32.1349,-3.724086,5.688315,-0.2132816,4.228891,-1.390046,8.355254,207.5882,261.3958,79.02069,81.68674,175.5409,293.8757
962.8499,53.40373,32.13262,-3.724653,5.709493,-0.218042,4.224738,-1.394112,8.355123,207.5882,261.3958,79.00238,82.27914,175.3901,293.7278
965.2582,53.40018,32.13034,-3.72522,5.730669,-0.2228025,4.220584,-1.39937,8.354991,207.5882,261.4809,79.85687,82.71066,175.2393,293.844
964.7766,53.39664,32.12805,-3.725787,5.751847,-0.227563,4.216431,-1.404629,8.354858,207.5882,261.5446,79.67834,81.62592,175.2393,293.8757
965.2047,53.3931,32.12577,-3.726354,5.762468,-0.2323235,4.212278,-1.409887,8.354727,207.5882,261.6084,78.99017,81.29585,175.2393,293.8757
964.9906,53.38956,32.12349,-3.726922,5.754858,-0.237084,4.208125,-1.415146,8.354595,207.5882,261.6367,79.02831,82.07713,175.1101,293.8757
964.9906,53.38602,32.1212,-3.727489,5.747247,-0.2418445,4.203972,-1.420404,8.354463,207.5882,261.5446,79.33502,82.11591,175.2393,293.8757
964.1343,53.38248,32.11892,-3.728056,5.739636,-0.246605,4.199819,-1.425663,8.354331,207.5882,261.5446,79.63867,80.93571,175.2393,293.8757
964.3484,53.37893,32.11663,-3.728623,5.732026,-0.2513655,4.195665,-1.430922,8.354198,207.5882,261.5446,79.60052,81.25533,175.2393,293.8757
964.3484,53.37539,32.11435,-3.72919,5.724415,-0.2561259,4.191512,-1.43618,8.354067,207.5882,261.5127,79.27246,80.4203,175.2393,293.8757
963.278,53.37185,32.11206,-3.729757,5.716805,-0.2608864,4.187359,-1.441439,8.353935,207.5882,261.3958,79.16565,81.1462,175.2393,293.8757
966.7568,53.36831,32.10978,-3.730324,5.709194,-0.2656469,4.183206,-1.446697,8.353803,207.5882,261.3958,79.4754,82.2605,175.2393,293.8757
969.8075,53.36477,32.10749,-3.736744,5.701583,-0.2704074,4.179052,-1.451956,8.353671,207.5882,261.5659,79.87518,80.73284,175.2178,294.0235
966.1146,53.36123,32.10521,-3.764323,5.693973,-0.2751679,4.174899,-1.457214,8.353539,207.5882,261.6934,79.19159,80.75629,175.2393,294.0235
964.616,53.35768,32.10293,-3.791902,5.686362,-0.2799284,4.170746,-1.462473,8.353407,207.6311,261.6934,78.74146,81.33324,175.2393,294.0235
963.278,53.35414,32.10064,-3.81948,5.678751,-0.2846889,4.166593,-1.467731,8.353275,207.7169,261.6934,79.08782,81.819,175.2393,293.8757
963.4921,53.3506,32.09836,-3.847059,5.671141,-0.2894493,4.16244,-1.47299,8.353144,207.5882,261.5021,79.38232,81.27401,175.2393,293.8757
964.7766,53.34706,32.09607,-3.874639,5.66353,-0.2942098,4.158287,-1.478248,8.353011,207.5882,261.5446,79.78973,81.62759,175.2393,293.8757
963.4921,53.34351,32.09379,-3.902217,5.65592,-0.2989703,4.154133,-1.483507,8.35288,207.5882,261.5446,79.44793,80.91856,175.2393,293.7912
960.3879,53.33997,32.09151,-3.929796,5.648309,-0.3037308,4.14998,-1.488765,8.352748,207.5882,261.3958,78.9917,80.89516,175.2393,293.58
961.7794,53.33643,32.08922,-3.957375,5.640698,-0.3084913,4.145827,-1.487542,8.352615,207.4381,261.2896,79.09698,81.19298,175.2393,293.5272
967.1315,53.33289,32.08694,-3.967866,5.633088,-0.3132518,4.141674,-1.484526,8.352484,207.4381,261.3958,79.57764,82.56324,175.1316,293.6011
964.9906,53.32935,32.08466,-3.973631,5.625477,-0.3319112,4.137521,-1.48151,8.352351,207.4381,261.5234,79.95605,82.43439,175.0886,293.8546
964.3484,53.32581,32.08237,-3.979396,5.617866,-0.35105,4.133368,-1.478493,8.35222,207.5882,261.5446,79.40673,81.19767,175.0886,293.7912
961.5118,53.32226,32.08009,-3.985161,5.610256,-0.3701887,4.129214,-1.475477,8.352088,207.5882,261.5446,78.78265,80.86552,175.0886,293.8018
958.8893,53.31872,32.0778,-3.990926,5.602645,-0.3893275,4.125061,-1.472461,8.351955,207.5882,261.3108,78.89252,81.15711,175.0886,293.58
958.0331,53.31518,32.07552,-3.996691,5.595034,-0.4084662,4.120908,-1.452462,8.351824,207.5739,261.2471,79.40216,81.24131,175.0886,293.4216
958.8893,53.31164,32.07323,-4.002455,5.587424,-0.4276049,4.116755,-1.418568,8.351692,207.2879,261.0558,79.93469,81.87811,175.0886,293.2843
960.0133,53.3081,32.07095,-4.00822,5.579813,-0.4467437,4.112601,-1.384673,8.35156,207.2879,261.0983,79.50744,81.59476,174.9378,293.3899
961.7794,53.30455,32.06866,-4.013985,5.572203,-0.4658824,4.108448,-1.350779,8.351428,207.2879,261.2471,79.20074,81.14779,174.9378,293.58
962.4216,53.30101,32.06638,-4.01975,5.564592,-0.4850211,4.104295,-1.316884,8.351296,207.3523,261.3958,79.23888,80.95599,174.9378,293.58
961.7794,53.29747,32.0641,-4.025515,5.556981,-0.5041599,4.100142,-1.28299,8.351164,207.363,261.3215,79.24805,82.06469,174.9378,293.58
960.8161,53.29393,32.06181,-4.031279,5.549371,-0.5232986,4.095989,-1.249095,8.351032,207.3737,261.2471,79.53644,81.78921,174.9378,293.58
958.0331,53.29039,32.05953,-4.037044,5.54176,-0.5424374,4.091835,-1.226097,8.350901,207.2879,261.2471,79.69666,81.12129,174.9378,293.58
958.4077,53.28685,32.05724,-4.042809,5.534149,-0.5615761,4.087682,-1.246682,8.350768,207.2879,261.1125,79.13666,81.3644,174.9378,293.4321
961.0836,53.2833,32.05496,-4.048573,5.526539,-0.5807148,4.083529,-1.267267,8.350636,207.2879,261.2046,79.10156,81.52015,174.9378,293.4321
963.7062,53.27976,32.05268,-4.054338,5.518928,-0.5998536,4.079376,-1.287853,8.350504,207.2879,261.2471,79.10308,82.03361,174.8086,293.58
966.9174,53.27622,32.05039,-4.060103,5.511317,-0.6189923,4.075222,-1.308438,8.350372,207.2879,261.3958,79.8828,82.23871,174.8732,293.7278
963.7062,53.27268,32.04811,-4.065868,5.550572,-0.638131,4.07107,-1.329023,8.350241,207.363,261.5446,79.68903,80.5799,174.787,293.8757
963.4921,53.26913,32.04583,-4.061147,5.639925,-0.6572698,4.066916,-1.349608,8.350108,207.4381,261.3958,79.05273,81.00585,174.9378,293.7912
963.7062,53.26559,32.04354,-4.048407,5.729277,-0.6764085,4.062763,-1.370193,8.349977,207.4381,261.3958,79.05273,81.23013,174.9378,293.7278
963.0639,53.26205,32.04126,-4.035667,5.818629,-0.6955473,4.05861,-1.390779,8.349845,207.4381,261.3958,79.24194,82.18126,174.9378,293.6856
963.9203,53.25851,32.03897,-4.022927,5.907981,-0.714686,4.054457,-1.411364,8.349712,207.4381,261.2471,79.78363,81.90897,174.9378,293.58
963.4921,53.25497,32.03669,-4.010187,5.997334,-0.7338247,4.050303,-1.431949,8.349581,207.4166,261.3958,79.24347,81.08387,174.9378,293.58
965.2582,53.25143,32.0344,-3.997447,6.086686,-0.7529635,4.04615,-1.452535,8.349449,207.4381,261.2683,79.0741,80.99498,174.9378,293.7278
962.6357,53.24788,32.03212,-3.984708,6.176038,-0.7721022,4.041997,-1.47312,8.349317,207.4381,261.3958,79.16412,81.29739,174.9378,293.58
961.5653,53.24434,32.02983,-3.971968,6.26539,-0.7912409,4.037844,-1.493705,8.349185,207.3201,261.2471,79.3518,81.57765,174.9378,293.58
960.1738,53.2408,32.02755,-3.959228,6.354743,-0.8103797,4.033691,-1.51429,8.349053,207.3094,261.2471,79.57916,81.40802,174.9378,293.5589
957.1232,53.23726,32.02527,-3.946488,6.444095,-0.8295184,4.029538,-1.534876,8.348921,207.2879,261.0983,79.12598,81.12128,174.9378,293.4321
953.6443,53.23372,32.02298,-3.933748,6.533447,-0.8486571,4.025384,-1.555461,8.348789,207.2879,260.9495,78.77045,79.89375,174.9378,293.1786
947.9712,53.23018,32.0207,-3.979391,6.622799,-0.8677959,4.021231,-1.574719,8.348657,207.1378,260.8114,78.55377,79.94231,174.9378,292.9885
938.6587,53.22663,32.01841,-4.048114,6.712152,-0.8833195,4.017078,-1.58393,8.348525,206.9877,260.3544,78.30505,79.60584,174.8516,292.5056
931.9152,53.22309,32.01613,-4.116838,6.801504,-0.8843824,4.012925,-1.59314,8.348393,206.6874,259.908,78.13262,79.32407,174.787,291.9533
931.701,53.21924,32.01385,-4.185562,6.87127,-0.8854453,4.008771,-1.602351,8.348261,206.4514,259.6104,78.27605,79.74679,174.4855,291.6575
932.7715,53.21467,32.01156,-4.223891,6.86269,-0.8865082,4.004619,-1.611561,8.348129,206.237,259.4828,78.55529,80.01257,174.3131,291.5096
929.9349,53.2101,32.00928,-4.258842,6.85411,-0.8875711,4.000465,-1.655236,8.347998,206.1297,259.5041,78.42255,80.57209,174.0331,291.6046
923.3519,53.20553,32.007,-4.286452,6.845531,-0.888634,3.996312,-1.714882,8.347865,206.0439,259.4191,78.00446,79.43371,173.8823,291.3616
917.6787,53.20096,32.00471,-4.233305,6.83695,-0.8896969,3.992159,-1.774529,8.347733,205.9366,259.0151,77.84118,79.08588,173.7315,291.0489
917.0365,53.19639,32.00243,-4.18016,6.828371,-0.8907598,3.988006,-1.834175,8.347602,205.6363,258.7174,78.14635,78.57645,173.5807,290.622
918.3745,53.19182,32.00014,-4.161867,6.819791,-0.8918227,3.983852,-1.893821,8.347469,205.6363,258.8663,78.2959,78.38034,173.4299,290.7699
914.5746,53.18725,31.99786,-4.203775,6.811211,-0.8928856,3.979699,-1.953467,8.347338,205.529,258.7883,77.84576,77.88268,173.2791,290.7699
909.7578,53.18268,31.99557,-4.245683,6.802631,-0.8939485,3.975546,-2.013113,8.347206,205.4861,258.5686,77.31476,77.63602,173.2791,290.4952
906.3325,53.17812,31.99329,-4.287591,6.794051,-0.8950114,3.971393,-2.053366,8.347074,205.336,258.2071,77.18505,77.45055,173.2791,290.0302
906.5466,53.17355,31.991,-4.3295,6.785471,-0.8960743,3.96724,-2.035439,8.346942,205.1858,257.9732,77.60772,78.08054,173.1283,289.8399
908.2592,53.16898,31.98872,-4.345905,6.776892,-0.9007757,3.964468,-2.017511,8.346809,205.0356,257.9732,78.01208,78.50115,173.1283,289.8611
908.955,53.16441,31.98644,-4.353037,6.768312,-0.9174318,3.962906,-1.999584,8.346678,205.0356,258.037,77.92969,78.02872,172.8267,289.8822
907.831,53.15984,31.98415,-4.360168,6.759732,-0.9340879,3.961344,-1.981656,8.346546,205.0356,258.122,77.7298,77.53233,172.8267,289.8822
905.6902,53.15527,31.98187,-4.367301,6.751152,-0.9507441,3.959782,-1.963728,8.346414,204.8854,257.9732,77.4704,77.43488,172.8267,289.5863
905.4226,53.1507,31.97959,-4.374432,6.742572,-0.9674003,3.95822,-1.945801,8.346282,204.8854,257.8243,77.3468,77.80414,172.8267,289.5863
905.6902,53.14613,31.9773,-4.381564,6.733993,-0.9840564,3.956658,-1.927873,8.34615,204.8854,257.9732,77.48566,77.62975,172.8267,289.692
905.4762,53.14156,31.97502,-4.388696,6.725413,-1.000713,3.955096,-1.909946,8.346018,204.8854,257.8243,77.83661,77.68632,172.8267,289.6285
905.4762,53.13699,31.97273,-4.395827,6.716833,-1.017369,3.953534,-1.892018,8.345886,204.8854,257.8243,77.6001,77.82456,172.8267,289.5863
905.048,53.13242,31.97045,-4.402959,6.708253,-1.034025,3.951972,-1.874091,8.345755,204.8854,257.7605,77.92206,78.00988,172.6759,289.5863
900.4453,53.12785,31.96816,-4.41009,6.699673,-1.050681,3.95041,-1.856163,8.345622,204.8854,257.8243,78.1662,78.3975,172.6759,289.5863
896.6989,53.12328,31.96588,-4.397872,6.691093,-1.067337,3.948848,-1.841662,8.34549,204.8211,257.6755,77.55127,78.3615,172.5251,289.2903
895.3074,53.11871,31.9636,-4.336707,6.682513,-1.083993,3.947286,-1.83583,8.345359,204.5851,257.3565,77.89764,78.27206,172.5251,288.9944
893.3806,53.11414,31.96131,-4.275543,6.596453,-1.100649,3.945724,-1.829997,8.345226,204.4349,257.2076,78.06244,78.53251,172.3743,288.8463
893.5947,53.10957,31.95903,-4.214378,6.486812,-1.117306,3.944161,-1.824165,8.345095,204.2847,257.2289,77.96478,78.03972,172.0726,288.9944
888.3497,53.105,31.95674,-4.455322,6.37717,-1.076227,3.9426,-1.787457,8.344962,204.2847,257.1012,77.31628,77.45846,171.9218,288.5662
898.4115,53.10043,31.95446,-4.010908,6.267529,-0.7715456,3.941037,-1.665843,8.344831,203.9843,256.9311,78.24859,78.69566,171.771,288.7829
895.3074,53.09586,31.95218,-3.787643,6.157887,-0.1523729,3.939475,-1.165486,8.344699,204.2847,257.5691,77.83965,78.96846,171.6201,288.9944
893.3806,53.09129,31.94989,-3.833634,6.166617,-0.9559769,3.937913,-1.230406,8.344566,204.2847,257.3777,77.33764,78.13549,171.6201,289.0366
896.0566,53.08672,31.94761,-3.879625,6.181578,-0.9869347,3.936351,-1.398598,8.344435,204.2847,257.4628,77.24609,77.57004,171.7494,289.2692
896.2172,53.08215,31.94532,-3.925616,6.196538,-0.9732856,3.934789,-1.532558,8.344303,204.2847,257.5266,77.59247,77.96748,171.771,289.2903
896.0031,53.07758,31.94304,-3.971607,6.211498,-0.9596366,3.933227,-1.554043,8.344171,204.2847,257.3777,77.93121,77.82133,171.771,289.1635
897.5017,53.07301,31.94076,-4.017598,6.226459,-0.9459876,3.931665,-1.575528,8.344039,204.2847,257.3777,77.76031,77.92977,171.771,289.1494
898.8396,53.06844,31.93847,-4.063589,6.241419,-0.9323385,3.930103,-1.597013,8.343907,204.2847,257.4841,77.61687,77.71146,171.771,289.2903
900.1777,53.06387,31.93619,-4.104331,6.256379,-0.9186895,3.928541,-1.618498,8.343775,204.2847,257.6755,77.51464,77.66904,171.771,289.2903
901.0875,53.0593,31.9339,-4.10533,6.271339,-0.9050405,3.926979,-1.639983,8.342923,204.2847,257.6755,77.24151,78.13076,171.8572,289.4383
901.5156,53.05473,31.93162,-4.106329,6.2863,-0.8913915,3.925417,-1.661468,8.336617,204.4349,257.6542,77.6535,78.1653,172.0726,289.4383
904.7804,53.05016,31.92933,-4.107328,6.30126,-0.8777425,3.923855,-1.682953,8.330311,204.5421,257.6755,78.02428,77.99246,172.0726,289.4383
906.9747,53.04559,31.92705,-4.108327,6.316221,-0.8640934,3.922292,-1.704437,8.324005,204.5851,257.6967,77.87476,78.41329,172.2234,289.6285
905.048,53.04102,31.92477,-4.109326,6.331181,-0.8504444,3.920731,-1.725922,8.317698,204.6065,257.8243,77.59857,77.71617,172.3527,289.6074
903.6565,53.03646,31.92248,-4.110325,6.346141,-0.8367954,3.919168,-1.747407,8.311393,204.6494,257.8243,77.29644,77.34056,172.4389,289.5863
903.3354,53.03189,31.9202,-4.111324,6.361102,-0.8231463,3.917606,-1.768892,8.305087,204.7352,257.6755,77.30255,77.96748,172.5251,289.5863
901.0875,53.02732,31.91791,-4.112323,6.376062,-0.8094973,3.916044,-1.790377,8.29878,204.5851,257.6755,77.79999,78.47449,172.5251,289.4383
899.4819,53.02275,31.91563,-4.113322,6.391023,-0.7958483,3.914482,-1.811862,8.292475,204.5851,257.5266,77.46734,77.81355,172.5251,289.2903
894.7186,53.01818,31.91335,-4.114321,6.405983,-0.7821993,3.91292,-1.833347,8.286169,204.5851,257.3246,77.25372,77.54961,172.5251,289.0366
890.9187,53.01361,31.91106,-4.11532,6.420943,-0.7685502,3.911358,-1.854832,8.279862,204.5564,257.08,77.05383,77.5889,172.5251,288.804
891.1863,53.00904,31.90872,-4.116319,6.432167,-0.7549012,3.909796,-1.84618,8.273557,204.2847,256.9098,77.59093,77.44431,172.3743,288.5504
893.3806,53.00447,31.90632,-4.117318,6.442731,-0.7412522,3.908234,-1.835942,8.267251,204.1345,256.846,77.74506,77.45373,172.2234,288.5504
893.1665,52.9999,31.90392,-4.098925,6.453296,-0.7276031,3.906672,-1.825704,8.260944,204.1345,256.9311,77.70691,77.65018,172.0726,288.6983
889.8483,52.99533,31.90152,-4.079511,6.46386,-0.7139542,3.90511,-1.815465,8.254639,204.1345,256.9949,77.07672,77.46632,171.9864,288.6138
887.6539,52.99076,31.89911,-4.060097,6.474424,-0.7003051,3.903548,-1.805227,8.248333,204.113,256.9311,76.95618,77.14874,171.9218,288.5504
887.6004,52.98619,31.89671,-4.040684,6.484989,-0.6866561,3.901986,-1.793131,8.242026,203.9843,256.7822,77.52685,77.70988,171.771,288.2966
888.7778,52.98162,31.89431,-4.02127,6.495553,-0.673007,3.900424,-1.780789,8.235721,203.8341,256.6333,77.81067,78.0303,171.771,288.2544
890.7046,52.97705,31.89191,-4.011335,6.506117,-0.6607621,3.898862,-1.768448,8.229415,203.8341,256.7822,77.4414,77.59361,171.4909,288.4023
890.9722,52.97248,31.88951,-4.017775,6.516682,-0.668174,3.8973,-1.756106,8.223108,203.8341,256.9311,77.25219,77.47732,171.4693,288.5504
892.6848,52.96791,31.8871,-4.024214,6.527246,-0.6755858,3.895737,-1.743764,8.216803,203.8341,256.9311,77.40173,77.80099,171.4693,288.5504
889.4202,52.96334,31.8847,-4.030653,6.53781,-0.6829977,3.894175,-1.731423,8.210497,203.9843,256.9311,77.66266,77.66901,171.4693,288.5504
887.6539,52.95877,31.8823,-4.037093,6.548374,-0.6904095,3.892613,-1.719081,8.20419,203.9843,256.846,77.36664,77.07799,171.4693,288.4023
886.7441,52.9542,31.8799,-4.043532,6.558939,-0.6978214,3.891051,-1.722147,8.197885,203.8341,256.6333,77.1698,76.56985,171.4693,288.2544
887.2258,52.94963,31.87749,-4.049971,6.569503,-0.7052333,3.889489,-1.726023,8.191579,203.8341,256.6333,77.14386,77.53389,171.4693,288.2544
888.5638,52.94506,31.87509,-4.05641,6.580067,-0.7126452,3.887927,-1.7299,8.185272,203.8341,256.6333,77.66875,77.7413,171.4693,288.2544
887.6539,52.94049,31.87269,-4.068252,6.590631,-0.720057,3.886365,-1.733776,8.178967,203.8341,256.7822,77.6184,77.32484,171.4693,288.3178
886.7441,52.93592,31.87029,-4.099627,6.601196,-0.7274689,3.884803,-1.737653,8.172661,203.8341,256.6333,77.10114,77.00879,171.4693,288.2544
