PDSFD_1000_02_FDJ_20CGB01-MW,PDSFD_1000_02_GJ_02_DT2g,PDSFD_1000_02_GJ_02_DT3g,PDSFD_1000_02_GJ_02_Tdc1gs,PDSFD_1000_02_GJ_02_Tdc1gx,PDSFD_1000_02_GJ_02_Tdc2gs,PDSFD_1000_02_GJ_02_Tdc2gx,PDSFD_1000_02_GJ_02_Tdc3gs,PDSFD_1000_02_GJ_02_Tdc3gx,PDSFD_1000_02_GJ_20LAB50CT611,PDSFD_1000_02_GJ_20LAB60CT601,PDSFD_1000_02_GJ_20LCH21ZZ101-ZT,PDSFD_1000_02_GJ_20LCH31ZZ101-ZT,PDSFD_1000_02_GSB_20LAB40CT601,PDSFD_1000_02_GS_20LAB70CT601
921.2111,52.46983,30.39935,-4.151904,5.523259,-0.643973,4.606639,-1.447431,7.814178,205.0818,257.5724,78.88488,80.40029,174.6826,290.5195
916.2872,52.4024,30.3545,-4.153914,5.751718,-0.7722352,4.567262,-1.500753,7.848174,205.0818,257.2746,78.64227,80.45183,174.6826,290.0757
918.7492,52.25541,30.28002,-4.041012,6.042583,-0.6842643,4.509712,-1.474618,7.913683,204.9316,257.1258,78.43323,79.85943,174.6826,289.7797
926.1885,52.36642,30.24899,-3.712226,5.90871,-0.3598114,4.524242,-1.385953,7.940979,204.7814,257.1258,78.71094,80.94663,174.6826,289.9805
929.025,52.6617,30.24899,-3.626705,5.546297,-0.4077581,4.590259,-1.154776,7.940979,204.9316,257.5724,78.54613,81.73779,174.6826,290.3716
926.4026,52.70008,30.2936,-3.760064,5.470002,-0.5187044,4.608695,-1.121067,7.935404,205.0818,257.7213,78.71094,81.79877,174.6826,290.5195
930.6307,52.542,30.37232,-3.679481,5.612504,-0.4859977,4.590745,-1.238363,7.925566,205.1461,257.7213,79.08173,81.11192,174.6826,290.5195
935.608,52.53576,30.39838,-3.666631,5.651526,-0.518047,4.621331,-1.179604,7.916409,205.3821,258.1678,79.48455,81.59325,174.8334,291.1113
929.4532,52.60545,30.3981,-3.883537,5.63881,-0.5824744,4.676183,-1.198614,7.907593,205.5323,258.0828,79.17022,80.52361,174.8334,290.9211
938.2305,52.5549,30.47989,-3.70145,5.706945,-0.4393799,4.691586,-1.234676,7.93966,205.4036,258.019,79.32891,80.9248,174.9842,290.9845
941.5488,52.40598,30.62881,-3.629445,5.841233,-0.693306,4.674714,-1.301257,8.005177,205.6825,258.2104,79.00238,81.2382,175.0272,291.4071
938.4446,52.33683,30.5465,-3.890991,5.949036,-0.463973,4.67113,-1.429989,7.955073,205.5752,258.1678,78.74603,81.99785,175.178,291.3648
932.7715,52.33746,30.26186,-4.006945,6.033665,-0.6631849,4.679175,-1.613103,7.803802,205.5537,257.8914,78.96729,82.47324,175.4149,291.0197
927.3124,52.27927,30.06615,-4.027165,6.255782,-0.7034507,4.663221,-1.445953,7.802027,205.5323,257.5724,79.34418,82.22166,175.4365,290.6358
927.7406,52.13872,29.99493,-3.909122,6.41812,-0.5211918,4.613668,-1.373278,8.009547,205.3821,257.4235,79.66156,81.64781,175.4365,290.3716
927.9547,52.04282,29.96269,-3.704596,6.495974,-0.4219339,4.587115,-1.403472,8.135747,205.2319,257.2746,78.98712,81.63828,175.2857,290.3716
927.5265,52.04326,30.01459,-3.728804,6.455549,-0.4388773,4.59276,-1.390014,8.148099,205.0818,257.2746,78.87573,81.34563,175.1349,290.3716
928.811,52.04371,30.06649,-3.753012,6.415124,-0.4558206,4.598404,-1.430551,8.160451,205.0818,257.1612,78.72162,82.07549,175.1349,290.3716
928.8109,52.08601,30.09763,-3.777087,6.32972,-0.4833163,4.601791,-1.46678,8.167862,205.0818,257.1683,79.31976,82.99899,175.0919,290.3716
928.3828,52.1911,30.09763,-3.800963,6.176849,-0.5266408,4.601791,-1.403293,8.167862,205.0818,257.3384,79.49677,82.616,174.9842,290.5195
928.3828,52.2962,30.09763,-3.824839,6.023977,-0.5699652,4.601791,-1.339806,8.167862,205.0818,257.4235,79.15497,81.48866,174.9842,290.5195
928.811,52.35459,30.12439,-3.802612,5.898707,-0.5256784,4.595698,-1.272119,8.140883,205.0818,257.4235,78.88794,80.7875,174.9842,290.5195
929.8813,52.37726,30.17163,-3.745131,5.794545,-0.4143948,4.584946,-1.233316,8.093273,205.189,257.4235,78.41949,80.66415,174.9842,290.59
932.0757,52.39994,30.21886,-3.68765,5.690382,-0.3031113,4.574193,-1.344165,8.045664,205.2212,257.4235,78.63616,80.96838,174.9842,290.5195
938.2305,52.42262,30.26609,-3.630168,5.586219,-0.1918277,4.56344,-1.197786,7.998054,205.2319,257.5724,79.32281,81.73187,175.0919,290.8154
939.7291,52.44529,30.31333,-3.606685,5.507225,-0.1883463,4.552688,-0.9941514,7.950444,205.425,258.1678,79.58374,82.34438,175.1349,291.1807
938.2305,52.46797,30.36056,-3.673898,5.570849,-0.2429123,4.541935,-1.012411,7.902834,205.5323,258.019,79.62951,82.29468,175.2857,291.1324
937.8024,52.62397,30.43791,-3.737133,5.458913,-0.155483,4.544245,-1.337761,7.917248,205.6825,258.2316,79.27245,81.68362,175.4365,291.1113
936.732,53.16368,30.61421,-3.772652,4.829294,0.0259694,4.589476,-0.8120382,8.135454,205.9828,259.3585,78.45916,80.67512,175.4365,291.555
936.7319,53.39474,30.99295,-3.832712,4.776182,-0.296302,4.631911,-1.042111,8.388378,206.1329,259.805,78.31573,79.80624,175.1277,291.7875
935.6616,53.44364,31.34261,-3.927128,4.991801,-0.4371579,4.670434,-1.454422,8.634277,206.2831,259.805,78.29894,79.72166,174.6826,291.8509
936.4644,53.49253,31.69226,-4.021544,5.20742,-0.5780138,4.708957,-1.58591,8.802296,206.2831,259.805,78.32489,80.14402,174.4241,291.8509
930.363,53.52209,31.95208,-4.127043,5.406266,-0.6794985,4.712836,-1.393506,8.912375,206.1329,259.6562,78.27148,79.99389,174.381,291.8086
925.1181,53.52264,32.07713,-4.249166,5.579951,-0.823863,4.664749,-1.370892,8.935548,206.1329,259.3585,78.17078,79.83279,174.0795,291.555
899.3214,53.5232,32.20219,-4.484378,5.753636,-0.9795538,4.616662,-1.446339,8.95872,206.1329,259.6562,76.85394,77.80381,173.9287,291.6748
858.9136,52.59308,31.85721,-7.166091,6.837656,-3.270118,4.589629,-3.421253,8.969084,205.8627,258.143,74.5285,73.36214,173.6271,289.7303
902.3185,51.65608,31.49249,-3.84413,9.560489,-1.784453,4.562953,-4.058916,8.979231,204.6527,255.4027,76.85547,73.13174,173.8964,286.8971
937.5883,51.91071,31.09801,-1.438507,8.341749,1.472042,4.536977,-0.2646237,8.989377,204.2021,257.2108,80.84869,82.92595,173.1532,289.3463
945.7234,53.52588,31.68232,-2.181876,5.923401,1.165119,4.51135,0.2921084,8.999524,204.7814,259.1317,80.60303,85.7398,172.2698,291.1817
943.9037,54.63903,32.56451,-2.925244,4.574881,0.6027215,4.939036,0.2710012,9.00967,205.3821,259.9963,80.31005,84.6899,172.3129,291.8509
939.9967,54.48702,32.9603,-3.459427,4.615247,-0.0686029,5.215838,-0.5541801,8.841791,205.6825,260.1026,79.3869,82.28225,172.7223,291.9988
939.3009,54.06265,32.77046,-3.557213,5.075808,-0.0701443,5.183744,-0.7348255,8.458578,205.8326,259.89,79.11834,81.28962,173.0885,291.9354
936.946,53.85122,32.62746,-3.594741,5.354061,-0.1207443,5.135981,-0.8760549,8.234046,205.9828,259.805,78.8208,81.88895,173.3255,291.8509
936.4109,53.91824,32.55863,-3.74024,5.405868,-0.3765504,5.067725,-1.037239,8.217018,206.1329,259.89,78.83759,81.35818,173.5409,291.8509
936.3038,53.95817,32.48266,-3.849011,5.477877,-0.5607364,5.015396,-1.151109,8.211245,206.1329,259.975,78.57665,81.05266,173.6271,291.9988
939.515,53.90912,32.38324,-3.837109,5.616262,-0.5095995,5.015396,-1.109515,8.242449,206.1329,259.9538,78.92303,81.02142,173.7779,292.1467
936.946,53.86006,32.28381,-3.825207,5.754648,-0.4584626,5.015396,-1.093571,8.273652,206.1329,259.9538,79.37622,81.32234,173.9287,291.9988
936.732,53.78976,32.18853,-3.845958,5.91538,-0.453597,5.003218,-1.006536,8.298615,206.1329,259.9325,79.01611,81.68517,173.9287,291.9988
934.5376,53.6345,32.10985,-3.997317,6.165497,-0.6338168,4.942325,-1.153878,8.298615,206.1329,259.9538,78.70483,80.89359,173.9287,291.9988
924.8505,53.47924,32.03117,-4.099494,6.415614,-0.8140367,4.881433,-1.462218,8.298615,206.1329,259.805,78.19977,79.91693,173.9287,291.8509
924.4223,53.32399,31.95248,-4.086913,6.66573,-0.6835848,4.82054,-1.748034,8.298615,205.9828,259.2054,78.52936,79.84222,173.8102,291.1113
914.3605,53.30439,31.91946,-4.012946,6.719504,-0.6021355,4.779011,-1.592118,8.318017,205.6825,258.988,78.79791,80.97939,173.6271,290.8788
918.5351,53.50306,31.95991,-4.130645,6.618455,-0.6550469,4.757311,-1.576049,8.368631,205.3821,258.4655,78.81012,81.13531,173.584,290.3716
927.0448,53.70173,32.00035,-3.46038,6.517406,-0.4690719,4.73561,-1.186982,8.419246,205.3821,259.0779,79.20226,81.33013,173.2178,291.0478
914.7887,53.81786,32.0408,-4.315891,6.438959,-0.560622,4.71391,-1.182202,8.46986,205.5323,259.231,78.41187,80.28468,173.0239,291.3648
899.2678,53.79145,32.08125,-4.663095,6.379618,-1.195014,4.69221,-1.902009,8.520475,205.3893,258.6326,78.06854,78.49802,173.0239,290.4878
897.8763,53.76504,32.12169,-4.32005,6.668509,-1.188008,4.670509,-1.818379,8.57109,205.0818,257.7213,77.79846,78.035,173.0239,289.5989
911.2563,53.73862,32.16214,-3.492496,6.957399,-0.6562224,4.648809,-1.490068,8.621704,204.7814,257.8967,77.89916,78.15119,172.8731,289.6388
915.0027,53.71221,32.20258,-3.834821,6.567218,-0.3331867,4.627109,-1.261988,8.672318,204.953,258.6903,77.82135,78.57645,172.7007,290.5618
912.1662,53.6858,32.46016,-4.238719,6.057201,-0.696045,4.605408,-1.200304,8.722933,205.1247,258.7632,77.66723,78.62815,172.6684,290.8154
911.6845,53.68108,32.556,-4.175089,6.083238,-0.7768108,4.647406,-1.392909,8.507828,205.2319,258.7207,78.37066,78.66743,172.83,290.6252
907.8311,53.6807,32.61081,-4.050952,6.011062,-0.8011579,4.702144,-1.426915,8.295569,205.2319,258.6144,78.10516,77.8387,173.0239,290.3716
926.8307,53.68032,32.66561,-3.783235,5.892771,-0.7433275,4.756882,-1.382071,8.285743,205.1676,258.5057,78.11127,78.59998,173.0239,290.3927
942.8333,53.73827,32.72042,-3.252788,5.681503,-0.06329601,4.81162,-0.7402191,8.275916,205.3821,259.6189,78.35083,79.42434,173.0239,291.6043
928.8109,53.88371,32.77522,-4.140342,5.253291,-0.8059866,4.866358,-0.9870272,8.266089,205.9184,260.1026,78.07617,79.76087,173.0239,292.372
918.1069,53.97919,32.79113,-4.716645,5.459169,-1.371497,4.896311,-1.873912,8.247385,205.8326,259.3372,78.00903,79.28497,173.4404,291.2803
930.363,53.99971,32.74867,-3.815764,6.137122,-0.930971,4.889089,-1.44042,8.215365,205.6825,259.0609,78.92609,80.07993,173.6271,291.069
932.5574,54.02024,32.70622,-3.817162,6.124907,-0.4345403,4.881866,-1.2333,8.183346,205.8326,259.5451,78.55529,80.58768,173.6271,291.6501
923.9941,54.04077,32.66377,-4.045131,5.792858,-0.4815059,4.874644,-1.12831,8.151326,205.8326,259.5073,77.97852,79.70297,173.4763,291.4916
943.4755,54.06129,32.62132,-3.628135,5.460809,-0.5402653,4.867422,-1.131992,8.119307,205.8326,259.5104,78.65448,80.11743,173.6271,291.6184
953.3232,54.08182,32.57887,-3.279191,5.12876,-0.2991467,4.860199,-0.9289196,8.087287,206.1329,260.4448,79.31061,81.5731,173.6271,292.6396
956.8555,54.10235,32.53642,-3.502759,5.073608,-0.1516764,4.852976,-0.7187176,8.055267,206.2831,260.549,80.07049,82.26826,173.864,292.9495
968.2554,54.25821,32.52626,-3.345453,4.983694,-0.001531134,4.889821,-0.6098135,8.052692,206.4333,260.6977,80.57098,83.21567,174.0795,292.8861
980.0833,54.66539,32.61298,-2.742352,4.55232,0.2472302,5.008503,0.009899669,8.104802,206.7335,261.4416,79.80194,83.58403,174.0795,293.8437
969.8075,54.73594,32.69263,-3.379239,4.486148,0.247625,5.116494,-0.220002,8.149237,207.2269,262.1854,79.08478,83.05593,174.381,294.4552
961.7794,54.51193,32.76611,-3.96509,4.749419,-0.3369503,5.215128,-0.7122475,8.186954,207.4842,261.8879,79.52271,81.76106,174.6826,294.1746
963.7062,54.33046,32.69033,-3.852626,5.188597,-0.5029351,5.230021,-1.063463,8.191415,207.4842,261.7391,79.89349,81.37788,174.9842,293.9212
967.5596,54.18878,32.47494,-3.764026,5.523912,-0.3219071,5.166574,-0.9464341,8.164762,207.4842,261.5904,79.85382,78.75838,175.1349,293.9212
964.9907,54.15708,32.33131,-3.846625,5.778259,-0.3114038,5.129562,-0.9284756,8.172671,207.4842,261.7391,79.32739,80.86395,175.2857,294.069
958.1401,54.1805,32.24832,-4.042259,5.91925,-0.5396351,5.129562,-1.154915,8.228965,207.4842,261.4416,78.76129,81.4781,175.2857,293.7733
951.6106,53.97581,32.19876,-4.047365,6.055333,-0.6701805,5.119606,-1.392485,8.31729,207.3341,261.0378,78.85742,82.10964,175.2857,293.203
953.5374,54.0219,32.19933,-3.791702,6.184052,-0.4585213,5.094717,-1.446494,8.453662,207.184,260.7827,79.3457,82.6067,175.257,293.034
961.4584,54.068,32.1999,-3.573574,6.312772,-0.2468621,5.069828,-1.12266,8.590034,207.0338,260.9315,80.12848,83.53299,174.9842,293.3192
955.3571,54.1044,32.20042,-3.857683,6.036101,-0.249707,5.047012,-0.8547535,8.715042,207.1518,261.1441,79.94842,80.35426,174.8334,293.4776
954.5007,54.0341,32.20042,-3.794542,6.106402,-0.3253474,5.047012,-0.9609713,8.715042,207.0338,260.8961,79.216,80.75784,174.8334,293.1819
954.2331,53.9638,32.20042,-3.779116,6.176703,-0.4009878,5.047012,-1.084802,8.715042,207.0338,260.9953,78.78417,80.88735,174.7257,293.3297
952.2528,53.93547,32.22748,-3.778093,6.18611,-0.4059482,5.005629,-1.207964,8.724995,207.0338,260.8465,78.7674,81.9512,174.6826,293.1819
949.8979,53.9086,32.25547,-3.777312,6.193418,-0.4084714,4.962818,-1.307815,8.73529,206.8837,260.8465,79.10767,82.43091,174.6826,293.1819
947.2755,53.88171,32.28345,-3.776532,6.200725,-0.4109946,4.920007,-1.209051,8.745585,206.8622,260.549,79.27246,82.15018,174.6826,293.034
947.2755,53.85484,32.31144,-3.775752,6.208033,-0.4135178,4.877196,-1.110288,8.75588,206.7335,260.549,79.3335,81.12283,174.6826,292.8861
950.326,53.82796,32.33943,-3.774971,6.21534,-0.416041,4.834386,-1.011525,8.766176,206.6692,260.549,79.41742,81.29896,174.4672,292.8861
951.3965,53.89411,32.35249,-3.832165,6.140052,-0.4500164,4.849636,-0.9621276,8.736042,206.7335,260.6977,79.47845,81.26001,174.381,293.034
950.112,54.04167,32.35249,-3.940087,5.992493,-0.5115126,4.91569,-0.959636,8.670533,206.7335,260.8465,78.98101,79.78267,174.381,293.1819
952.2528,54.11269,32.35236,-4.014757,5.918348,-0.5666462,4.943995,-1.056149,8.606636,206.7335,260.974,78.75824,79.90009,174.381,293.1819
952.4669,54.1121,32.35211,-4.05832,5.91288,-0.6158277,4.936987,-1.040446,8.544248,206.8837,260.9953,78.56903,79.7859,174.5318,293.3297
953.3767,54.1115,32.35185,-4.099696,5.907268,-0.6572682,4.929797,-1.030966,8.487123,206.8837,260.889,78.44543,80.00175,174.6288,293.1819
955.7852,54.11082,32.3515,-4.121382,5.900358,-0.6290401,4.920976,-1.077495,8.477379,207.0338,261.1228,78.60259,80.15496,174.6826,293.3297
952.4669,54.11014,32.36422,-4.196301,5.881828,-0.614259,4.912308,-1.17143,8.469421,207.0338,261.1441,78.47289,80.22373,174.6826,293.372
965.4188,54.10949,32.43515,-3.81952,5.811542,-0.6593789,4.904321,-1.230688,8.469421,207.0338,260.9953,78.73993,80.64544,174.758,293.1819
953.1091,54.09531,32.49448,-3.891037,5.766565,-0.4303206,4.894207,-1.089845,8.468995,207.184,261.2928,78.58581,80.68293,174.8011,293.7099
941.7628,53.89174,32.3913,-4.340165,6.075926,-0.7389492,4.854332,-1.403846,8.462597,207.184,261.0307,77.89459,79.0891,174.8334,293.0234
944.5459,53.68817,32.28812,-4.350797,6.375231,-1.018498,4.814457,-1.626966,8.456199,207.0767,260.6977,78.27454,79.50726,174.8334,292.7382
942.4051,53.51534,32.18921,-4.194775,6.61719,-0.8832244,4.783102,-1.72228,8.45216,206.8837,260.5277,78.55072,80.02989,174.8334,292.4425
942.8333,53.51667,32.11447,-4.117263,6.562686,-0.7042906,4.800024,-1.638481,8.461491,206.7335,260.2513,78.73688,80.61407,174.6826,292.3579
941.5488,53.52625,32.05521,-4.047955,6.508734,-0.5576305,4.81536,-1.453352,8.474712,206.7335,260.3151,78.65906,80.98718,174.5318,292.4425
942.191,53.58255,32.08372,-4.025133,6.457911,-0.5938541,4.821712,-1.432464,8.509983,206.5834,260.4001,78.77197,80.73116,174.381,292.4425
941.7628,53.63885,32.11224,-4.002312,6.407087,-0.6300778,4.828063,-1.411575,8.545254,206.5834,260.4001,78.53241,80.8826,174.381,292.4425
940.6925,53.69516,32.14075,-4.014616,6.356264,-0.6663014,4.834414,-1.390686,8.580524,206.4547,260.2726,78.7323,80.87483,174.381,292.4425
941.5488,53.75146,32.16926,-4.097173,6.305441,-0.7025251,4.840766,-1.391465,8.615795,206.4333,260.2513,78.74603,81.25986,174.2303,292.4425
938.0165,53.80776,32.19778,-4.17973,6.254618,-0.7387487,4.847117,-1.405714,8.651066,206.4333,260.2513,78.75061,80.94351,174.2303,292.3896
936.0897,53.76377,32.20323,-4.181154,6.305014,-0.7538962,4.805467,-1.50069,8.615746,206.4333,260.1026,78.86353,80.84835,174.2087,292.2946
935.4474,53.69727,32.20351,-4.164365,6.378132,-0.7643122,4.753041,-1.367697,8.56458,206.3689,259.9538,78.92913,80.7719,174.1979,292.1467
932.9856,53.67102,32.2038,-4.115621,6.375724,-0.73308,4.736465,-1.267411,8.54895,206.2831,259.805,78.8147,80.91232,174.0795,291.9988
936.0897,53.6716,32.20407,-4.045573,6.322966,-0.6740823,4.74379,-1.282822,8.557013,206.1329,259.805,79.03899,80.85615,174.0795,291.9988
935.4474,53.67201,32.20427,-4.048009,6.285156,-0.6789946,4.731212,-1.330395,8.545108,206.1329,259.805,79.3869,81.0059,173.9287,291.9988
931.2194,53.67201,32.20427,-4.233788,6.285156,-0.8455616,4.668293,-1.459316,8.4827,206.1329,259.9113,79.09851,81.01214,173.9287,291.9988
925.0646,53.64764,32.19191,-4.369292,6.323154,-1.041921,4.618667,-1.633387,8.432241,206.09,259.805,78.66821,79.97982,173.9287,291.7029
924.8505,53.50137,32.11778,-4.253427,6.551144,-0.9293019,4.63551,-1.377231,8.441525,205.8541,259.3798,78.85742,79.36954,173.9287,291.4071
926.135,53.38768,32.06553,-4.148416,6.714946,-0.7633789,4.640315,-1.631789,8.450753,205.8326,259.2097,78.82233,79.82343,173.7779,291.4071
927.7406,53.45855,32.13734,-4.093257,6.515027,-0.6946349,4.576903,-1.496895,8.459661,205.8326,259.3585,78.98254,79.81709,173.6271,291.555
929.7208,53.52939,32.20555,-4.042493,6.321589,-0.6324224,4.519808,-1.31919,8.465004,205.8326,259.5073,78.79486,79.46505,173.6271,291.555
928.4363,53.59969,32.20555,-4.194452,6.251288,-0.6943085,4.58272,-1.355367,8.402604,205.8326,259.5073,78.5553,79.30532,173.6271,291.7029
924.4223,53.66999,32.20555,-4.346411,6.180987,-0.8456526,4.645632,-1.393448,8.340204,205.8326,259.5073,78.64838,79.19881,173.6271,291.7029
918.9633,53.54658,32.11885,-4.375552,6.351999,-0.9289979,4.582784,-1.510484,8.297918,205.8326,259.316,78.14025,78.8164,173.6271,291.3902
914.5746,53.40932,32.02596,-4.395919,6.540249,-0.9991301,4.510952,-1.633161,8.257069,205.6825,259.0609,77.9068,78.35524,173.6271,290.883
912.2197,53.27207,31.93307,-4.416287,6.728498,-1.069262,4.439121,-1.742062,8.216219,205.5323,258.8482,77.66571,78.18886,173.6271,290.6674
910.8281,53.23132,32.00137,-4.416876,6.70301,-1.08427,4.315954,-1.625223,8.305892,205.5323,258.6144,77.87323,78.77406,173.3255,290.5195
910.6141,53.23193,32.13876,-4.408988,6.585919,-1.075652,4.215862,-1.759959,8.451502,205.3821,258.6144,78.13415,79.04369,173.2393,290.5195
909.1155,53.19567,32.20761,-4.307552,6.567597,-1.109851,4.139545,-1.83877,8.528953,205.2319,258.4655,78.22418,79.19724,173.1747,290.3716
903.1748,53.12252,32.20791,-4.464139,6.648042,-1.186869,4.081995,-1.861655,8.538244,205.1247,258.3167,78.125,78.75054,173.0239,290.1391
898.358,52.98822,32.17559,-4.629179,6.754078,-1.279283,4.034411,-2.06529,8.52243,205.0818,258.1253,77.55889,77.79157,173.0239,289.9277
890.0623,52.78855,32.1084,-4.803259,6.974555,-1.388156,3.997481,-2.150796,8.479779,204.7814,257.7213,77.26746,77.19591,172.8731,289.3922
881.9808,52.64275,32.02314,-4.896813,7.334625,-1.427937,3.962622,-2.302771,8.453021,204.5669,257.2108,76.98822,77.08108,172.7223,288.913
882.1414,52.64511,31.8882,-4.70863,7.419996,-1.277714,3.933463,-2.162382,8.469969,204.3308,256.828,77.22473,75.88969,172.5715,288.4478
890.4905,52.66508,31.77078,-4.232306,7.483611,-1.092271,3.905762,-2.159318,8.487411,204.0948,256.828,77.76642,77.65333,172.2698,288.5324
899.2678,53.01955,31.98624,-4.009246,7.133854,-0.8096962,3.905762,-2.054537,8.514259,204.0304,256.9981,78.68652,78.82883,172.119,288.9024
900.3917,53.37402,32.20169,-3.814097,6.263187,-0.5271214,3.905762,-1.370528,8.541107,204.2879,257.7213,78.19823,79.03115,171.9682,289.519
897.0735,53.25751,32.34719,-4.158968,6.215057,-0.9593524,4.017528,-1.55779,8.356269,204.3737,257.8276,77.75421,78.24223,171.9682,289.6318
892.0426,53.11623,32.23117,-4.523936,6.281219,-1.346218,4.135177,-1.931029,8.160288,204.3523,257.4235,77.50092,78.48385,172.0975,289.3464
889.8483,52.84767,31.90074,-4.626097,6.677118,-1.406456,4.113958,-1.86297,8.03217,204.3308,256.828,77.93121,78.38662,172.2698,289.0399
890.2764,52.55366,31.52741,-4.529821,7.052954,-1.391697,4.064966,-1.985743,7.754171,204.0304,256.5302,78.26996,78.40228,172.5715,288.7439
889.2061,52.43998,31.33708,-4.399957,7.02315,-1.202494,3.955153,-2.021829,7.667552,203.8802,256.2324,78.09447,78.01145,172.6576,288.5113
889.2061,52.36678,31.18782,-4.275498,6.902286,-1.102237,3.831685,-1.99709,7.658223,203.8802,256.2324,77.72369,78.40545,172.7223,288.4478
890.2764,52.35214,31.15797,-4.289344,6.799253,-1.135359,3.806992,-1.659053,7.708722,203.8802,256.2324,77.42462,78.08367,172.7223,288.5959
891.5609,52.35214,31.15797,-4.337767,6.641533,-1.201826,3.806992,-1.765209,7.774179,203.8373,256.2324,77.80151,78.75054,172.7223,288.4478
891.1328,52.3058,31.11104,-4.433446,6.569451,-1.246199,3.848402,-1.689973,7.782514,203.73,256.0835,78.28369,79.6075,172.8731,288.4478
883.6935,52.24664,31.05112,-4.542196,6.521055,-1.28446,3.901266,-1.837567,7.77505,203.7944,256.0835,77.95562,78.00517,172.8731,288.4478
879.3048,52.20345,30.99549,-4.574128,6.477121,-1.380064,3.932328,-2.075619,7.781347,203.73,255.7856,77.04925,76.88924,172.8731,287.9742
883.2118,52.2042,30.95171,-4.381761,6.445457,-1.279747,3.903433,-1.989572,7.825484,203.6442,255.4878,77.58942,77.9345,172.9592,287.7078
886.7441,52.20495,30.90792,-4.340216,6.413794,-1.17943,3.874538,-1.863694,7.869622,203.5798,255.6367,78.23334,78.3317,172.8731,287.8558
883.854,52.2057,30.86413,-4.374081,6.38213,-1.079113,3.845643,-1.778133,7.913759,203.5798,255.7856,77.49633,78.17471,172.7223,288.0038
877.5386,52.15786,30.83325,-4.43246,6.532871,-1.214701,3.825289,-2.06623,7.923433,203.5798,255.5942,77.15911,77.44273,172.7223,287.7783
876.6288,52.10145,30.80466,-4.495164,6.7158,-1.237436,3.806442,-2.261178,7.927025,203.4296,255.2006,77.3117,77.8544,172.7223,287.4117
875.5583,52.04503,30.77607,-4.531382,6.804543,-1.252041,3.787595,-2.214221,7.930617,203.4296,255.041,77.61077,77.73814,172.8084,287.2319
876.8964,51.98862,30.74747,-4.532961,6.704914,-1.266645,3.768748,-2.050048,7.934209,203.2794,255.041,77.46429,77.03396,172.7223,287.1156
874.5415,51.93221,30.71888,-4.534541,6.605284,-1.281249,3.749901,-1.943868,7.937801,203.2794,255.1261,77.00195,76.94273,172.7223,287.2637
870.5275,51.77435,30.66199,-4.550757,6.707887,-1.257721,3.707262,-2.488072,7.898814,203.2794,254.8921,77.16522,77.28397,172.5715,287.1015
867.905,51.55341,30.5875,-4.477511,6.936201,-1.21049,3.649833,-2.323678,7.833357,203.1292,254.6368,77.31017,76.82475,172.5715,286.7138
861.0544,51.3768,30.55822,-4.431925,7.169791,-1.227805,3.602463,-2.349035,7.858064,202.9789,254.4452,76.86005,76.5368,172.4206,286.5446
857.6291,51.22974,30.50882,-4.404778,7.406897,-1.288152,3.561798,-2.35123,7.94288,202.7,253.9984,76.96685,76.8452,172.2698,285.9876
859.5558,51.26069,30.40918,-4.346704,7.344812,-1.176676,3.560936,-2.265387,8.032878,202.378,253.7856,77.77709,78.09624,172.119,285.9312
859.3418,51.41031,30.41005,-4.342717,7.083266,-1.004151,3.586608,-2.043693,8.126329,202.378,253.7004,77.84728,77.93292,171.9682,286.0793
852.17,51.3441,30.36713,-4.461237,6.886624,-1.115077,3.607298,-2.091767,8.094366,202.2278,253.7004,77.24152,77.94392,171.6665,286.0793
845.8011,51.12371,30.29293,-4.843579,7.129346,-1.258241,3.624428,-2.304137,7.972821,201.9273,253.1045,77.00958,77.4883,171.6665,285.3336
841.8406,51.11336,30.21904,-4.461947,7.245175,-1.269024,3.613942,-2.360437,7.973133,201.6697,252.6575,77.42614,78.12606,171.5157,284.8416
851.7419,51.26362,30.1454,-4.034918,7.124696,-0.9472511,3.582337,-2.044983,8.066629,201.4336,252.6575,77.94647,77.99417,171.3218,284.7464
842.0547,51.24497,30.15592,-4.073376,6.817449,-0.9634629,3.568115,-1.369232,8.075969,201.4551,253.0832,77.3468,78.5137,171.0632,285.4023
836.5421,51.08812,30.23531,-5.06048,7.025304,-1.708971,3.568115,-2.450309,8.016452,201.3263,252.4446,76.3916,76.54781,171.0632,284.5666
841.1449,51.03378,30.22973,-4.594049,7.104208,-1.44067,3.516601,-2.108021,7.941022,201.3263,252.3595,77.05841,76.06767,170.9123,284.4502
839.6998,51.03464,30.1784,-4.774835,7.113677,-1.295205,3.437347,-2.335503,7.857024,201.176,252.2743,76.3916,76.18104,170.9123,284.3655
845.5336,51.03551,30.12708,-4.437362,7.123146,-1.068984,3.358094,-2.124272,7.773025,201.0257,252.0615,77.13928,76.34477,170.9123,284.4502
841.1449,50.92645,30.22268,-4.523577,7.07651,-1.248531,3.324337,-2.121937,7.702652,201.1331,252.3595,76.42517,76.29597,170.9123,284.6406
837.7196,50.77741,30.37171,-4.974374,7.009472,-1.465478,3.307123,-2.258429,7.637233,201.2189,252.1679,75.95215,75.65026,170.9123,284.288
841.359,50.78167,30.27413,-4.779053,6.948647,-1.29039,3.266494,-2.388574,7.466565,201.176,251.7634,76.12457,74.90797,171.214,284.0058
