JT_KFFD_630_01_0100001_1DCSOPC_AI02154,JT_KFFD_630_01_0601212_1DCSOPC_AI01064,JT_KFFD_630_01_0603201_1DCSOPC_AI01116,JT_KFFD_630_01_0603202_1DCSOPC_AI01143,JT_KFFD_630_01_0603203_1DCSOPC_AI01144,JT_KFFD_630_01_0603205_1DCSOPC_AI01131,JT_KFFD_630_01_0603207_1DCSOPC_AI01141,JT_KFFD_630_01_0603209_1DCSOPC_AI01126,JT_KFFD_630_01_0603235_1DCSOPC_AI01129
312.4317,24.59311,300.4161,1.169796,1.199875,57.33853,51.95935,55.15878,52.96674
313.5982,24.22781,299.324,1.16478,1.184826,57.33713,51.94571,55.13205,52.47986
313.6237,24.07541,300.441,1.144123,1.189842,57.33997,51.96045,55.16525,52.55341
313.6237,24.19223,301.0712,1.144733,1.204891,57.33453,51.97516,55.17639,52.90222
313.5728,24.20048,299.6689,1.154137,1.199245,57.3389,51.97516,55.1456,52.27814
313.9943,24.27841,300.766,1.174183,1.189232,57.33212,51.96436,55.16602,52.44293
314.7647,24.28241,301.4755,1.14975,1.210396,57.32205,51.96301,55.16174,52.60284
313.6237,24.41104,299.8123,1.159782,1.179199,57.34323,51.97495,55.15359,52.36816
313.1512,24.30371,300.3159,1.16478,1.214905,57.32953,51.97476,55.18048,52.48653
312.1919,24.24789,300.2079,1.169796,1.204169,57.34372,51.9657,55.16077,52.4789
312.6716,24.09793,299.8123,1.174812,1.204891,57.3381,51.97644,55.16428,52.41852
313.8635,24.42127,300.5371,1.159153,1.204891,57.34586,51.98605,55.17056,52.37906
311.6759,25.09476,300.5142,1.16478,1.187169,57.35303,51.9942,55.17856,52.66506
312.141,25.01328,299.0112,1.16478,1.179199,57.35358,52.00589,55.17517,52.42615
312.1919,25.108,300.4063,1.159782,1.197101,57.34207,52.00366,55.16232,52.39672
312.9114,24.72925,299.367,1.14975,1.17749,57.36673,52.00793,55.20236,51.98267
310.9419,24.48199,299.2769,1.159153,1.174183,57.36533,52.01144,55.18753,52.24956
311.9521,23.90505,298.9186,1.144733,1.214905,57.36356,52.01364,55.20151,52.25874
312.1919,23.37018,298.5971,1.164169,1.214905,57.35782,52.00937,55.17911,52.2171
311.8077,23.03051,299.0209,1.189232,1.209888,57.36194,52.00436,55.19278,52.52921
310.9419,22.64775,299.3136,1.16478,1.184216,57.35303,52.00864,55.20172,52.40076
312.9114,22.41909,298.9273,1.164169,1.199875,57.35776,52.00211,55.19769,52.02484
311.9521,22.2478,298.204,1.169186,1.174812,57.35843,51.97742,55.16803,51.99127
310.9419,21.62747,297.8494,1.155477,1.184826,57.36163,51.96396,55.16916,51.86615
310.5507,21.50546,298.0652,1.152616,1.174812,57.35757,51.93912,55.15555,51.84174
313.0931,21.74582,299.2157,1.182827,1.214905,57.33551,51.93896,55.15659,51.84937
312.1919,21.87131,298.5611,1.189842,1.179199,57.33469,51.94025,55.14639,51.64032
309.0305,21.84879,299.8123,1.184826,1.174812,57.34479,51.9574,55.15341,51.71661
310.0406,21.22577,299.651,1.164169,1.174183,57.35098,51.98688,55.16806,51.58997
312.141,20.85168,299.9455,1.169186,1.174755,57.35312,52.0105,55.18567,51.54877
310.7602,19.95444,298.2559,1.129093,1.139107,57.39151,52.02896,55.19653,50.9964
309.7499,19.33228,295.8069,1.124687,1.179199,57.3696,52.05759,55.21799,50.9964
311.4797,18.74326,295.5551,1.13409,1.174812,57.37607,52.05234,55.21484,51.19781
311.6613,19.22995,296.4058,1.13409,1.179199,57.40021,52.04257,55.23352,51.20697
311.0756,20.08989,296.5012,1.13409,1.179199,57.39929,52.0397,55.20139,51.0485
311.1244,20.84779,296.7632,1.14975,1.169796,57.39188,52.04465,55.22012,51.08714
311.7122,21.28943,295.9867,1.149139,1.174812,57.40417,52.04453,55.228,50.97198
311.6049,21.41873,296.5439,1.144123,1.16478,57.40375,52.04306,55.21533,51.57318
311.4215,22.01741,296.196,1.174812,1.178589,57.41699,52.05502,55.25549,51.61591
311.6613,22.15591,296.8063,1.144733,1.207398,57.42365,52.07376,55.23541,51.9165
311.843,22.63392,297.2092,1.14975,1.169796,57.41608,52.08615,55.26813,52.00256
311.9427,22.7347,297.0078,1.144733,1.179199,57.43359,52.10709,55.25381,51.54877
313.5146,23.16052,296.7377,1.16478,1.174812,57.4407,52.10379,55.27576,51.75977
313.3329,22.90558,297.0581,1.124687,1.174183,57.42413,52.10873,55.26138,51.86615
312.9114,22.96729,297.0047,1.16478,1.174812,57.44809,52.116,55.27563,51.9558
311.5654,22.82803,296.9862,1.154137,1.174812,57.44757,52.1394,55.29138,51.73754
313.0023,22.47183,297.5616,1.144733,1.209888,57.45932,52.15457,55.30414,51.94375
313.5728,22.4368,296.5976,1.155376,1.189842,57.47861,52.16788,55.32773,51.80581
314.0452,22.59534,298.5611,1.149139,1.184826,57.48096,52.18826,55.33969,52.11639
313.3329,22.25909,300.354,1.153526,1.184826,57.49637,52.20615,55.32788,52.68315
313.6237,21.34393,301.0712,1.139107,1.204262,57.47641,52.19608,55.35519,52.86865
313.1512,20.84848,300.5655,1.139717,1.209888,57.49451,52.16562,55.33023,52.68097
312.8533,21.34972,302.3867,1.139717,1.189232,57.47894,52.15613,55.33902,53.52173
313.8126,22.20127,303.5376,1.164169,1.229935,57.47983,52.16318,55.33182,53.45677
313.3973,22.99273,304.8035,1.183586,1.224937,57.47244,52.15964,55.31985,54.27704
312.8533,23.40213,305.275,1.139717,1.204262,57.48862,52.15552,55.32382,54.01807
313.8126,23.39465,306.2232,1.159153,1.234951,57.48599,52.17291,55.35684,53.94047
314.285,23.64944,307.0816,1.169796,1.234951,57.48422,52.17853,55.31204,54.11682
314.474,23.51917,307.4968,1.154137,1.234951,57.47028,52.16623,55.33875,54.14069
314.0452,23.96269,307.1387,1.149139,1.239338,57.46063,52.14734,55.33441,54.17306
312.9114,24.66364,306.8314,1.189232,1.234951,57.4718,52.14206,55.3364,54.1881
313.3329,25.67567,306.7594,1.149139,1.244984,57.45563,52.13577,55.29764,54.41372
313.3329,26.06012,306.8314,1.154766,1.204891,57.43304,52.12271,55.27429,54.04663
313.3329,25.92313,307.3349,1.154137,1.234951,57.43213,52.10614,55.28156,54.25829
311.2398,25.90707,307.0831,1.144733,1.194229,57.4238,52.09528,55.27756,54.43115
311.2398,25.81885,307.0036,1.154137,1.234322,57.41281,52.07529,55.25162,54.89175
311.1817,25.84457,307.2433,1.14975,1.229935,57.42141,52.05209,55.24905,54.2511
310.1715,25.71585,307.8384,1.159153,1.239338,57.39496,52.04321,55.23419,54.44794
309.9898,25.57141,306.5376,1.154766,1.244984,57.39175,52.01364,55.21146,54.35104
309.0305,25.70996,307.5256,1.164169,1.230564,57.37177,51.99759,55.18106,54.57306
311.4215,26.13949,310.0891,1.164169,1.275024,57.37408,51.98529,55.20883,55.14565
313.5728,26.23495,310.0172,1.159782,1.25,57.3637,51.9942,55.1911,55.0463
312.6134,26.56937,310.0357,1.169796,1.254349,57.35617,52.00604,55.16672,55.11627
311.1817,26.83282,308.6035,1.159153,1.239967,57.35562,52.00754,55.18265,55.28172
311.6613,26.95892,310.4858,1.154766,1.254997,57.34207,51.9985,55.17157,55.20826
313.8126,26.70767,309.8373,1.168556,1.264381,57.34875,51.99005,55.16177,55.00793
312.8533,26.65878,309.664,1.169796,1.25,57.33829,51.98984,55.18311,55.0014
312.8533,26.59134,309.3165,1.169186,1.248741,57.33662,51.98553,55.14606,55.37054
314.3121,26.34677,310.3409,1.169186,1.269417,57.33853,51.98773,55.15045,55.14221
315.0045,26.08722,311.4668,1.164881,1.294441,57.32362,51.99112,55.16864,55.31398
314.0452,26.33582,309.2804,1.164169,1.25,57.31706,52.00174,55.1636,54.97818
312.8533,25.86939,309.0177,1.167752,1.275024,57.32794,52.00717,55.15515,54.95889
313.8126,25.71088,312.221,1.159153,1.269417,57.31902,52.00223,55.17163,54.96041
315.0045,25.79587,310.367,1.179199,1.244984,57.32422,52.02008,55.17853,54.7627
314.0794,26.04602,311.5027,1.16478,1.244984,57.32064,52.01611,55.14166,55.31507
314.1147,26.16225,311.0962,1.158644,1.259384,57.32266,52.03156,55.18256,54.86603
313.0931,25.84021,308.0913,1.159153,1.234322,57.31976,52.02878,55.19379,54.56565
311.9012,25.7023,306.3278,1.169186,1.25,57.31927,52.03131,55.16827,53.74603
314.6048,25.33121,307.0657,1.174183,1.244984,57.32198,52.02493,55.1745,53.74603
317.6281,24.94449,308.0292,1.154766,1.234322,57.32486,52.01337,55.16446,53.49579
315.2101,25.06766,307.3611,1.164169,1.234322,57.30752,52.00787,55.17783,53.49579
313.3329,24.90018,306.6643,1.168169,1.229935,57.305,51.99533,55.17529,53.42102
313.3329,24.56384,305.9235,1.153423,1.224308,57.29953,52.02167,55.16571,53.36304
313.3329,23.88266,305.8319,1.189232,1.249371,57.30722,52.00803,55.16797,53.42102
313.3329,23.75812,305.2979,1.159153,1.234322,57.30807,52.00748,55.17776,53.20282
311.4797,24.02774,305.4886,1.174812,1.234322,57.30573,51.9971,55.15839,53.14484
312.6134,24.53653,305.0232,1.184826,1.234322,57.3053,52.00211,55.16586,53.23639
312.6134,24.4694,305.7709,1.184216,1.214905,57.30439,52.0141,55.15894,53.14484
312.6134,23.94392,304.5992,1.174812,1.219292,57.29944,52.02292,55.15659,53.04413
311.9012,23.68262,304.9374,1.170425,1.219292,57.29733,52.01764,55.18228,53.04413
313.5982,23.8125,303.6663,1.169796,1.229935,57.29959,52.02789,55.15421,53.24554
313.0931,23.77509,303.0167,1.184216,1.259384,57.31979,52.03992,55.17908,53.14484
312.141,23.89697,304.4725,1.184216,1.239166,57.31559,52.05258,55.1897,53.07617
312.6134,24.06693,304.6799,1.164169,1.214905,57.32065,52.08075,55.19324,53.19519
314.583,24.59131,303.5202,1.169796,1.224308,57.32681,52.08374,55.21683,52.96936
318.1078,24.95776,305.8491,1.184826,1.234951,57.31985,52.10825,55.23203,53.85246
319.2997,25.70189,307.687,1.189232,1.239967,57.33475,52.09979,55.20538,54.55453
320.2591,26.63831,310.7834,1.164169,1.259995,57.34476,52.11411,55.23373,55.22461
327.425,26.75894,313.652,1.174183,1.274414,57.35608,52.11969,55.23328,55.37524
339.1603,26.60571,317.6025,1.164169,1.27153,57.34509,52.12115,55.22958,56.52771
337.9341,26.25592,315.5441,1.178589,1.264381,57.34668,52.14307,55.23251,55.72662
340.0854,26.23214,319.8624,1.163559,1.28006,57.34265,52.14313,55.24646,56.9046
348.9229,26.51889,319.2956,1.13472,1.282915,57.35361,52.14871,55.23923,56.68575
351.5945,25.72726,320.4633,1.144123,1.266562,57.3475,52.14539,55.23972,57.28044
354.6499,24.97672,322.3114,1.154137,1.279411,57.34357,52.15317,55.23755,58.08258
360.9219,24.72443,330.1882,1.194229,1.279411,57.34192,52.17514,55.23319,58.95277
364.2651,24.47043,337.4023,1.179199,1.319504,57.33414,52.17874,55.23627,60.22949
366.3582,24.59244,342.3963,1.219292,1.399689,57.3443,52.20389,55.23999,60.65892
367.3684,24.82387,346.6481,1.229324,1.439781,57.33151,52.22662,55.2548,61.70523
370.8932,24.97281,347.2279,1.244354,1.439781,57.32611,52.26184,55.24896,61.94959
373.928,25.42997,349.3322,1.25,1.479874,57.31229,52.27087,55.26126,62.53357
379.4909,25.84009,349.1821,1.264381,1.480522,57.32541,52.29453,55.26071,62.33368
380.6828,26.46274,352.3658,1.254349,1.489906,57.32162,52.29205,55.26751,62.48888
381.6422,27.10254,351.5309,1.254349,1.485558,57.30356,52.30017,55.27149,62.55341
383.7934,27.5921,350.6241,1.274414,1.504936,57.31241,52.30646,55.27487,62.74414
388.1541,27.4431,351.8099,1.274414,1.504936,57.32089,52.32407,55.26178,62.8043
391.4318,26.72627,352.1859,1.294441,1.489906,57.30161,52.34824,55.28571,62.78251
392.3911,26.5784,354.6371,1.289444,1.484909,57.3121,52.3486,55.28329,62.92725
394.6005,26.94608,353.1174,1.290092,1.498314,57.31693,52.37433,55.29277,62.80548
395.9045,27.3205,357.9559,1.274414,1.484909,57.30997,52.37881,55.29947,63.55874
401.2287,27.57455,358.5161,1.278801,1.525002,57.31943,52.3858,55.31351,63.79874
404.332,27.62903,358.3984,1.294441,1.540031,57.32086,52.3956,55.33282,63.84583
405.5893,27.99835,360.0453,1.319504,1.525002,57.32083,52.40808,55.33319,64.14904
406.7158,27.49347,356.8954,1.279411,1.525002,57.30936,52.40881,55.32062,63.16986
408.6926,27.24097,359.8099,1.309509,1.526348,57.31616,52.41653,55.32361,64.03896
409.8032,27.40678,363.2355,1.324539,1.519966,57.32745,52.43311,55.34222,64.40473
411.4979,27.90506,361.9003,1.314507,1.525002,57.3212,52.44687,55.34387,64.0213
409.5865,28.5231,361.4033,1.334534,1.520615,57.32541,52.46204,55.35708,64.33716
407.4934,29.29245,363.4774,1.334534,1.545029,57.33139,52.47739,55.36383,64.29639
408.3396,30.18811,358.8104,1.294441,1.550064,57.34485,52.5079,55.39886,63.77106
407.9149,30.44562,359.4157,1.299477,1.516654,57.34109,52.54391,55.4099,63.8827
407.4353,30.22388,358.7036,1.289444,1.509972,57.35776,52.5564,55.40961,63.9801
407.7405,29.39592,357.6431,1.304474,1.516391,57.37399,52.56366,55.4271,63.93934
407.6751,28.55972,357.2834,1.299477,1.523546,57.39236,52.57601,55.42941,63.55939
407.2914,28.27176,357.2937,1.299477,1.523979,57.39935,52.5925,55.45556,63.4903
406.7158,28.64584,357.9025,1.284447,1.518544,57.39221,52.59485,55.45863,63.28583
407.2609,29.0249,357.1396,1.279411,1.530647,57.40198,52.61322,55.4772,63.3194
406.9556,29.28174,355.8884,1.294441,1.529999,57.4118,52.61917,55.49646,63.52081
405.7637,29.81839,356.7418,1.309509,1.529999,57.43561,52.60664,55.49377,63.34817
406.069,30.19034,357.6431,1.290092,1.500587,57.43137,52.58142,55.48395,63.24463
406.7937,30.724,357.5439,1.294441,1.529999,57.4259,52.57791,55.48079,63.43493
407.1082,31.22769,359.5963,1.289444,1.514969,57.42673,52.57474,55.47291,63.78653
405.5516,32.15429,358.6099,1.274414,1.525002,57.4201,52.57764,55.46163,63.77062
406.7158,32.97168,358.9573,1.314507,1.525002,57.43109,52.57254,55.45864,64.18266
407.7405,32.91183,362.3962,1.311106,1.540031,57.41754,52.57151,55.47589,64.4444
407.0428,33.16309,361.3406,1.340179,1.565094,57.4223,52.58276,55.48541,64.36837
407.96,33.15479,362.9074,1.373934,1.565094,57.42551,52.58737,55.46918,64.6273
410.541,33.39206,362.7265,1.379662,1.569377,57.42633,52.61127,55.48972,64.5183
407.4353,33.39005,363.6551,1.374626,1.570091,57.42767,52.60916,55.48044,64.44855
408.0603,33.79361,364.8478,1.337045,1.529999,57.44464,52.60866,55.4917,65.0032
407.9149,34.68194,368.8137,1.349602,1.550064,57.43823,52.60484,55.50647,65.16157
409.6519,35.08395,367.4164,1.374626,1.585121,57.45963,52.60461,55.50693,65.45105
410.8438,35.46579,366.9128,1.334534,1.545029,57.45444,52.62022,55.50494,65.0528
408.9324,35.47934,365.6158,1.374626,1.550064,57.45422,52.62439,55.51028,64.82156
407.9149,35.31119,367.5403,1.359596,1.565094,57.46692,52.62739,55.51953,65.21835
408.5933,34.08652,369.5722,1.359596,1.549377,57.45325,52.63495,55.52466,65.84887
410.3642,33.43909,370.1706,1.384659,1.560059,57.47504,52.63733,55.53882,65.60059
408.2202,33.31796,369.7052,1.38031,1.550713,57.45755,52.63511,55.51401,65.43688
409.3467,33.27802,370.4917,1.38401,1.570091,57.46976,52.63141,55.53009,65.6397
414.9065,32.61169,370.6741,1.364632,1.570091,57.4903,52.63794,55.52676,65.65094
410.2988,32.37009,371.9613,1.364632,1.590157,57.48346,52.63199,55.54758,65.90947
409.1069,32.46463,373.1766,1.38031,1.595802,57.47034,52.62302,55.5239,66.35284
412.0358,31.45245,371.4237,1.38031,1.585121,57.48114,52.62567,55.52896,66.1747
411.8032,31.19443,372.7875,1.384659,1.585121,57.49103,52.61466,55.52295,66.55666
411.8032,31.82294,376.1172,1.385307,1.580124,57.47513,52.5997,55.52335,66.33475
413.1695,32.34189,374.2523,1.375275,1.588004,57.4874,52.60928,55.50705,66.28288
413.4094,32.32302,374.9935,1.38031,1.565094,57.49274,52.61697,55.51465,66.38467
412.1121,31.96225,372.6404,1.369629,1.565094,57.48837,52.61972,55.51385,66.12287
411.1034,32.20999,374.6796,1.375923,1.570091,57.48331,52.61728,55.52805,66.34369
413.2349,32.4624,375.0774,1.394691,1.570091,57.49213,52.62815,55.52402,66.22053
415.3208,31.83105,373.1766,1.384659,1.570091,57.49805,52.62305,55.53012,66.12701
412.45,31.3066,373.8589,1.394691,1.565742,57.49338,52.61597,55.52225,66.00517
410.0662,30.41763,372.5804,1.360327,1.560059,57.50717,52.61126,55.52316,66.03568
411.6865,29.9953,372.2131,1.394691,1.585121,57.49292,52.60696,55.53329,65.96832
412.9951,29.52985,373.1766,1.384659,1.584473,57.4892,52.58478,55.51062,65.97595
411.0183,28.60711,374.1117,1.370277,1.58577,57.47672,52.58673,55.50284,66.21987
412.2102,27.40054,376.0768,1.374626,1.570091,57.50317,52.58884,55.50745,66.44527
410.3206,26.8454,375.6866,1.369629,1.580124,57.49326,52.58411,55.50452,66.55273
408.9366,27.47433,373.909,1.369629,1.580124,57.48645,52.55856,55.48846,65.9127
409.7921,27.76208,373.3401,1.359596,1.585121,57.49219,52.53433,55.50049,65.86631
410.1243,28.10104,370.6741,1.354599,1.585121,57.48526,52.52573,55.47058,65.37476
407.9804,28.60971,371.2431,1.354599,1.585121,57.47586,52.53278,55.47314,65.51666
407.9804,27.91943,369.957,1.36176,1.580124,57.47308,52.50626,55.47797,65.45105
407.0646,26.70157,369.9188,1.379662,1.620865,57.46829,52.49765,55.45465,65.3244
407.7405,25.93414,371.6736,1.379662,1.580772,57.44998,52.48358,55.46332,65.75165
407.9149,25.80359,368.6676,1.369648,1.620216,57.45584,52.46597,55.43774,65.23285
406.9556,25.79037,368.8583,1.354599,1.580124,57.45737,52.45343,55.42291,65.1001
407.1955,25.86926,367.9199,1.354599,1.590157,57.44016,52.45981,55.42365,65.32157
408.3874,25.74393,368.2044,1.339569,1.58577,57.44623,52.43152,55.41656,65.21454
407.2609,26.23887,367.5301,1.343214,1.578733,57.43875,52.42548,55.42224,64.79326
406.3109,26.51578,367.4164,1.324539,1.555061,57.44116,52.41394,55.42624,64.74915
409.3794,26.2108,367.2932,1.324539,1.553277,57.44965,52.41846,55.42203,64.63667
409.8264,25.71765,365.9637,1.324539,1.582138,57.44571,52.41422,55.418,64.49738
407.7405,25.49942,363.4033,1.319504,1.560059,57.4469,52.41534,55.41061,64.47296
408.9324,25.67664,364.8132,1.315506,1.519966,57.43945,52.39139,55.40698,64.37225
408.3874,25.54281,364.209,1.314507,1.560059,57.43646,52.37305,55.38608,64.37225
410.5386,25.19836,363.0333,1.324539,1.560059,57.43277,52.35318,55.38742,64.29749
409.3467,24.94336,361.2246,1.284447,1.519966,57.42023,52.34586,55.38647,64.29749
410.5386,25.19168,360.4693,1.284447,1.545029,57.42487,52.34613,55.38116,64.12201
410.2988,25.44168,360.9009,1.324539,1.550064,57.43182,52.31171,55.35736,63.96332
409.1723,25.8014,360.757,1.323079,1.519966,57.40958,52.30005,55.3602,64.14642
411.0962,26.32629,362.1521,1.294441,1.560059,57.40417,52.2836,55.32809,63.92212
410.5986,25.58267,360.6491,1.334534,1.545677,57.41354,52.26535,55.34348,63.87177
409.8264,24.32999,360.733,1.334534,1.545677,57.41104,52.25537,55.3295,63.92212
408.6926,23.94171,360.9009,1.309509,1.534996,57.40692,52.2374,55.30438,63.79547
410.8438,23.76007,361.0016,1.309509,1.530647,57.38324,52.20956,55.29138,63.7207
408.867,23.3175,359.9014,1.329536,1.519966,57.38818,52.1824,55.27838,63.74664
409.1754,23.28473,359.7107,1.315155,1.535683,57.36972,52.15146,55.26505,63.71155
409.5865,22.54364,359.4986,1.319504,1.519966,57.3645,52.13766,55.25293,63.67035
408.4528,22.42502,358.8943,1.339569,1.525002,57.37274,52.11142,55.23282,63.67035
408.7408,22.71951,356.4423,1.315514,1.534996,57.34955,52.08871,55.23547,63.7207
409.3297,22.92169,356.398,1.339569,1.519966,57.34903,52.06531,55.2052,63.62152
408.9324,23.05124,357.3914,1.354599,1.529999,57.32266,52.05295,55.18539,63.59558
409.8918,23.16528,356.3919,1.314507,1.525002,57.33426,52.02676,55.17227,63.54523
411.0837,24.12972,356.5074,1.334534,1.518299,57.33121,52.01089,55.18384,63.67035
412.2756,24.40881,356.3919,1.299477,1.475525,57.31177,51.99475,55.15033,63.62152
412.45,24.43045,357.7685,1.314507,1.504936,57.31555,51.97223,55.14169,63.59275
411.2581,24.38358,356.7505,1.314507,1.525002,57.29611,51.96182,55.11472,63.59558
411.5634,24.00818,356.9565,1.319504,1.494904,57.29526,51.93332,55.10852,63.38654
413.7073,23.63382,356.0394,1.309509,1.51062,57.30203,51.92346,55.10751,63.36975
413.4748,23.11199,355.7358,1.324539,1.494904,57.29031,51.90341,55.07806,63.39569
412.5154,22.25201,355.3848,1.324539,1.459846,57.27661,51.87521,55.05826,63.39853
414.6013,22.37357,354.4353,1.290785,1.494767,57.27039,51.84628,55.06964,63.57117
411.8371,23.23181,356.2655,1.319422,1.459846,57.26535,51.82724,55.02661,64.05357
414.8411,24.45239,356.0671,1.325776,1.519966,57.24631,51.80844,55.01736,64.04353
411.498,24.68634,358.1467,1.329536,1.525002,57.2399,51.80106,55.00568,64.1922
411.5634,24.22952,359.9014,1.289444,1.484909,57.2515,51.7858,55.01025,64.69879
412.5871,24.71162,358.9859,1.330185,1.485558,57.24084,51.78754,54.99554,64.3243
409.6519,24.65262,359.4339,1.294441,1.504936,57.23199,51.79242,54.99194,64.35111
410.8438,24.90057,359.4589,1.317351,1.519966,57.24744,51.77542,54.99582,64.5013
410.8438,25.02258,359.4687,1.334534,1.529999,57.22122,51.75092,54.97623,64.71275
409.5865,24.64166,357.2337,1.359596,1.529999,57.21506,51.73746,54.94455,64.07217
407.4353,24.00766,358.9745,1.334534,1.570091,57.22061,51.72269,54.95309,64.61678
410.8438,23.9938,358.4595,1.359596,1.575089,57.20456,51.71368,54.9303,64.74915
408.6926,24.51462,358.9303,1.319504,1.534996,57.20523,51.70731,54.92538,64.38642
407.5007,24.12601,358.4747,1.329536,1.590157,57.19806,51.69876,54.93082,64.32915
406.5756,23.13031,358.054,1.314507,1.560059,57.18201,51.67419,54.89389,64.59525
405.9091,23.00772,356.4484,1.355247,1.565094,57.16965,51.64551,54.89502,64.65363
405.5893,23.47382,359.0753,1.330185,1.565742,57.16522,51.64713,54.89175,64.90151
406.9556,24.10532,358.5281,1.334534,1.534996,57.17307,51.64703,54.89493,64.35438
406.9556,24.58798,359.7216,1.344566,1.575089,57.1626,51.64191,54.87354,64.60854
406.9556,24.73392,358.8943,1.32515,1.575089,57.15198,51.63956,54.85812,64.42261
406.9556,23.92447,358.8584,1.330959,1.586543,57.15921,51.63895,54.8779,64.16451
406.7158,23.21207,359.3369,1.319504,1.565065,57.15283,51.61884,54.86145,64.47868
407.9149,23.20685,358.2535,1.313776,1.529269,57.15524,51.6189,54.85559,64.13945
407.9149,23.27939,358.9303,1.359596,1.575089,57.17569,51.61264,54.85678,64.80952
407.021,22.91235,358.3603,1.319504,1.534996,57.14029,51.61609,54.85214,64.16168
408.8694,22.79184,358.8333,1.354599,1.630249,57.14359,51.60995,54.84973,64.55688
406.9556,22.94785,359.7063,1.329536,1.505585,57.14792,51.61404,54.849,64.93465
409.1069,23.25928,357.2845,1.344566,1.545029,57.16003,51.61719,54.85129,64.2443
410.0662,23.30441,358.8943,1.334534,1.550064,57.13971,51.61145,54.85471,64.48975
409.1069,23.04694,359.6137,1.334534,1.550064,57.14151,51.60663,54.83209,64.36593
409.1723,23.41922,359.1461,1.334534,1.590157,57.16168,51.60876,54.83322,64.26784
409.1069,23.1691,357.7042,1.340179,1.550064,57.16043,51.61234,54.84116,64.37225
410.1243,23.16336,358.8584,1.344566,1.534996,57.17126,51.60184,54.86038,64.14642
409.8918,23.37938,359.7576,1.300087,1.535683,57.14984,51.60458,54.82562,64.3546
409.8918,23.91089,360.9619,1.344566,1.580124,57.13998,51.595,54.82803,64.94904
410.1243,24.15518,358.7145,1.349602,1.54068,57.14258,51.59747,54.83817,64.3764
410.1243,24.117,358.3603,1.344566,1.543606,57.15417,51.59494,54.83914,64.73367
410.1243,24.11011,357.3914,1.324539,1.555061,57.14838,51.59079,54.85504,64.26392
412.2756,23.862,359.218,1.358904,1.529999,57.17291,51.61023,54.86108,64.38686
412.0358,23.60892,357.4993,1.335994,1.560059,57.16766,51.62024,54.86703,64.28986
409.8918,23.98495,359.9014,1.324539,1.560059,57.17661,51.62851,54.87555,64.3219
411.3235,24.483,359.9014,1.344566,1.560059,57.16589,51.63907,54.87845,64.52332
412.5154,24.98718,359.6137,1.333831,1.535018,57.17938,51.61423,54.86328,64.21923
412.0358,25.46001,357.7151,1.320937,1.520615,57.16565,51.6207,54.85355,64.2759
412.9951,24.97397,357.8949,1.324539,1.565094,57.18323,51.61517,54.86365,64.62402
411.745,24.18339,359.2972,1.319504,1.555061,57.16061,51.62512,54.87671,64.4577
410.8438,24.12894,359.6497,1.315155,1.580124,57.18719,51.62524,54.87866,64.74915
411.5634,24.51842,360.2905,1.315155,1.540031,57.17114,51.63034,54.85599,64.56582
411.3235,25.27133,358.5739,1.324539,1.526424,57.16455,51.61496,54.84506,64.43678
411.2581,26.2627,359.2791,1.324539,1.55571,57.17639,51.60617,54.8526,64.40452
412.2112,26.41475,360.4071,1.354599,1.565094,57.16779,51.60901,54.86588,64.86359
411.9703,26.02866,360.1151,1.38031,1.610832,57.15945,51.61115,54.86743,64.53988
411.9703,25.14148,359.1461,1.339569,1.570091,57.16995,51.60519,54.83737,64.62402
412.0358,25.00867,360.3995,1.328114,1.553639,57.1702,51.60397,54.87476,64.87361
411.0183,25.37789,359.2827,1.339569,1.565683,57.17761,51.60962,54.86761,64.41109
411.8032,25.51868,360.0098,1.355247,1.565094,57.16861,51.61606,54.86877,64.69818
410.7784,25.48619,359.6137,1.351215,1.540031,57.19244,51.62396,54.86069,64.62315
410.0662,25.19669,358.1467,1.344566,1.580772,57.17712,51.61411,54.87561,64.54773
409.8918,25.3287,359.5417,1.3374,1.568669,57.17557,51.6189,54.87854,64.79187
408.9324,25.37741,358.9569,1.335182,1.578247,57.18933,51.62756,54.88885,64.31274
410.0662,25.8562,358.0747,1.358904,1.609453,57.19046,51.63864,54.89423,64.33999
409.381,26.10867,359.1821,1.364632,1.603726,57.19971,51.64423,54.88266,64.78075
407.9804,26.61746,358.2077,1.324539,1.534996,57.22021,51.66312,54.91248,64.12201
409.1723,26.68677,357.5428,1.365242,1.575089,57.20227,51.67761,54.91849,64.27547
408.0143,26.81375,358.2262,1.360419,1.565094,57.21848,51.69867,54.91431,64.30795
407.8387,27.1835,358.6426,1.348579,1.545029,57.22528,51.72028,54.95062,64.30191
408.1693,27.35971,356.8039,1.335449,1.560059,57.25098,51.71933,54.94315,64.0976
406.7812,27.73605,358.5521,1.327209,1.515617,57.23505,51.73022,54.96259,63.92495
407.9149,27.77194,358.1467,1.32515,1.565742,57.24869,51.73535,54.96997,64.54773
406.7386,28.1176,359.4666,1.323794,1.549325,57.23857,51.74908,54.97403,64.24727
407.6378,28.80547,359.0088,1.364632,1.585121,57.24551,51.73166,54.95398,64.53649
410.9767,29.02876,360.2836,1.379662,1.621115,57.24612,51.72437,54.98557,64.67992
408.9324,28.89975,359.5036,1.344566,1.540031,57.24512,51.73901,54.95825,64.16168
406.7158,29.38414,359.4785,1.334534,1.55571,57.25232,51.75598,54.99329,64.13247
