JT_KFFD_630_01_0100001_1DCSOPC_AI02154,JT_KFFD_630_01_0601212_1DCSOPC_AI01064,JT_KFFD_630_01_0603201_1DCSOPC_AI01116,JT_KFFD_630_01_0603202_1DCSOPC_AI01143,JT_KFFD_630_01_0603203_1DCSOPC_AI01144,JT_KFFD_630_01_0603205_1DCSOPC_AI01131,JT_KFFD_630_01_0603207_1DCSOPC_AI01141,JT_KFFD_630_01_0603209_1DCSOPC_AI01126,JT_KFFD_630_01_0603235_1DCSOPC_AI01129
308.3182,14.8268,326.3419,1.159782,1.375275,58.60727,52.32665,56.03214,58.05664
307.3589,14.7061,326.3779,1.14975,1.375275,58.60315,52.32092,56.02734,58.05664
308.3182,14.83363,327.3849,1.169796,1.370277,58.62424,52.31652,56.02975,58.44596
309.9316,14.81291,327.3849,1.14975,1.360245,58.61499,52.31787,55.99857,58.53271
310.9419,14.57079,326.5038,1.159782,1.335182,58.63788,52.30481,56.02893,58.52509
308.9536,14.32744,327.4689,1.16478,1.365242,58.6019,52.30701,56.00845,58.51855
306.4068,14.07942,328.8258,1.159782,1.365242,58.63333,52.28552,56.02719,59.01206
308.7397,13.95972,328.7081,1.169796,1.340179,58.621,52.29514,56.0004,59.05391
310.891,14.14768,328.1686,1.199875,1.38031,58.62909,52.28403,56.00168,58.92312
310.9419,14.37563,327.8809,1.159782,1.340179,58.61462,52.27515,56.0033,58.35724
309.9898,14.61638,327.9615,1.170425,1.355858,58.63724,52.27094,56.02731,58.97653
308.9796,14.74126,328.2271,1.169796,1.365242,58.63513,52.27032,56.01077,59.08146
310.1715,14.41786,328.464,1.16478,1.355247,58.65881,52.28772,56.01437,58.64389
306.8283,14.29762,329.1397,1.159782,1.345215,58.64902,52.27499,56.0119,58.90045
306.8283,14.82112,328.2928,1.14975,1.350861,58.65973,52.29132,56.02295,58.96628
306.8865,14.90779,329.6716,1.159782,1.360245,58.6579,52.31552,56.04138,59.0526
307.308,15.02914,331.9473,1.199875,1.400986,58.64169,52.30841,56.04791,59.78546
306.3487,15.28073,330.8919,1.159782,1.360245,58.66116,52.327,56.05719,59.84446
306.167,15.07755,333.7046,1.169796,1.375923,58.67133,52.3396,56.06192,60.18727
307.3589,14.95642,333.9005,1.184826,1.385307,58.66977,52.36194,56.05997,59.71069
306.167,14.7538,332.0018,1.189842,1.370926,58.66605,52.36908,56.06448,59.67908
305.3769,14.4998,332.7146,1.176959,1.39534,58.68225,52.37454,56.07858,59.75342
304.2556,14.36751,330.8868,1.189842,1.400337,58.69714,52.38895,56.08868,59.53522
303.2454,14.12175,329.5277,1.190472,1.400337,58.7034,52.39804,56.08276,59.71069
303.7505,14.2505,330.6732,1.194859,1.39534,58.72388,52.40173,56.1012,59.39331
303.2267,14.28664,331.5702,1.194859,1.4254,58.71707,52.42508,56.13617,59.40661
302.5585,14.32735,331.3644,1.164791,1.39534,58.70306,52.42514,56.10645,58.95874
301.3682,14.39601,330.2231,1.139717,1.390305,58.73224,52.45129,56.13461,58.83331
302.0534,14.31609,330.6628,1.184826,1.385307,58.71713,52.45084,56.12576,59.09549
302.0534,14.56001,333.4688,1.189842,1.375275,58.71899,52.46078,56.13336,59.9156
301.9146,14.52083,337.738,1.21657,1.45546,58.72556,52.47742,56.16235,60.69692
307.1891,14.27544,340.6601,1.229935,1.451111,58.76144,52.48651,56.15704,60.83832
310.9187,14.40794,343.7382,1.224937,1.465492,58.77798,52.50076,56.15778,61.54327
312.0829,14.77803,342.9184,1.239967,1.490555,58.78351,52.51605,56.16763,60.93903
308.5768,15.27667,342.0258,1.234951,1.450462,58.79858,52.51517,56.18204,61.15701
307.3101,15.39783,341.9135,1.234951,1.451111,58.81436,52.52808,56.19388,60.88519
308.558,15.48087,339.9124,1.224937,1.450462,58.80991,52.53503,56.16223,60.86426
310.891,15.85687,342.8116,1.2643,1.430397,58.80896,52.54175,56.19977,61.27951
310.891,16.11115,342.9184,1.229935,1.430397,58.78741,52.54764,56.20743,61.32529
311.8531,16.11692,342.7963,1.239967,1.470528,58.79343,52.5509,56.19061,61.20961
312.9228,15.86166,342.0061,1.214188,1.445465,58.78198,52.54477,56.19647,60.96082
311.6613,15.81732,342.2759,1.205502,1.445465,58.79077,52.54681,56.19141,61.04071
311.843,15.82446,340.8051,1.214905,1.4254,58.79605,52.55283,56.20111,60.94273
311.9303,15.68997,341.9189,1.214905,1.44043,58.80948,52.54132,56.19653,61.50693
312.8024,15.59308,342.5609,1.214275,1.44043,58.78189,52.54297,56.1937,61.54415
313.5146,15.63101,344.6732,1.234951,1.450462,58.78604,52.5188,56.17026,61.59058
311.6032,15.42426,342.4955,1.244984,1.415367,58.7663,52.53128,56.19968,61.09292
311.6032,15.4389,341.835,1.204891,1.420403,58.77899,52.51483,56.17514,60.96395
311.6032,15.189,339.9124,1.194859,1.379662,58.78146,52.50528,56.17828,60.01129
313.8126,15.06857,338.2296,1.179829,1.390305,58.76993,52.50864,56.13113,60.01129
313.2987,15.01044,338.3255,1.194859,1.38031,58.75012,52.47952,56.16602,59.93652
314.5944,15.14307,331.2836,1.193431,1.370277,58.77463,52.47394,56.14911,58.5944
313.7545,14.94081,330.8894,1.159782,1.32515,58.74197,52.45984,56.15033,58.10699
313.5728,15.03476,328.3844,1.14975,1.330185,58.74677,52.43051,56.11337,57.95593
314.3092,14.96124,330.04,1.139717,1.335182,58.74857,52.44644,56.14041,57.95593
315.3918,14.82982,321.9997,1.13472,1.29509,58.75885,52.43759,56.14365,56.604
314.7065,14.70549,322.1207,1.129093,1.31012,58.73434,52.42722,56.13666,56.62842
313.5728,14.58064,322.3724,1.143311,1.315155,58.75491,52.42532,56.13135,56.70319
311.3862,14.47243,316.6046,1.114674,1.270027,58.74942,52.40863,56.15897,56.00128
311.3634,14.1531,314.8152,1.117749,1.26503,58.73019,52.40067,56.11557,55.55115
310.2296,13.98155,314.8499,1.119671,1.26503,58.71466,52.38895,56.10486,55.42603
309.2703,13.92268,314.209,1.119671,1.285057,58.75861,52.36169,56.11276,55.65033
308.2601,14.29317,315.7908,1.119671,1.26503,58.7222,52.35889,56.10806,55.65033
307.8035,14.55461,315.3534,1.104641,1.270027,58.7421,52.35211,56.12796,56.1264
305.6364,14.81242,314.5981,1.124687,1.26503,58.75443,52.34872,56.11575,55.47485
305.6873,14.94164,315.8569,1.114674,1.275024,58.72992,52.33478,56.08966,55.34973
306.8283,15.04022,313.4613,1.114674,1.270027,58.73737,52.31366,56.11877,55.22461
306.5885,14.90656,313.8504,1.109047,1.270027,58.72998,52.32169,56.09717,55.27496
306.5885,14.78548,314.0793,1.099625,1.275024,58.71249,52.32047,56.08258,55.2002
306.4068,14.71773,313.179,1.124687,1.275024,58.70261,52.29236,56.08411,55.17426
306.8283,14.33626,313.3469,1.124687,1.305122,58.69589,52.2677,56.05478,55.14984
305.6364,14.20879,313.1332,1.124687,1.26503,58.69388,52.26501,56.05402,55.3639
306.8283,14.11958,315.1016,1.124687,1.28006,58.69223,52.25018,56.03702,56.02722
306.1088,14.27861,316.2498,1.13472,1.290092,58.68765,52.22815,56.0488,56.5033
304.9169,14.32454,320.0062,1.129704,1.305122,58.66449,52.21335,56.03748,57.27626
304.7352,14.38042,323.3719,1.14975,1.300087,58.67538,52.20056,55.99106,57.57294
307.0682,14.50148,323.6956,1.149139,1.299477,58.64371,52.19754,55.98264,58.26067
305.8763,14.74898,326.8814,1.13472,1.315155,58.63596,52.18918,55.95172,58.28247
305.3109,14.76881,328.94,1.165243,1.350212,58.63092,52.17816,55.93518,58.28608
305.3644,14.61559,331.7086,1.174812,1.345215,58.62823,52.1716,55.94534,59.181
305.4989,14.73582,332.7539,1.174812,1.330185,58.61215,52.14374,55.92828,59.21326
306.8283,14.93336,334.1849,1.169796,1.335182,58.56235,52.13123,55.91263,59.63571
307.4565,15.36734,335.18,1.181251,1.335182,58.55844,52.13986,55.89587,59.51778
308.3182,15.61255,334.1446,1.169796,1.335182,58.54477,52.13266,55.90652,59.70459
308.3182,15.85721,335.5904,1.169796,1.375275,58.56049,52.14212,55.87158,59.81064
308.7397,16.00397,338.0007,1.201297,1.367253,58.5336,52.12881,55.89673,59.96137
308.7906,16.20162,337.689,1.209888,1.374626,58.5452,52.13013,55.86661,59.83124
307.7804,16.20144,336.8334,1.204891,1.355247,58.54959,52.11444,55.85526,59.56399
308.7397,16.09756,336.3419,1.204891,1.360245,58.49356,52.13077,55.84305,59.26056
310.3684,16.06241,338.4605,1.189842,1.360245,58.50873,52.10071,55.84253,59.98871
308.7885,16.04964,337.4418,1.204891,1.400337,58.47263,52.09787,55.83066,59.95738
308.4999,16.16901,338.913,1.209888,1.385307,58.46796,52.08319,55.84201,59.96094
310.6512,16.26141,340.6601,1.224937,1.4254,58.44305,52.08871,55.81683,60.43854
310.6512,16.09624,339.301,1.184826,1.400337,58.47244,52.07025,55.80225,60.32693
309.3637,15.74811,339.8405,1.209888,1.430397,58.45621,52.07559,55.78488,60.16562
308.2056,15.50369,339.5348,1.214905,1.430397,58.4516,52.07047,55.7673,60.43777
308.2601,15.73033,342.0347,1.214275,1.424751,58.44202,52.05042,55.76611,60.65419
310.7423,15.9942,344.1914,1.239967,1.424751,58.42194,52.05127,55.7774,60.90589
312.5626,16.12253,343.4219,1.244984,1.4254,58.41913,52.03986,55.7663,61.39069
312.5626,16.27188,342.7157,1.204262,1.4254,58.38156,52.03073,55.74258,60.72409
313.035,16.4064,341.5593,1.219921,1.4254,58.39948,52.04575,55.75104,60.68791
312.8024,16.28311,340.0192,1.219921,1.385307,58.38385,52.0336,55.72018,60.57391
312.8024,16.03427,340.938,1.194859,1.385307,58.38571,52.01605,55.69623,60.1835
313.7659,15.91299,338.4094,1.209888,1.37195,58.35806,52.0224,55.71753,59.872
313.9943,15.77527,338.1577,1.214275,1.38031,58.36127,52.00555,55.68576,59.78546
313.6937,15.78181,336.9162,1.169796,1.337335,58.34399,52.02405,55.70819,59.35974
319.7625,15.71465,333.3239,1.179829,1.320152,58.35269,52.02487,55.72458,59.13391
324.0819,15.8302,334.1446,1.174812,1.29509,58.35928,52.02634,55.70517,59.15985
317.8483,15.62511,328.8879,1.16478,1.254997,58.3382,52.02942,55.70419,57.49664
312.5626,15.32455,327.0612,1.13472,1.335182,58.34454,52.02216,55.69553,57.47986
313.5728,15.20248,327.774,1.14975,1.370277,58.32248,52.00662,55.69052,57.42188
312.5626,15.13446,326.0574,1.161916,1.370277,58.32266,52.00674,55.69391,57.43103
312.6653,14.99698,325.9168,1.144733,1.369629,58.32336,51.99548,55.68643,57.47986
310.891,15.09824,324.695,1.184826,1.360245,58.32993,51.99921,55.69687,57.45544
310.891,15.46347,326.3779,1.144123,1.365242,58.34769,51.98672,55.6749,57.33032
310.4113,15.5838,322.5378,1.129704,1.348546,58.31821,51.99539,55.67972,56.47736
308.2601,15.78729,322.1207,1.144733,1.345215,58.31454,51.98972,55.69089,56.67877
306.3829,16.15396,322.2645,1.13409,1.334479,58.32547,51.97708,55.69226,56.5349
306.4286,16.08051,322.7158,1.13472,1.325346,58.31451,51.9772,55.68274,56.47736
306.5885,16.13232,323.0515,1.144733,1.328645,58.3212,51.97543,55.6864,56.67877
306.2459,16.01114,322.9065,1.14975,1.336888,58.30185,51.9595,55.66254,56.63103
306.1088,15.89026,322.8226,1.124687,1.299477,58.2803,51.95316,55.65585,56.67877
306.0623,15.72186,317.1441,1.124687,1.31012,58.29501,51.93805,55.65207,55.57556
306.1088,15.78873,316.3528,1.139107,1.31012,58.28854,51.94199,55.66745,56.14428
306.4686,15.80704,315.8569,1.124687,1.31012,58.2861,51.94412,55.66638,55.84259
306.3487,15.6843,316.4608,1.129093,1.299477,58.29102,51.94016,55.66055,56.50242
306.3487,15.43652,319.7567,1.13472,1.32515,58.28497,51.92422,55.66254,56.8246
307.9891,15.31564,320.1141,1.144733,1.329536,58.28412,51.91837,55.63324,56.82831
309.4592,15.58463,322.2645,1.139717,1.305122,58.28525,51.90427,55.60001,57.21784
309.6918,15.6561,324.0553,1.139107,1.304474,58.29028,51.90176,55.6315,57.14438
308.2601,15.70123,323.9735,1.154766,1.31012,58.30042,51.89594,55.61383,57.21588
309.0305,15.75031,324.1272,1.144733,1.31012,58.28915,51.91339,55.599,57.10449
308.9796,15.61862,325.3424,1.139107,1.304474,58.26001,51.89484,55.59875,57.76978
310.1715,15.3624,325.6728,1.16478,1.335182,58.25644,51.89578,55.59058,57.53389
311.1308,15.35184,325.8057,1.159782,1.31012,58.2626,51.89517,55.59219,57.48008
310.6512,15.31131,325.5615,1.169186,1.285057,58.26007,51.88422,55.58694,57.26887
310.702,15.18622,325.5408,1.139107,1.305122,58.26813,51.8884,55.58902,57.29087
310.891,15.23956,324.6231,1.169796,1.330185,58.24118,51.88986,55.58545,57.17926
312.0829,15.2912,324.197,1.144733,1.290092,58.24457,51.87622,55.54773,57.08749
312.1913,15.33795,323.8754,1.14975,1.290092,58.26337,51.8588,55.57492,57.17163
311.6512,15.35782,323.7185,1.144733,1.305349,58.25677,51.85797,55.56241,57.52934
311.3634,15.12521,323.8394,1.144123,1.349602,58.24338,51.8494,55.54208,57.36411
311.1817,15.13516,322.3114,1.154137,1.330185,58.2547,51.85477,55.55698,56.9458
311.3634,15.07922,325.725,1.14975,1.330185,58.25186,51.84058,55.55145,57.76956
310.1715,15.14501,322.6874,1.174183,1.305122,58.25281,51.82684,55.54193,57.58078
311.1308,15.16655,322.1207,1.158341,1.320152,58.23993,51.83585,55.53299,57.37653
311.3634,15.18127,323.192,1.165496,1.340179,58.2323,51.82794,55.51849,57.22961
310.891,15.15179,325.3784,1.16478,1.305122,58.21741,51.8291,55.51334,57.95593
312.5596,15.27286,324.7421,1.16478,1.359596,58.22501,51.82129,55.52063,57.74078
310.1715,15.0791,324.4959,1.15591,1.349602,58.23798,51.81076,55.51617,58.08105
311.1308,14.82613,324.3179,1.154137,1.304474,58.22006,51.79056,55.50653,57.65533
311.6032,14.84173,323.8852,1.157363,1.315155,58.20355,51.78326,55.48361,57.48291
309.3201,14.73036,324.2656,1.159782,1.309509,58.20667,51.77948,55.45932,57.38395
308.0602,14.60905,323.3162,1.13472,1.299477,58.17805,51.76907,55.49792,56.95343
308.7397,14.56245,322.1207,1.114674,1.29509,58.17615,51.76443,55.45755,56.72913
308.7397,14.3557,322.6719,1.119671,1.275024,58.17975,51.76865,55.46469,56.52008
307.5051,14.09502,320.3049,1.114044,1.275024,58.16983,51.75165,55.44781,55.49526
306.8283,13.97411,319.6041,1.109657,1.283092,58.15121,51.76196,55.43719,55.40009
308.0202,13.89275,311.3403,1.124687,1.244984,58.15808,51.74542,55.46158,54.039
308.1002,14.10755,312.0804,1.129704,1.26503,58.15302,51.71548,55.43268,54.21448
305.3966,14.42166,311.8439,1.114044,1.28006,58.16943,51.69766,55.41483,54.38995
306.3487,14.57411,312.0422,1.124077,1.244354,58.13785,51.71005,55.42896,54.34723
307.308,14.69746,312.4455,1.139717,1.285057,58.12692,51.68076,55.40613,54.69818
306.3487,14.93846,310.8717,1.114044,1.29509,58.11659,51.67322,55.42578,54.47235
305.1568,15.01129,312.0956,1.109657,1.254349,58.1203,51.66467,55.44492,55.04913
307.2395,14.9635,313.3469,1.14975,1.29509,58.12231,51.6835,55.42282,55.22461
306.1462,14.88576,314.3082,1.139717,1.305122,58.1034,51.69614,55.41437,55.59322
305.7803,14.81621,319.9142,1.139717,1.305122,58.10206,51.68628,55.41568,56.78375
305.191,14.7784,321.4384,1.139107,1.274414,58.11106,51.69925,55.38843,57.07049
307.0682,14.52937,320.5566,1.139717,1.284447,58.08234,51.69931,55.39862,56.82831
305.1059,14.39775,322.9969,1.139107,1.290092,58.10281,51.70377,55.40256,57.61806
304.0157,14.27727,326.2918,1.139717,1.329362,58.1118,51.68942,55.40729,57.78089
306.1088,14.22002,328.3844,1.139107,1.29509,58.10758,51.69852,55.39758,58.00149
307.0682,14.39278,327.0885,1.154766,1.32515,58.10258,51.70255,55.40204,58.01653
306.3487,14.51805,327.446,1.149745,1.29508,58.09211,51.70432,55.38559,58.06084
305.8763,14.72792,329.9757,1.179829,1.329536,58.10324,51.72327,55.36505,58.6101
308.4999,14.95113,330.2391,1.159782,1.315155,58.09607,51.71176,55.39453,58.46634
309.5101,15.19778,333.1451,1.189232,1.329536,58.09726,51.71625,55.38556,59.05914
308.4999,15.19766,334.3451,1.189232,1.365242,58.08998,51.73645,55.35797,59.3423
309.4592,15.45868,334.4694,1.184826,1.365242,58.09274,51.74155,55.37952,59.61696
312.6134,15.44052,334.0912,1.184826,1.360245,58.07019,51.73865,55.36911,59.50165
312.2885,15.69046,332.9379,1.184216,1.319504,58.07231,51.74402,55.36322,59.29845
310.7903,15.92412,332.4323,1.159782,1.32515,58.07013,51.7373,55.38776,59.48159
310.8329,16.18478,331.822,1.159782,1.304474,58.07352,51.73581,55.39597,59.3229
311.9012,16.24936,333.3991,1.16478,1.365242,58.06116,51.76022,55.39767,59.34426
313.035,16.25726,333.8841,1.169186,1.358904,58.07355,51.75644,55.37021,59.34208
311.9012,16.29645,332.8552,1.174183,1.361504,58.07139,51.76505,55.39944,59.01794
312.1649,16.41953,332.7866,1.169186,1.36813,58.06371,51.77902,55.36588,59.53064
311.9012,16.41809,331.8329,1.209278,1.334534,58.06421,51.76755,55.40985,58.79974
310.9419,16.29468,332.6935,1.177197,1.334534,58.03837,51.77713,55.39978,59.1275
312.6062,16.39328,332.9206,1.179199,1.375275,58.03528,51.76468,55.39182,58.84269
311.1817,16.51471,332.7011,1.174623,1.33218,58.05205,51.7843,55.39754,59.0242
312.3227,16.38968,335.4863,1.174812,1.392016,58.0535,51.77625,55.35712,59.5217
311.9801,16.26733,333.3359,1.199875,1.360245,58.02411,51.79318,55.39938,58.90808
312.1172,16.44837,331.3185,1.164074,1.315155,58.03664,51.77133,55.36938,58.82111
311.1817,16.50803,330.3909,1.16058,1.355247,58.0347,51.75797,55.39804,58.39081
311.9012,16.53177,330.3909,1.164169,1.375275,58.03006,51.76395,55.36765,58.07343
310.5006,16.65549,328.4912,1.154766,1.375275,58.02936,51.77322,55.38388,57.65533
312.7796,16.77798,327.2192,1.159782,1.369629,58.03125,51.76709,55.37582,57.63092
311.9921,16.90842,325.6302,1.154137,1.350212,58.03287,51.77435,55.38782,57.60651
312.4432,16.73981,325.4961,1.159782,1.354599,58.02536,51.76056,55.38727,57.53021
311.9012,16.49451,325.5692,1.16478,1.345215,58.03323,51.77481,55.39694,57.547
309.2796,16.37439,325.9405,1.14975,1.329536,58.03854,51.77734,55.37329,57.43866
308.7397,16.24493,325.882,1.139717,1.370926,58.02634,51.77222,55.40527,57.2052
310.9419,16.25342,325.1049,1.154766,1.350212,58.02777,51.78775,55.37598,57.25555
310.2296,16.07132,326.2621,1.144123,1.349602,58.01379,51.78226,55.39983,57.08008
308.2601,16.15289,326.0727,1.154766,1.324539,58.0242,51.79288,55.39874,57.10449
309.8185,16.27951,325.6051,1.139107,1.335182,58.02631,51.78247,55.40012,57.16204
308.2601,16.04089,327.165,1.13472,1.330185,58.00314,51.80963,55.41255,57.2052
308.0784,15.89523,327.7729,1.144733,1.329536,58.03421,51.80582,55.4262,57.2052
307.3589,15.92761,324.1699,1.114674,1.31012,58.02332,51.8082,55.40486,56.38824
307.5478,16.17001,322.2923,1.154766,1.31012,58.01553,51.8071,55.43863,56.22711
307.5478,16.42218,321.8329,1.159153,1.300087,58.02585,51.82043,55.43804,56.25305
306.248,16.63204,321.9746,1.114674,1.259995,58.06424,51.8432,55.44254,56.21033
308.558,16.6903,323.2269,1.154766,1.345215,58.06638,51.85376,55.4602,56.34853
307.5478,16.29459,323.3719,1.140347,1.305122,58.06668,51.87921,55.47791,56.2851
307.5478,15.88831,323.3719,1.099625,1.275024,58.05936,51.88422,55.49725,56.52771
307.8385,15.4098,322.9588,1.144123,1.319504,58.06641,51.8924,55.48276,56.81
307.0809,15.12155,324.1108,1.144123,1.270027,58.09433,51.9245,55.49906,56.90983
309.0014,14.91928,323.5016,1.144733,1.339773,58.09674,51.92838,55.51125,57.38525
308.1325,14.87066,322.1032,1.155376,1.314507,58.12817,51.96005,55.53255,56.87866
309.9898,14.97331,321.6967,1.149139,1.274414,58.12759,51.96555,55.52427,56.97675
311.3634,15.11343,320.4193,1.164169,1.314507,58.14633,51.99088,55.53821,56.77032
309.9898,15.21512,322.6711,1.145363,1.285057,58.15004,52.01694,55.56124,57.11899
312.141,15.46143,326.6296,1.140347,1.285057,58.1701,52.03101,55.60458,57.38068
313.2748,15.54105,323.664,1.14975,1.259995,58.1936,52.05294,55.6067,57.22721
312.3736,15.31149,324.4433,1.139107,1.26503,58.18518,52.09237,55.62844,57.2876
312.141,15.02472,325.3424,1.124077,1.26503,58.22479,52.11664,55.65976,57.45414
312.0829,14.96582,325.0244,1.165409,1.31012,58.23346,52.1466,55.70043,57.80151
311.843,15.20917,324.695,1.125298,1.26503,58.25937,52.1912,55.70538,57.70896
312.357,15.46347,325.8896,1.140347,1.290092,58.25641,52.2041,55.73614,57.41272
312.3467,15.509,328.8887,1.174812,1.290092,58.28165,52.23379,55.73752,57.55127
312.1857,15.46045,324.8389,1.13472,1.28006,58.3205,52.25068,55.78135,57.08706
312.2417,15.47665,324.9678,1.13472,1.315765,58.33847,52.27549,55.7663,57.17052
312.8024,15.54398,322.6776,1.129704,1.275024,58.35947,52.31912,55.82178,56.55365
314.9464,15.53946,322.3902,1.129704,1.290092,58.37247,52.34272,55.82437,56.55365
312.5626,15.47186,319.3294,1.125298,1.26564,58.39365,52.37192,55.86868,55.55191
312.0829,15.34644,319.3665,1.125298,1.25,58.39447,52.38812,55.879,55.25055
312.141,15.22479,313.7043,1.103213,1.224937,58.4295,52.40218,55.87909,54.15976
311.1817,15.23438,313.652,1.101774,1.229935,58.46085,52.40161,55.91278,54.42352
309.9898,15.14508,308.3344,1.139717,1.220551,58.47653,52.41302,55.94254,53.19519
311.1817,15.061,309.3153,1.099625,1.179829,58.47464,52.41778,55.94107,53.22723
313.3878,15.19827,307.4004,1.113565,1.179529,58.50828,52.41926,55.97356,53.2196
311.3634,15.32129,308.5861,1.105251,1.214905,58.51089,52.44452,55.97534,53.34473
310.2296,15.47311,310.1251,1.130314,1.209888,58.53006,52.44992,55.99994,53.48511
308.8405,15.35654,310.3136,1.13533,1.224937,58.55713,52.45049,56.01263,53.50211
307.3589,15.27768,310.3409,1.114674,1.219921,58.5549,52.45392,56.00458,53.54614
306.3487,15.33054,309.8373,1.124687,1.26503,58.56363,52.46094,56.03839,54.04663
305.4475,15.33389,310.4924,1.114674,1.259995,58.58353,52.46144,56.03513,54.0778
305.1568,15.461,309.0406,1.119671,1.26503,58.59863,52.47538,56.04642,54.34047
305.6364,15.52097,312.4727,1.139717,1.275673,58.59601,52.48593,56.02933,54.70625
303.536,15.34738,313.3469,1.129704,1.270027,58.60315,52.4859,56.02975,54.87366
300.1929,15.36169,317.2333,1.13472,1.305733,58.62579,52.48457,56.0549,55.89676
299.4225,15.41931,320.8902,1.1203,1.26503,58.63223,52.5072,56.08234,56.65
300.3819,15.54031,322.9294,1.159782,1.32515,58.64703,52.521,56.10245,57.47986
299.6624,15.62186,326.6322,1.144733,1.285057,58.6637,52.52798,56.08316,58.21788
299.951,15.65729,328.4204,1.154766,1.29509,58.63843,52.53378,56.06113,58.06732
299.7205,15.5845,332.2002,1.169796,1.335182,58.64709,52.54657,56.08246,58.79037
299.2876,15.70474,332.7446,1.169796,1.350212,58.66153,52.56004,56.07288,58.90961
298.7612,15.81818,334.198,1.16478,1.375275,58.65277,52.56543,56.04999,59.09947
300.8615,15.698,335.8994,1.204161,1.365242,58.66034,52.57855,56.09821,59.76868
305.2149,15.65656,339.4089,1.165409,1.385307,58.66946,52.57559,56.1727,60.27832
305.6562,15.91245,337.9419,1.169796,1.370277,58.668,52.58585,56.12054,59.77543
303.7759,15.87756,339.5767,1.209888,1.41037,58.68231,52.58502,56.12015,60.25365
301.5738,15.8248,338.3364,1.210518,1.411018,58.6449,52.58441,56.14093,59.97641
301.5738,15.85812,339.7217,1.194859,1.420403,58.69388,52.58292,56.10666,60.4126
302.5331,15.83472,339.8405,1.204891,1.420403,58.65875,52.56705,56.1312,60.61641
305.8763,15.84601,341.2895,1.25,1.441078,58.6622,52.56189,56.11896,60.34966
307.4655,15.94196,343.8535,1.25,1.44043,58.66385,52.56967,56.13,60.7145
308.1573,15.9559,344.1696,1.214905,1.441078,58.65265,52.54047,56.10291,60.88867
308.7397,15.46786,342.5849,1.214905,1.446114,58.64795,52.55472,56.1048,60.48737
309.9316,15.09952,342.8486,1.214905,1.446114,58.65411,52.55661,56.09503,60.90371
309.3093,14.8437,344.0595,1.224937,1.44043,58.63882,52.54449,56.06223,60.69554
308.7397,14.58769,343.6737,1.199875,1.44043,58.65994,52.51123,56.05692,60.70709
312.0829,14.59044,342.4149,1.204891,1.450462,58.64435,52.52057,56.06329,60.58807
312.3227,14.83315,345.1767,1.235958,1.435432,58.62442,52.50005,56.06024,60.89371
313.1886,14.95422,346.4279,1.239967,1.450462,58.61118,52.48102,56.03214,61.06785
315.6659,15.07709,343.7784,1.224937,1.460495,58.6077,52.45963,56.02069,60.96758
314.5404,15.19553,344.7811,1.219921,1.420403,58.58786,52.45203,56.03455,61.11843
312.493,15.22318,344.6176,1.239256,1.475525,58.58493,52.43539,56.01416,61.18578
311.5518,14.96689,348.2353,1.234449,1.505585,58.57352,52.42899,56.01929,61.44501
312.3227,14.72965,347.6807,1.229935,1.505585,58.573,52.42245,56.00839,61.72089
314.474,14.57884,346.6067,1.235662,1.465492,58.56454,52.41348,56.02295,61.28475
314.7065,14.46535,347.4884,1.229935,1.466141,58.5665,52.40637,55.95605,61.14807
312.5626,14.34044,345.6377,1.229935,1.465492,58.56348,52.40543,55.99567,61.15723
311.4215,14.46638,343.4219,1.234951,1.4254,58.54959,52.38638,55.94391,60.58807
314.474,14.45613,342.0236,1.194859,1.435432,58.53751,52.38028,55.96127,60.1532
315.4842,14.34727,342.5089,1.209888,1.39534,58.54855,52.37338,55.95682,60.12497
314.8301,14.16032,340.3549,1.169796,1.385307,58.53656,52.36166,55.93021,59.43604
313.2748,14.06218,337.4743,1.199875,1.390305,58.51981,52.34988,55.95337,59.23462
316.4193,14.12334,338.0857,1.159782,1.365242,58.51938,52.34229,55.91238,59.07593
315.426,14.19203,335.4034,1.159782,1.365242,58.51031,52.32349,55.91122,58.63342
314.2341,14.19676,329.9953,1.119671,1.320152,58.49573,52.31448,55.8812,57.5058
312.0829,14.14657,329.9593,1.139717,1.32515,58.49356,52.28366,55.92297,57.5058
312.5626,14.25298,328.8879,1.139717,1.340179,58.48282,52.26401,55.89713,57.57294
314.2312,14.40659,327.4144,1.13472,1.350212,58.46625,52.25558,55.87949,57.41185
312.7443,14.51036,325.882,1.13472,1.335182,58.47745,52.24136,55.87656,57.00378
311.1046,14.73167,326.9533,1.124687,1.320152,58.4895,52.23254,55.85339,56.97937
310.891,14.72273,325.2705,1.139717,1.330185,58.48444,52.22327,55.88522,57.00378
310.891,14.63246,321.1136,1.119671,1.285057,58.48599,52.20959,55.82755,55.71747
311.3634,14.50645,318.9348,1.094608,1.275024,58.47534,52.20224,55.86298,55.47485
310.1715,14.59233,319.0018,1.139107,1.315155,58.48862,52.18228,55.88638,55.6015
308.3037,14.71355,319.9463,1.129704,1.29509,58.46231,52.17148,55.8548,55.70068
308.7397,14.51445,319.6106,1.109657,1.300087,58.45435,52.15854,55.8089,55.6427
307.7804,14.39281,318.4313,1.129704,1.305733,58.45587,52.1571,55.79196,55.62592
307.7804,14.36888,318.8019,1.083984,1.284447,58.45923,52.14606,55.79227,55.65033
307.5478,14.36217,318.3594,1.121104,1.308697,58.45053,52.12692,55.8078,55.80139
